County,State,Date,cumulative_cases,new_cases,Pop_Vacs,Pop_Vacs_Pct,Vaccinations
Calaveras County,CA,2021-03-17,1957,32,11156,24.3,1337
Calaveras County,CA,2021-03-24,1983,26,12688,27.6,1532
Calaveras County,CA,2021-03-31,2010,27,13847,30.2,1159
Calaveras County,CA,2021-04-07,2033,23,14877,32.4,1030
Calaveras County,CA,2021-04-14,2048,15,17507,38.1,2630
Calaveras County,CA,2021-04-21,2065,17,18951,41.3,1444
Calaveras County,CA,2021-04-28,2089,24,19780,43.1,829
Calaveras County,CA,2021-05-05,2114,25,20479,44.6,699
Calaveras County,CA,2021-05-12,2132,18,21034,45.8,555
Calaveras County,CA,2021-05-19,2145,13,21528,46.9,494
Calaveras County,CA,2021-05-26,2162,17,22024,48,496
Calaveras County,CA,2021-06-02,2187,25,22368,48.7,344
Calaveras County,CA,2021-06-09,2195,8,22562,49.1,194
Calaveras County,CA,2021-06-16,2202,7,22915,49.9,353
Calaveras County,CA,2021-06-23,2212,10,23251,50.7,336
Calaveras County,CA,2021-06-30,2212,0,23542,51.3,291
Calaveras County,CA,2021-07-07,2225,13,23873,52,331
Calaveras County,CA,2021-07-14,2246,21,24233,52.8,360
Calaveras County,CA,2021-07-21,2265,19,24448,53.3,215
Calaveras County,CA,2021-07-28,2296,31,24710,53.8,262
Calaveras County,CA,2021-08-04,2372,76,25070,54.6,360
Calaveras County,CA,2021-08-11,2507,135,25384,55.3,314
Calaveras County,CA,2021-08-18,2643,136,25998,56.6,614
Calaveras County,CA,2021-08-25,2831,188,26317,57.3,319
Calaveras County,CA,2021-09-01,3028,197,26752,58.3,435
Calaveras County,CA,2021-09-08,3161,133,27029,58.9,277
Calaveras County,CA,2021-09-15,3310,149,27364,59.6,335
Calaveras County,CA,2021-09-22,3478,168,29337,63.9,1973
Calaveras County,CA,2021-09-29,3573,95,31507,68.6,2170
Calaveras County,CA,2021-10-06,3701,128,31935,69.6,428
Calaveras County,CA,2021-10-13,3794,93,33102,72.1,1167
Calaveras County,CA,2021-10-20,3874,80,33385,72.7,283
Calaveras County,CA,2021-10-27,4019,145,33736,73.5,351
Calaveras County,CA,2021-11-03,4131,112,34871,76,1135
Calaveras County,CA,2021-11-10,4235,104,35536,77.4,665
Calaveras County,CA,2021-11-17,4310,75,36228,78.9,692
Calaveras County,CA,2021-11-24,4356,46,36910,80.4,682
Calaveras County,CA,2021-12-01,4423,67,37237,81.1,327
Calaveras County,CA,2021-12-08,4510,87,37751,82.2,514
Calaveras County,CA,2021-12-15,4584,74,38201,83.2,450
Calaveras County,CA,2021-12-22,4643,59,38667,84.2,466
Calaveras County,CA,2021-12-29,4711,68,38996,84.9,329
Del Norte County,CA,2021-01-06,772,46,0,0,0
Del Norte County,CA,2021-01-13,818,46,0,0,0
Del Norte County,CA,2021-01-20,846,28,650,2.3,650
Del Norte County,CA,2021-01-27,860,14,840,3,190
Del Norte County,CA,2021-02-03,872,12,1077,3.9,237
Del Norte County,CA,2021-02-10,890,18,1641,5.9,564
Del Norte County,CA,2021-02-17,917,27,1856,6.7,215
Del Norte County,CA,2021-02-24,957,40,1978,7.1,122
Del Norte County,CA,2021-03-03,988,31,2394,8.6,416
Del Norte County,CA,2021-03-10,1022,34,3130,11.3,736
Del Norte County,CA,2021-03-17,1053,31,3597,12.9,467
Del Norte County,CA,2021-03-24,1089,36,4357,15.7,760
Del Norte County,CA,2021-03-31,1128,39,5128,18.4,771
Del Norte County,CA,2021-04-07,1208,80,5651,20.3,523
Del Norte County,CA,2021-04-14,1232,24,6453,23.2,802
Del Norte County,CA,2021-04-21,1261,29,7091,25.5,638
Del Norte County,CA,2021-04-28,1277,16,7381,26.5,290
Del Norte County,CA,2021-05-05,1326,49,7615,27.4,234
Del Norte County,CA,2021-05-12,1359,33,7869,28.3,254
Del Norte County,CA,2021-05-19,1383,24,8057,29,188
Del Norte County,CA,2021-05-26,1397,14,8316,29.9,259
Del Norte County,CA,2021-06-02,1407,10,8484,30.5,168
Del Norte County,CA,2021-06-09,1416,9,8610,31,126
Del Norte County,CA,2021-06-16,1426,10,8775,31.6,165
Del Norte County,CA,2021-06-23,1431,5,8899,32,124
Del Norte County,CA,2021-06-30,1450,19,9043,32.5,144
Del Norte County,CA,2021-07-07,1460,10,9114,32.8,71
Del Norte County,CA,2021-07-14,1486,26,9221,33.2,107
Del Norte County,CA,2021-07-21,1505,19,9314,33.5,93
Del Norte County,CA,2021-07-28,1553,48,9431,33.9,117
Del Norte County,CA,2021-08-04,1706,153,9634,34.6,203
Del Norte County,CA,2021-08-11,1887,181,9935,35.7,301
Del Norte County,CA,2021-08-18,2205,318,10306,37.1,371
Del Norte County,CA,2021-08-25,2560,355,10585,38.1,279
Del Norte County,CA,2021-09-01,2849,289,10983,39.5,398
Del Norte County,CA,2021-09-08,3102,253,11137,40,154
Del Norte County,CA,2021-09-15,3274,172,11315,40.7,178
Del Norte County,CA,2021-09-22,3409,135,11481,41.3,166
Del Norte County,CA,2021-09-29,3502,93,11592,41.7,111
Del Norte County,CA,2021-10-06,3530,28,11717,42.1,125
Del Norte County,CA,2021-10-13,3564,34,11809,42.5,92
Del Norte County,CA,2021-10-20,3584,20,11916,42.8,107
Del Norte County,CA,2021-10-27,3617,33,12028,43.2,112
Del Norte County,CA,2021-11-03,3651,34,12129,43.6,101
Del Norte County,CA,2021-11-10,3676,25,12245,44,116
Del Norte County,CA,2021-11-17,3687,11,12372,44.5,127
Del Norte County,CA,2021-11-24,3718,31,12555,45.1,183
Del Norte County,CA,2021-12-01,3775,57,12648,45.5,93
Del Norte County,CA,2021-12-08,3823,48,12801,46,153
Del Norte County,CA,2021-12-15,3845,22,12915,46.4,114
Del Norte County,CA,2021-12-22,3851,6,13056,46.9,141
Del Norte County,CA,2021-12-29,3875,24,13156,47.3,100
Kern County,CA,2021-01-06,74538,6171,0,0,0
Kern County,CA,2021-01-13,82411,7873,8435,0.9,8435
Kern County,CA,2021-01-20,87948,5537,14809,1.6,6374
Kern County,CA,2021-01-27,92218,4270,26495,2.9,11686
Kern County,CA,2021-02-03,95341,3123,39080,4.3,12585
Kern County,CA,2021-02-10,97963,2622,54800,6.1,15720
Kern County,CA,2021-02-17,99837,1874,65638,7.3,10838
Kern County,CA,2021-02-24,101199,1362,76627,8.5,10989
Kern County,CA,2021-03-03,102269,1070,92243,10.2,15616
Kern County,CA,2021-03-10,103027,758,110514,12.3,18271
Kern County,CA,2021-03-17,103570,543,132472,14.7,21958
Kern County,CA,2021-03-24,104043,473,159563,17.7,27091
Kern County,CA,2021-03-31,104539,496,186065,20.7,26502
Kern County,CA,2021-04-07,104905,366,210781,23.4,24716
Kern County,CA,2021-04-14,105452,547,232667,25.8,21886
Kern County,CA,2021-04-21,105838,386,258986,28.8,26319
Kern County,CA,2021-04-28,106158,320,270812,30.1,11826
Kern County,CA,2021-05-05,106472,314,280066,31.1,9254
Kern County,CA,2021-05-12,106779,307,289636,32.2,9570
Kern County,CA,2021-05-19,107070,291,299343,33.3,9707
Kern County,CA,2021-05-26,107317,247,313283,34.8,13940
Kern County,CA,2021-06-02,107537,220,320830,35.6,7547
Kern County,CA,2021-06-09,107782,245,327583,36.4,6753
Kern County,CA,2021-06-16,107944,162,334178,37.1,6595
Kern County,CA,2021-06-23,108227,283,340502,37.8,6324
Kern County,CA,2021-06-30,108516,289,348825,38.7,8323
Kern County,CA,2021-07-07,108836,320,354613,39.4,5788
Kern County,CA,2021-07-14,109154,318,360450,40,5837
Kern County,CA,2021-07-21,109783,629,366178,40.7,5728
Kern County,CA,2021-07-28,110720,937,373384,41.5,7206
Kern County,CA,2021-08-04,112162,1442,380660,42.3,7276
Kern County,CA,2021-08-11,114297,2135,389995,43.3,9335
Kern County,CA,2021-08-18,116813,2516,399675,44.4,9680
Kern County,CA,2021-08-25,120091,3278,407428,45.3,7753
Kern County,CA,2021-09-01,123902,3811,419833,46.6,12405
Kern County,CA,2021-09-08,127485,3583,425965,47.3,6132
Kern County,CA,2021-09-15,131041,3556,433354,48.1,7389
Kern County,CA,2021-09-22,134018,2977,440272,48.9,6918
Kern County,CA,2021-09-29,136565,2547,446133,49.6,5861
Kern County,CA,2021-10-06,139046,2481,452209,50.2,6076
Kern County,CA,2021-10-13,141143,2097,457244,50.8,5035
Kern County,CA,2021-10-20,143363,2220,462222,51.3,4978
Kern County,CA,2021-10-27,146101,2738,467654,51.9,5432
Kern County,CA,2021-11-03,148790,2689,471884,52.4,4230
Kern County,CA,2021-11-10,150941,2151,476912,53,5028
Kern County,CA,2021-11-17,152567,1626,484209,53.8,7297
Kern County,CA,2021-11-24,154001,1434,490375,54.5,6166
Kern County,CA,2021-12-01,155484,1483,494133,54.9,3758
Kern County,CA,2021-12-08,156926,1442,500446,55.6,6313
Kern County,CA,2021-12-15,158142,1216,505761,56.2,5315
Kern County,CA,2021-12-22,159320,1178,510312,56.7,4551
Kern County,CA,2021-12-29,161310,1990,513917,57.1,3605
Modoc County,CA,2021-01-06,334,25,0,0,0
Modoc County,CA,2021-01-13,358,24,0,0,0
Modoc County,CA,2021-01-20,373,15,0,0,0
Modoc County,CA,2021-01-27,388,15,0,0,0
Modoc County,CA,2021-02-03,413,25,0,0,0
Modoc County,CA,2021-02-10,429,16,0,0,0
Modoc County,CA,2021-02-17,439,10,0,0,0
Modoc County,CA,2021-02-24,443,4,0,0,0
Modoc County,CA,2021-03-03,449,6,0,0,0
Modoc County,CA,2021-03-10,456,7,0,0,0
Modoc County,CA,2021-03-17,461,5,0,0,0
Modoc County,CA,2021-03-24,462,1,0,0,0
Modoc County,CA,2021-03-31,466,4,0,0,0
Modoc County,CA,2021-04-07,471,5,0,0,0
Modoc County,CA,2021-04-14,477,6,0,0,0
Modoc County,CA,2021-04-21,481,4,0,0,0
Modoc County,CA,2021-04-28,482,1,0,0,0
Modoc County,CA,2021-05-05,482,0,0,0,0
Modoc County,CA,2021-05-12,487,5,0,0,0
Modoc County,CA,2021-05-19,490,3,0,0,0
Modoc County,CA,2021-05-26,498,8,0,0,0
Modoc County,CA,2021-06-02,507,9,0,0,0
Modoc County,CA,2021-06-09,516,9,0,0,0
Modoc County,CA,2021-06-16,529,13,0,0,0
Modoc County,CA,2021-06-23,552,23,0,0,0
Modoc County,CA,2021-06-30,559,7,0,0,0
Modoc County,CA,2021-07-07,559,0,0,0,0
Modoc County,CA,2021-07-14,560,1,0,0,0
Modoc County,CA,2021-07-21,562,2,0,0,0
Modoc County,CA,2021-07-28,562,0,0,0,0
Modoc County,CA,2021-08-04,565,3,0,0,0
Modoc County,CA,2021-08-11,571,6,0,0,0
Modoc County,CA,2021-08-18,576,5,0,0,0
Modoc County,CA,2021-08-25,588,12,0,0,0
Modoc County,CA,2021-09-01,594,6,0,0,0
Modoc County,CA,2021-09-08,608,14,0,0,0
Modoc County,CA,2021-09-15,614,6,0,0,0
Modoc County,CA,2021-09-22,624,10,0,0,0
Modoc County,CA,2021-09-29,637,13,0,0,0
Modoc County,CA,2021-10-06,647,10,0,0,0
Modoc County,CA,2021-10-13,665,18,0,0,0
Modoc County,CA,2021-10-20,687,22,0,0,0
Modoc County,CA,2021-10-27,700,13,0,0,0
Modoc County,CA,2021-11-03,715,15,0,0,0
Modoc County,CA,2021-11-10,735,20,0,0,0
Modoc County,CA,2021-11-17,741,6,0,0,0
Modoc County,CA,2021-11-24,754,13,0,0,0
Modoc County,CA,2021-12-01,779,25,0,0,0
Modoc County,CA,2021-12-08,797,18,0,0,0
Modoc County,CA,2021-12-15,800,3,0,0,0
Modoc County,CA,2021-12-22,803,3,0,0,0
Modoc County,CA,2021-12-29,811,8,0,0,0
Monterey County,CA,2021-01-06,30910,3287,0,0,0
Monterey County,CA,2021-01-13,34454,3544,6162,1.4,6162
Monterey County,CA,2021-01-20,37099,2645,9936,2.3,3774
Monterey County,CA,2021-01-27,39340,2241,14259,3.3,4323
Monterey County,CA,2021-02-03,40867,1527,19477,4.5,5218
Monterey County,CA,2021-02-10,41883,1016,29948,6.9,10471
Monterey County,CA,2021-02-17,42626,743,37289,8.6,7341
Monterey County,CA,2021-02-24,43156,530,44705,10.3,7416
Monterey County,CA,2021-03-03,43449,293,53744,12.4,9039
Monterey County,CA,2021-03-10,43642,193,62758,14.5,9014
Monterey County,CA,2021-03-17,43804,162,74672,17.2,11914
Monterey County,CA,2021-03-24,43972,168,98271,22.6,23599
Monterey County,CA,2021-03-31,44123,151,117688,27.1,19417
Monterey County,CA,2021-04-07,44244,121,134845,31.1,17157
Monterey County,CA,2021-04-14,44431,187,158075,36.4,23230
Monterey County,CA,2021-04-21,44533,102,178719,41.2,20644
Monterey County,CA,2021-04-28,44633,100,192206,44.3,13487
Monterey County,CA,2021-05-05,44734,101,199992,46.1,7786
Monterey County,CA,2021-05-12,44835,101,207244,47.7,7252
Monterey County,CA,2021-05-19,44876,41,212765,49,5521
Monterey County,CA,2021-05-26,44918,42,222275,51.2,9510
Monterey County,CA,2021-06-02,44959,41,227303,52.4,5028
Monterey County,CA,2021-06-09,44987,28,231806,53.4,4503
Monterey County,CA,2021-06-16,45028,41,236828,54.6,5022
Monterey County,CA,2021-06-23,45073,45,241334,55.6,4506
Monterey County,CA,2021-06-30,45115,42,246837,56.9,5503
Monterey County,CA,2021-07-07,45156,41,250689,57.8,3852
Monterey County,CA,2021-07-14,45284,128,254166,58.6,3477
Monterey County,CA,2021-07-21,45458,174,257261,59.3,3095
Monterey County,CA,2021-07-28,45665,207,262052,60.4,4791
Monterey County,CA,2021-08-04,45968,303,266117,61.3,4065
Monterey County,CA,2021-08-11,46485,517,270740,62.4,4623
Monterey County,CA,2021-08-18,47056,571,274903,63.3,4163
Monterey County,CA,2021-08-25,47661,605,278166,64.1,3263
Monterey County,CA,2021-09-01,48269,608,282968,65.2,4802
Monterey County,CA,2021-09-08,48801,532,285720,65.8,2752
Monterey County,CA,2021-09-15,49262,461,288956,66.6,3236
Monterey County,CA,2021-09-22,49728,466,291811,67.2,2855
Monterey County,CA,2021-09-29,50108,380,294471,67.8,2660
Monterey County,CA,2021-10-06,50431,323,297447,68.5,2976
Monterey County,CA,2021-10-13,50653,222,300048,69.1,2601
Monterey County,CA,2021-10-20,50883,230,302091,69.6,2043
Monterey County,CA,2021-10-27,51139,256,304667,70.2,2576
Monterey County,CA,2021-11-03,51470,331,306810,70.7,2143
Monterey County,CA,2021-11-10,51816,346,309734,71.4,2924
Monterey County,CA,2021-11-17,52166,350,313932,72.3,4198
Monterey County,CA,2021-11-24,52454,288,319006,73.5,5074
Monterey County,CA,2021-12-01,52759,305,321542,74.1,2536
Monterey County,CA,2021-12-08,53225,466,325113,74.9,3571
Monterey County,CA,2021-12-15,53736,511,328819,75.8,3706
Monterey County,CA,2021-12-22,54301,565,332220,76.5,3401
Monterey County,CA,2021-12-29,55286,985,334861,77.1,2641
Napa County,CA,2021-01-06,6290,601,0,0,0
Napa County,CA,2021-01-13,6967,677,3303,2.4,3303
Napa County,CA,2021-01-20,7703,736,7679,5.6,4376
Napa County,CA,2021-01-27,8178,475,13972,10.1,6293
Napa County,CA,2021-02-03,8538,360,17835,12.9,3863
Napa County,CA,2021-02-10,8782,244,19500,14.2,1665
Napa County,CA,2021-02-17,8887,105,22448,16.3,2948
Napa County,CA,2021-02-24,9000,113,25396,18.4,2948
Napa County,CA,2021-03-03,9114,114,29502,21.4,4106
Napa County,CA,2021-03-10,9189,75,33201,24.1,3699
Napa County,CA,2021-03-17,9243,54,39594,28.7,6393
Napa County,CA,2021-03-24,9333,90,47261,34.3,7667
Napa County,CA,2021-03-31,9425,92,53040,38.5,5779
Napa County,CA,2021-04-07,9543,118,57258,41.6,4218
Napa County,CA,2021-04-14,9661,118,62499,45.4,5241
Napa County,CA,2021-04-21,9745,84,69775,50.7,7276
Napa County,CA,2021-04-28,9808,63,76426,55.5,6651
Napa County,CA,2021-05-05,9860,52,79105,57.4,2679
Napa County,CA,2021-05-12,9906,46,81430,59.1,2325
Napa County,CA,2021-05-19,9941,35,84191,61.1,2761
Napa County,CA,2021-05-26,9962,21,86867,63.1,2676
Napa County,CA,2021-06-02,9987,25,88241,64.1,1374
Napa County,CA,2021-06-09,10001,14,89881,65.3,1640
Napa County,CA,2021-06-16,10048,47,91278,66.3,1397
Napa County,CA,2021-06-23,10068,20,92231,67,953
Napa County,CA,2021-06-30,10073,5,93630,68,1399
Napa County,CA,2021-07-07,10118,45,94265,68.4,635
Napa County,CA,2021-07-14,10160,42,95241,69.1,976
Napa County,CA,2021-07-21,10240,80,96090,69.8,849
Napa County,CA,2021-07-28,10404,164,97096,70.5,1006
Napa County,CA,2021-08-04,10588,184,98223,71.3,1127
Napa County,CA,2021-08-11,10768,180,99402,72.2,1179
Napa County,CA,2021-08-18,11075,307,100500,73,1098
Napa County,CA,2021-08-25,11369,294,101194,73.5,694
Napa County,CA,2021-09-01,11695,326,102371,74.3,1177
Napa County,CA,2021-09-08,11894,199,102852,74.7,481
Napa County,CA,2021-09-15,12152,258,103548,75.2,696
Napa County,CA,2021-09-22,12328,176,104254,75.7,706
Napa County,CA,2021-09-29,12481,153,104857,76.1,603
Napa County,CA,2021-10-06,12634,153,105610,76.7,753
Napa County,CA,2021-10-13,12775,141,106178,77.1,568
Napa County,CA,2021-10-20,12878,103,106686,77.5,508
Napa County,CA,2021-10-27,12959,81,107297,77.9,611
Napa County,CA,2021-11-03,13046,87,107901,78.3,604
Napa County,CA,2021-11-10,13168,122,108634,78.9,733
Napa County,CA,2021-11-17,13269,101,110365,80.1,1731
Napa County,CA,2021-11-24,13377,108,111279,80.8,914
Napa County,CA,2021-12-01,13430,53,112183,81.4,904
Napa County,CA,2021-12-08,13539,109,112983,82,800
Napa County,CA,2021-12-15,13665,126,113901,82.7,918
Napa County,CA,2021-12-22,13864,199,114816,83.4,915
Napa County,CA,2021-12-29,14347,483,115544,83.9,728
San Diego County,CA,2021-01-06,181705,24079,0,0,0
San Diego County,CA,2021-01-13,208274,26569,80875,2.4,80875
San Diego County,CA,2021-01-20,227525,19251,141071,4.2,60196
San Diego County,CA,2021-01-27,241399,13874,223167,6.7,82096
San Diego County,CA,2021-02-03,251990,10591,325532,9.8,102365
San Diego County,CA,2021-02-10,260364,8374,450128,13.5,124596
San Diego County,CA,2021-02-17,266186,5822,515093,15.4,64965
San Diego County,CA,2021-02-24,270563,4377,595724,17.8,80631
San Diego County,CA,2021-03-03,273961,3398,749716,22.5,153992
San Diego County,CA,2021-03-10,276877,2916,875416,26.2,125700
San Diego County,CA,2021-03-17,279135,2258,1026722,30.8,151306
San Diego County,CA,2021-03-24,281492,2357,1126926,33.8,100204
San Diego County,CA,2021-03-31,283527,2035,1273291,38.1,146365
San Diego County,CA,2021-04-07,285625,2098,1420153,42.5,146862
San Diego County,CA,2021-04-14,287709,2084,1776539,53.2,356386
San Diego County,CA,2021-04-21,289433,1724,1918079,57.5,141540
San Diego County,CA,2021-04-28,290125,692,2116718,63.4,198639
San Diego County,CA,2021-05-05,291453,1328,2224845,66.6,108127
San Diego County,CA,2021-05-12,293023,1570,2324628,69.6,99783
San Diego County,CA,2021-05-19,294087,1064,2398689,71.9,74061
San Diego County,CA,2021-05-26,294700,613,2474457,74.1,75768
San Diego County,CA,2021-06-02,295281,581,2533424,75.9,58967
San Diego County,CA,2021-06-09,295953,672,2663744,79.8,130320
San Diego County,CA,2021-06-16,296539,586,2716156,81.4,52412
San Diego County,CA,2021-06-23,297139,600,2767776,82.9,51620
San Diego County,CA,2021-06-30,297913,774,2831179,84.8,63403
San Diego County,CA,2021-07-07,298912,999,2871590,86,40411
San Diego County,CA,2021-07-14,301041,2129,2908360,87.1,36770
San Diego County,CA,2021-07-21,304785,3744,2936881,88,28521
San Diego County,CA,2021-07-28,310421,5636,2967733,88.9,30852
San Diego County,CA,2021-08-04,317623,7202,3000352,89.9,32619
San Diego County,CA,2021-08-11,326233,8610,3043416,91.2,43064
San Diego County,CA,2021-08-18,335661,9428,3080365,92.3,36949
San Diego County,CA,2021-08-25,344995,9334,3113436,93.3,33071
San Diego County,CA,2021-09-01,354037,9042,3157688,94.6,44252
San Diego County,CA,2021-09-08,360702,6665,3187697,95.5,30009
San Diego County,CA,2021-09-15,366552,5850,3218074,96.4,30377
San Diego County,CA,2021-09-22,370820,4268,3254649,97.5,36575
San Diego County,CA,2021-09-29,376122,5302,3285184,98.4,30535
San Diego County,CA,2021-10-06,380143,4021,3329694,99.7,44510
San Diego County,CA,2021-10-13,383394,3251,3370467,99.9,40773
San Diego County,CA,2021-10-20,386613,3219,3409726,99.9,39259
San Diego County,CA,2021-10-27,390572,3959,3458057,99.9,48331
San Diego County,CA,2021-11-03,394152,3580,3535104,99.9,77047
San Diego County,CA,2021-11-10,397906,3754,3617015,99.9,81911
San Diego County,CA,2021-11-17,401540,3634,3719400,99.9,102385
San Diego County,CA,2021-11-24,404913,3373,3824050,99.9,104650
San Diego County,CA,2021-12-01,407873,2960,3894030,99.9,69980
San Diego County,CA,2021-12-08,413873,6000,4006770,99.9,112740
San Diego County,CA,2021-12-15,418884,5011,4110454,95,103684
San Diego County,CA,2021-12-22,426099,7215,4216064,95,105610
San Diego County,CA,2021-12-29,443051,16952,4298009,95,81945
San Francisco County,CA,2021-01-06,25282,2055,0,0,0
San Francisco County,CA,2021-01-13,27986,2704,22757,2.6,22757
San Francisco County,CA,2021-01-20,30177,2191,33250,3.8,10493
San Francisco County,CA,2021-01-27,31727,1550,52710,6,19460
San Francisco County,CA,2021-02-03,32719,992,70526,8,17816
San Francisco County,CA,2021-02-10,33778,1059,99146,11.2,28620
San Francisco County,CA,2021-02-17,34541,763,126270,14.3,27124
San Francisco County,CA,2021-02-24,35081,540,144220,16.4,17950
San Francisco County,CA,2021-03-03,35503,422,173136,19.6,28916
San Francisco County,CA,2021-03-10,35797,294,203078,23,29942
San Francisco County,CA,2021-03-17,36014,217,244690,27.8,41612
San Francisco County,CA,2021-03-24,36280,266,295096,33.5,50406
San Francisco County,CA,2021-03-31,36554,274,336774,38.2,41678
San Francisco County,CA,2021-04-07,36813,259,384779,43.6,48005
San Francisco County,CA,2021-04-14,37128,315,437958,49.7,53179
San Francisco County,CA,2021-04-21,37397,269,497846,56.5,59888
San Francisco County,CA,2021-04-28,37649,252,538238,61.1,40392
San Francisco County,CA,2021-05-05,37844,195,561152,63.7,22914
San Francisco County,CA,2021-05-12,38005,161,580572,65.9,19420
San Francisco County,CA,2021-05-19,38128,123,598321,67.9,17749
San Francisco County,CA,2021-05-26,38255,127,616977,70,18656
San Francisco County,CA,2021-06-02,38351,96,625044,70.9,8067
San Francisco County,CA,2021-06-09,38381,30,634464,72,9420
San Francisco County,CA,2021-06-16,38381,0,642621,72.9,8157
San Francisco County,CA,2021-06-23,38381,0,649045,73.6,6424
San Francisco County,CA,2021-06-30,38381,0,660494,74.9,11449
San Francisco County,CA,2021-07-07,38617,236,665284,75.5,4790
San Francisco County,CA,2021-07-14,39119,502,671638,76.2,6354
San Francisco County,CA,2021-07-21,39988,869,676367,76.7,4729
San Francisco County,CA,2021-07-28,41506,1518,682094,77.4,5727
San Francisco County,CA,2021-08-04,43475,1969,688476,78.1,6382
San Francisco County,CA,2021-08-11,45256,1781,694151,78.7,5675
San Francisco County,CA,2021-08-18,46826,1570,699633,79.4,5482
San Francisco County,CA,2021-08-25,48122,1296,703878,79.8,4245
San Francisco County,CA,2021-09-01,49648,1526,709434,80.5,5556
San Francisco County,CA,2021-09-08,50455,807,712192,80.8,2758
San Francisco County,CA,2021-09-15,51330,875,715363,81.1,3171
San Francisco County,CA,2021-09-22,52042,712,718604,81.5,3241
San Francisco County,CA,2021-09-29,52661,619,721666,81.9,3062
San Francisco County,CA,2021-10-06,53286,625,726314,82.4,4648
San Francisco County,CA,2021-10-13,53801,515,729477,82.7,3163
San Francisco County,CA,2021-10-20,54247,446,732405,83.1,2928
San Francisco County,CA,2021-10-27,54639,392,736527,83.5,4122
San Francisco County,CA,2021-11-03,55070,431,740214,84,3687
San Francisco County,CA,2021-11-10,55653,583,748191,84.9,7977
San Francisco County,CA,2021-11-17,56106,453,760850,86.3,12659
San Francisco County,CA,2021-11-24,56556,450,771360,87.5,10510
San Francisco County,CA,2021-12-01,56903,347,778153,88.3,6793
San Francisco County,CA,2021-12-08,57526,623,786503,89.2,8350
San Francisco County,CA,2021-12-15,58145,619,794366,90.1,7863
San Francisco County,CA,2021-12-22,60137,1992,801867,91,7501
San Francisco County,CA,2021-12-29,65533,5396,808249,91.7,6382
Shasta County,CA,2021-01-06,9207,687,1753,1,1753
Shasta County,CA,2021-01-13,10029,822,2709,1.5,956
Shasta County,CA,2021-01-20,10630,601,4362,2.4,1653
Shasta County,CA,2021-01-27,11111,481,7827,4.3,3465
Shasta County,CA,2021-02-03,11490,379,12143,6.7,4316
Shasta County,CA,2021-02-10,11757,267,15698,8.7,3555
Shasta County,CA,2021-02-17,11932,175,18372,10.2,2674
Shasta County,CA,2021-02-24,12123,191,20312,11.3,1940
Shasta County,CA,2021-03-03,12264,141,24355,13.5,4043
Shasta County,CA,2021-03-10,12336,72,26105,14.5,1750
Shasta County,CA,2021-03-17,12365,29,29476,16.4,3371
Shasta County,CA,2021-03-24,12576,211,34369,19.1,4893
Shasta County,CA,2021-03-31,12685,109,39712,22.1,5343
Shasta County,CA,2021-04-07,12839,154,43323,24.1,3611
Shasta County,CA,2021-04-14,12954,115,46210,25.7,2887
Shasta County,CA,2021-04-21,13118,164,50223,27.9,4013
Shasta County,CA,2021-04-28,13266,148,55793,31,5570
Shasta County,CA,2021-05-05,13433,167,59810,33.2,4017
Shasta County,CA,2021-05-12,13591,158,63892,35.5,4082
Shasta County,CA,2021-05-19,13763,172,65351,36.3,1459
Shasta County,CA,2021-05-26,13919,156,67326,37.4,1975
Shasta County,CA,2021-06-02,14015,96,68508,38,1182
Shasta County,CA,2021-06-09,14132,117,69720,38.7,1212
Shasta County,CA,2021-06-16,14227,95,70883,39.4,1163
Shasta County,CA,2021-06-23,14234,7,71857,39.9,974
Shasta County,CA,2021-06-30,14234,0,73116,40.6,1259
Shasta County,CA,2021-07-07,14283,49,74016,41.1,900
Shasta County,CA,2021-07-14,14360,77,74890,41.6,874
Shasta County,CA,2021-07-21,14462,102,75716,42,826
Shasta County,CA,2021-07-28,14609,147,76844,42.7,1128
Shasta County,CA,2021-08-04,14918,309,78034,43.3,1190
Shasta County,CA,2021-08-11,15355,437,79551,44.2,1517
Shasta County,CA,2021-08-18,16052,697,81173,45.1,1622
Shasta County,CA,2021-08-25,16873,821,82737,45.9,1564
Shasta County,CA,2021-09-01,17775,902,84654,47,1917
Shasta County,CA,2021-09-08,18733,958,85836,47.7,1182
Shasta County,CA,2021-09-15,20079,1346,87161,48.4,1325
Shasta County,CA,2021-09-22,21127,1048,88294,49,1133
Shasta County,CA,2021-09-29,21927,800,89279,49.6,985
Shasta County,CA,2021-10-06,22611,684,90202,50.1,923
Shasta County,CA,2021-10-13,23136,525,90961,50.5,759
Shasta County,CA,2021-10-20,23712,576,91588,50.9,627
Shasta County,CA,2021-10-27,24306,594,92399,51.3,811
Shasta County,CA,2021-11-03,24772,466,93379,51.9,980
Shasta County,CA,2021-11-10,25249,477,94089,52.2,710
Shasta County,CA,2021-11-17,25578,329,95202,52.9,1113
Shasta County,CA,2021-11-24,25896,318,96204,53.4,1002
Shasta County,CA,2021-12-01,26106,210,96828,53.8,624
Shasta County,CA,2021-12-08,26373,267,97628,54.2,800
Shasta County,CA,2021-12-15,26555,182,98416,54.7,788
Shasta County,CA,2021-12-22,26737,182,99060,55,644
Shasta County,CA,2021-12-29,26899,162,99498,55.3,438
Sierra County,CA,2021-01-06,38,8,0,0,0
Sierra County,CA,2021-01-13,40,2,0,0,0
