County,State,Date,cumulative_cases,new_cases,Pop_Vacs,Pop_Vacs_Pct,Vaccinations
Placer County,CA,2021-08-04,27661,854,230823,57.9,3578
Placer County,CA,2021-08-11,28773,1112,234697,58.9,3874
Placer County,CA,2021-08-18,30071,1298,238149,59.8,3452
Placer County,CA,2021-08-25,31259,1188,240841,60.5,2692
Placer County,CA,2021-09-01,33583,2324,244478,61.4,3637
Placer County,CA,2021-09-08,34724,1141,246470,61.9,1992
Placer County,CA,2021-09-15,35875,1151,248608,62.4,2138
Placer County,CA,2021-09-22,36858,983,250513,62.9,1905
Placer County,CA,2021-09-29,37498,640,252186,63.3,1673
Placer County,CA,2021-10-06,38159,661,254007,63.8,1821
Placer County,CA,2021-10-13,38710,551,255608,64.2,1601
Placer County,CA,2021-10-20,39224,514,256951,64.5,1343
Placer County,CA,2021-10-27,39883,659,258717,65,1766
Placer County,CA,2021-11-03,40520,637,260415,65.4,1698
Placer County,CA,2021-11-10,41054,534,262413,65.9,1998
Placer County,CA,2021-11-17,41491,437,266794,67,4381
Placer County,CA,2021-11-24,41860,369,269904,67.8,3110
Placer County,CA,2021-12-01,42246,386,272049,68.3,2145
Placer County,CA,2021-12-08,42829,583,274248,68.8,2199
Placer County,CA,2021-12-15,43239,410,276314,69.4,2066
Placer County,CA,2021-12-22,43755,516,278655,70,2341
Placer County,CA,2021-12-29,44774,1019,280469,70.4,1814
Sacramento County,CA,2021-01-06,71447,5710,0,0,0
Sacramento County,CA,2021-01-13,78091,6644,29432,1.9,29432
Sacramento County,CA,2021-01-20,82166,4075,42151,2.7,12719
Sacramento County,CA,2021-01-27,86123,3957,71154,4.6,29003
Sacramento County,CA,2021-02-03,88231,2108,99734,6.4,28580
Sacramento County,CA,2021-02-10,90553,2322,131559,8.5,31825
Sacramento County,CA,2021-02-17,92445,1892,162605,10.5,31046
Sacramento County,CA,2021-02-24,93880,1435,189968,12.2,27363
Sacramento County,CA,2021-03-03,94981,1101,220671,14.2,30703
Sacramento County,CA,2021-03-10,96053,1072,242244,15.6,21573
Sacramento County,CA,2021-03-17,96890,837,294682,19,52438
Sacramento County,CA,2021-03-24,97927,1037,360232,23.2,65550
Sacramento County,CA,2021-03-31,99166,1239,408729,26.3,48497
Sacramento County,CA,2021-04-07,100615,1449,451660,29.1,42931
Sacramento County,CA,2021-04-14,102106,1491,502098,32.4,50438
Sacramento County,CA,2021-04-21,103249,1143,558745,36,56647
Sacramento County,CA,2021-04-28,104272,1023,599869,38.6,41124
Sacramento County,CA,2021-05-05,105107,835,632981,40.8,33112
Sacramento County,CA,2021-05-12,106253,1146,664932,42.8,31951
Sacramento County,CA,2021-05-19,106855,602,708167,45.6,43235
Sacramento County,CA,2021-05-26,107616,761,735470,47.4,27303
Sacramento County,CA,2021-06-02,108140,524,753562,48.6,18092
Sacramento County,CA,2021-06-09,108729,589,772294,49.8,18732
Sacramento County,CA,2021-06-16,109216,487,786438,50.7,14144
Sacramento County,CA,2021-06-23,109667,451,798148,51.4,11710
Sacramento County,CA,2021-06-30,109959,292,818203,52.7,20055
Sacramento County,CA,2021-07-07,110775,816,830060,53.5,11857
Sacramento County,CA,2021-07-14,111989,1214,842693,54.3,12633
Sacramento County,CA,2021-07-21,113951,1962,853736,55,11043
Sacramento County,CA,2021-07-28,116658,2707,867399,55.9,13663
Sacramento County,CA,2021-08-04,119929,3271,881394,56.8,13995
Sacramento County,CA,2021-08-11,123620,3691,897416,57.8,16022
Sacramento County,CA,2021-08-18,127838,4218,912636,58.8,15220
Sacramento County,CA,2021-08-25,132488,4650,924219,59.5,11583
Sacramento County,CA,2021-09-01,141081,8593,940388,60.6,16169
Sacramento County,CA,2021-09-08,145802,4721,948685,61.1,8297
Sacramento County,CA,2021-09-15,148724,2922,957921,61.7,9236
Sacramento County,CA,2021-09-22,151262,2538,968874,62.4,10953
Sacramento County,CA,2021-09-29,153327,2065,977186,63,8312
Sacramento County,CA,2021-10-06,155260,1933,986853,63.6,9667
Sacramento County,CA,2021-10-13,157245,1985,994427,64.1,7574
Sacramento County,CA,2021-10-20,159014,1769,1001693,64.5,7266
Sacramento County,CA,2021-10-27,161230,2216,1009061,65,7368
Sacramento County,CA,2021-11-03,162808,1578,1015943,65.5,6882
Sacramento County,CA,2021-11-10,164656,1848,1024332,66,8389
Sacramento County,CA,2021-11-17,165990,1334,1040895,67.1,16563
Sacramento County,CA,2021-11-24,167279,1289,1054640,68,13745
Sacramento County,CA,2021-12-01,168454,1175,1063361,68.5,8721
Sacramento County,CA,2021-12-08,170298,1844,1073949,69.2,10588
Sacramento County,CA,2021-12-15,171881,1583,1083768,69.8,9819
Sacramento County,CA,2021-12-22,173877,1996,1093392,70.4,9624
Sacramento County,CA,2021-12-29,177386,3509,1100915,70.9,7523
San Joaquin County,CA,2021-01-06,50957,4583,6756,0.9,6756
San Joaquin County,CA,2021-01-13,55857,4900,11129,1.5,4373
San Joaquin County,CA,2021-01-20,60035,4178,16266,2.1,5137
San Joaquin County,CA,2021-01-27,62375,2340,26798,3.5,10532
San Joaquin County,CA,2021-02-03,64293,1918,40702,5.3,13904
San Joaquin County,CA,2021-02-10,66002,1709,52756,6.9,12054
San Joaquin County,CA,2021-02-17,67177,1175,64609,8.5,11853
San Joaquin County,CA,2021-02-24,67929,752,79759,10.5,15150
San Joaquin County,CA,2021-03-03,68606,677,99987,13.1,20228
San Joaquin County,CA,2021-03-10,69298,692,119183,15.6,19196
San Joaquin County,CA,2021-03-17,69867,569,139729,18.3,20546
San Joaquin County,CA,2021-03-24,71012,1145,165316,21.7,25587
San Joaquin County,CA,2021-03-31,71836,824,185559,24.3,20243
San Joaquin County,CA,2021-04-07,72625,789,206823,27.1,21264
San Joaquin County,CA,2021-04-14,73407,782,239944,31.5,33121
San Joaquin County,CA,2021-04-21,74019,612,270397,35.5,30453
San Joaquin County,CA,2021-04-28,74583,564,295297,38.7,24900
San Joaquin County,CA,2021-05-05,75095,512,311240,40.8,15943
San Joaquin County,CA,2021-05-12,75550,455,326038,42.8,14798
San Joaquin County,CA,2021-05-19,75861,311,338045,44.4,12007
San Joaquin County,CA,2021-05-26,76228,367,351251,46.1,13206
San Joaquin County,CA,2021-06-02,76479,251,358747,47.1,7496
San Joaquin County,CA,2021-06-09,76835,356,363936,47.8,5189
San Joaquin County,CA,2021-06-16,77156,321,371499,48.7,7563
San Joaquin County,CA,2021-06-23,77415,259,380186,49.9,8687
San Joaquin County,CA,2021-06-30,77429,14,389844,51.2,9658
San Joaquin County,CA,2021-07-07,77756,327,397959,52.2,8115
San Joaquin County,CA,2021-07-14,78318,562,407624,53.5,9665
San Joaquin County,CA,2021-07-21,79063,745,412469,54.1,4845
San Joaquin County,CA,2021-07-28,80118,1055,418355,54.9,5886
San Joaquin County,CA,2021-08-04,81697,1579,424758,55.7,6403
San Joaquin County,CA,2021-08-11,83584,1887,432496,56.7,7738
San Joaquin County,CA,2021-08-18,85660,2076,447194,58.7,14698
San Joaquin County,CA,2021-08-25,88257,2597,454078,59.6,6884
San Joaquin County,CA,2021-09-01,92083,3826,463229,60.8,9151
San Joaquin County,CA,2021-09-08,94311,2228,467643,61.4,4414
San Joaquin County,CA,2021-09-15,96067,1756,473568,62.1,5925
San Joaquin County,CA,2021-09-22,97847,1780,492350,64.6,18782
San Joaquin County,CA,2021-09-29,99354,1507,511776,67.1,19426
San Joaquin County,CA,2021-10-06,100518,1164,517596,67.9,5820
San Joaquin County,CA,2021-10-13,101565,1047,528968,69.4,11372
San Joaquin County,CA,2021-10-20,102481,916,534082,70.1,5114
San Joaquin County,CA,2021-10-27,103466,985,540184,70.9,6102
San Joaquin County,CA,2021-11-03,104565,1099,549622,72.1,9438
San Joaquin County,CA,2021-11-10,105389,824,556919,73.1,7297
San Joaquin County,CA,2021-11-17,106244,855,566729,74.4,9810
San Joaquin County,CA,2021-11-24,107032,788,579167,76,12438
San Joaquin County,CA,2021-12-01,107681,649,584407,76.7,5240
San Joaquin County,CA,2021-12-08,108535,854,593881,77.9,9474
San Joaquin County,CA,2021-12-15,109281,746,601291,78.9,7410
San Joaquin County,CA,2021-12-22,110108,827,614423,80.6,13132
San Joaquin County,CA,2021-12-29,111630,1522,623187,81.8,8764
San Mateo County,CA,2021-01-06,26643,2759,0,0,0
San Mateo County,CA,2021-01-13,29949,3306,18980,2.5,18980
San Mateo County,CA,2021-01-20,33007,3058,31710,4.1,12730
San Mateo County,CA,2021-01-27,34770,1763,50770,6.6,19060
San Mateo County,CA,2021-02-03,36370,1600,66557,8.7,15787
San Mateo County,CA,2021-02-10,37613,1243,89992,11.7,23435
San Mateo County,CA,2021-02-17,38434,821,111548,14.6,21556
San Mateo County,CA,2021-02-24,39072,638,137197,17.9,25649
San Mateo County,CA,2021-03-03,39561,489,163010,21.3,25813
San Mateo County,CA,2021-03-10,39956,395,183416,23.9,20406
San Mateo County,CA,2021-03-17,40233,277,209420,27.3,26004
San Mateo County,CA,2021-03-24,40465,232,240047,31.3,30627
San Mateo County,CA,2021-03-31,40812,347,275755,36,35708
San Mateo County,CA,2021-04-07,41088,276,313262,40.9,37507
San Mateo County,CA,2021-04-14,41401,313,353137,46.1,39875
San Mateo County,CA,2021-04-21,41704,303,402780,52.5,49643
San Mateo County,CA,2021-04-28,41933,229,438406,57.2,35626
San Mateo County,CA,2021-05-05,42175,242,461465,60.2,23059
San Mateo County,CA,2021-05-12,42454,279,479698,62.6,18233
San Mateo County,CA,2021-05-19,42572,118,496982,64.8,17284
San Mateo County,CA,2021-05-26,42745,173,515822,67.3,18840
San Mateo County,CA,2021-06-02,42867,122,525799,68.6,9977
San Mateo County,CA,2021-06-09,42968,101,534949,69.8,9150
San Mateo County,CA,2021-06-16,43037,69,542666,70.8,7717
San Mateo County,CA,2021-06-23,43037,0,548599,71.6,5933
San Mateo County,CA,2021-06-30,43037,0,557741,72.8,9142
San Mateo County,CA,2021-07-07,43400,363,562025,73.3,4284
San Mateo County,CA,2021-07-14,43709,309,567444,74,5419
San Mateo County,CA,2021-07-21,44226,517,571758,74.6,4314
San Mateo County,CA,2021-07-28,44973,747,576983,75.3,5225
San Mateo County,CA,2021-08-04,45941,968,582157,75.9,5174
San Mateo County,CA,2021-08-11,46972,1031,587805,76.7,5648
San Mateo County,CA,2021-08-18,48026,1054,592624,77.3,4819
San Mateo County,CA,2021-08-25,49047,1021,596365,77.8,3741
San Mateo County,CA,2021-09-01,50379,1332,601286,78.4,4921
San Mateo County,CA,2021-09-08,51075,696,603907,78.8,2621
San Mateo County,CA,2021-09-15,51821,746,606801,79.2,2894
San Mateo County,CA,2021-09-22,52423,602,610059,79.6,3258
San Mateo County,CA,2021-09-29,52971,548,612943,80,2884
San Mateo County,CA,2021-10-06,53409,438,616412,80.4,3469
San Mateo County,CA,2021-10-13,53749,340,619621,80.8,3209
San Mateo County,CA,2021-10-20,54079,330,622348,81.2,2727
San Mateo County,CA,2021-10-27,54505,426,625620,81.6,3272
San Mateo County,CA,2021-11-03,54934,429,628755,82,3135
San Mateo County,CA,2021-11-10,55334,400,635454,82.9,6699
San Mateo County,CA,2021-11-17,55734,400,646822,84.4,11368
San Mateo County,CA,2021-11-24,56118,384,656963,85.7,10141
San Mateo County,CA,2021-12-01,56468,350,664007,86.6,7044
San Mateo County,CA,2021-12-08,57076,608,670905,87.5,6898
San Mateo County,CA,2021-12-15,57588,512,678567,88.5,7662
San Mateo County,CA,2021-12-22,58663,1075,685886,89.5,7319
San Mateo County,CA,2021-12-29,62274,3611,691047,90.1,5161
Santa Cruz County,CA,2021-01-06,10210,1345,0,0,0
Santa Cruz County,CA,2021-01-13,11833,1623,5646,2.1,5646
Santa Cruz County,CA,2021-01-20,13054,1221,8988,3.3,3342
Santa Cruz County,CA,2021-01-27,13742,688,16772,6.1,7784
Santa Cruz County,CA,2021-02-03,14304,562,24049,8.8,7277
Santa Cruz County,CA,2021-02-10,14726,422,34458,12.6,10409
Santa Cruz County,CA,2021-02-17,15045,319,44546,16.3,10088
Santa Cruz County,CA,2021-02-24,15231,186,51831,19,7285
Santa Cruz County,CA,2021-03-03,15416,185,58697,21.5,6866
Santa Cruz County,CA,2021-03-10,15572,156,63524,23.3,4827
Santa Cruz County,CA,2021-03-17,15743,171,73328,26.8,9804
Santa Cruz County,CA,2021-03-24,15924,181,83834,30.7,10506
Santa Cruz County,CA,2021-03-31,16028,104,95215,34.9,11381
Santa Cruz County,CA,2021-04-07,16075,47,106556,39,11341
Santa Cruz County,CA,2021-04-14,16273,198,119277,43.7,12721
Santa Cruz County,CA,2021-04-21,16472,199,134852,49.4,15575
Santa Cruz County,CA,2021-04-28,16733,261,144297,52.8,9445
Santa Cruz County,CA,2021-05-05,16836,103,151226,55.4,6929
Santa Cruz County,CA,2021-05-12,16945,109,156963,57.5,5737
Santa Cruz County,CA,2021-05-19,16951,6,162418,59.4,5455
Santa Cruz County,CA,2021-05-26,16961,10,169100,61.9,6682
Santa Cruz County,CA,2021-06-02,16975,14,172633,63.2,3533
Santa Cruz County,CA,2021-06-09,16993,18,175544,64.3,2911
Santa Cruz County,CA,2021-06-16,17013,20,178325,65.3,2781
Santa Cruz County,CA,2021-06-23,17052,39,180434,66,2109
Santa Cruz County,CA,2021-06-30,17085,33,183007,67,2573
Santa Cruz County,CA,2021-07-07,17111,26,184575,67.6,1568
Santa Cruz County,CA,2021-07-14,17155,44,186735,68.3,2160
Santa Cruz County,CA,2021-07-21,17242,87,188346,68.9,1611
Santa Cruz County,CA,2021-07-28,17370,128,190372,69.7,2026
Santa Cruz County,CA,2021-08-04,17643,273,192298,70.4,1926
Santa Cruz County,CA,2021-08-11,18031,388,194714,71.3,2416
Santa Cruz County,CA,2021-08-18,18446,415,199063,72.9,4349
Santa Cruz County,CA,2021-08-25,18874,428,201178,73.6,2115
Santa Cruz County,CA,2021-09-01,19389,515,203485,74.5,2307
Santa Cruz County,CA,2021-09-08,19656,267,204530,74.9,1045
Santa Cruz County,CA,2021-09-15,19957,301,205685,75.3,1155
Santa Cruz County,CA,2021-09-22,20136,179,206929,75.7,1244
Santa Cruz County,CA,2021-09-29,20325,189,208021,76.1,1092
Santa Cruz County,CA,2021-10-06,20593,268,209160,76.6,1139
Santa Cruz County,CA,2021-10-13,20774,181,210227,76.9,1067
Santa Cruz County,CA,2021-10-20,20918,144,211253,77.3,1026
Santa Cruz County,CA,2021-10-27,21096,178,212318,77.7,1065
Santa Cruz County,CA,2021-11-03,21302,206,213458,78.1,1140
Santa Cruz County,CA,2021-11-10,21504,202,214740,78.6,1282
Santa Cruz County,CA,2021-11-17,21733,229,216868,79.4,2128
Santa Cruz County,CA,2021-11-24,21987,254,220155,80.6,3287
Santa Cruz County,CA,2021-12-01,22234,247,221670,81.1,1515
Santa Cruz County,CA,2021-12-08,22569,335,224348,82.1,2678
Santa Cruz County,CA,2021-12-15,22823,254,226960,83.1,2612
Santa Cruz County,CA,2021-12-22,23141,318,228764,83.7,1804
Santa Cruz County,CA,2021-12-29,23694,553,230166,84.2,1402
Solano County,CA,2021-01-06,21100,2482,0,0,0
Solano County,CA,2021-01-13,23424,2324,11784,2.6,11784
Solano County,CA,2021-01-20,25811,2387,17908,4,6124
Solano County,CA,2021-01-27,27167,1356,27527,6.1,9619
Solano County,CA,2021-02-03,28292,1125,33721,7.5,6194
Solano County,CA,2021-02-10,29107,815,42057,9.4,8336
Solano County,CA,2021-02-17,29595,488,51156,11.4,9099
Solano County,CA,2021-02-24,29901,306,58872,13.2,7716
Solano County,CA,2021-03-03,30198,297,66748,14.9,7876
Solano County,CA,2021-03-10,30470,272,73953,16.5,7205
Solano County,CA,2021-03-17,30689,219,91942,20.5,17989
Solano County,CA,2021-03-24,30931,242,111901,25,19959
Solano County,CA,2021-03-31,31218,287,128545,28.7,16644
Solano County,CA,2021-04-07,31509,291,143220,32,14675
Solano County,CA,2021-04-14,31784,275,158057,35.3,14837
Solano County,CA,2021-04-21,32146,362,176122,39.3,18065
Solano County,CA,2021-04-28,32462,316,187985,42,11863
Solano County,CA,2021-05-05,32744,282,204653,45.7,16668
Solano County,CA,2021-05-12,33044,300,212755,47.5,8102
Solano County,CA,2021-05-19,33198,154,219609,49.1,6854
Solano County,CA,2021-05-26,33375,177,228900,51.1,9291
Solano County,CA,2021-06-02,33535,160,233864,52.2,4964
Solano County,CA,2021-06-09,33694,159,241182,53.9,7318
Solano County,CA,2021-06-16,33832,138,245681,54.9,4499
Solano County,CA,2021-06-23,33970,138,250133,55.9,4452
Solano County,CA,2021-06-30,34020,50,256450,57.3,6317
Solano County,CA,2021-07-07,34212,192,260221,58.1,3771
Solano County,CA,2021-07-14,34552,340,263234,58.8,3013
Solano County,CA,2021-07-21,35014,462,266161,59.5,2927
Solano County,CA,2021-07-28,35813,799,269568,60.2,3407
Solano County,CA,2021-08-04,36742,929,273531,61.1,3963
Solano County,CA,2021-08-11,37606,864,278190,62.1,4659
Solano County,CA,2021-08-18,38579,973,282485,63.1,4295
Solano County,CA,2021-08-25,39716,1137,285695,63.8,3210
Solano County,CA,2021-09-01,42104,2388,290472,64.9,4777
Solano County,CA,2021-09-08,42930,826,293657,65.6,3185
Solano County,CA,2021-09-15,43697,767,296958,66.3,3301
Solano County,CA,2021-09-22,44351,654,300516,67.1,3558
Solano County,CA,2021-09-29,44798,447,302800,67.6,2284
Solano County,CA,2021-10-06,45320,522,305222,68.2,2422
Solano County,CA,2021-10-13,45699,379,307398,68.7,2176
Solano County,CA,2021-10-20,45985,286,309532,69.1,2134
Solano County,CA,2021-10-27,46265,280,312714,69.9,3182
Solano County,CA,2021-11-03,46616,351,314639,70.3,1925
Solano County,CA,2021-11-10,46896,280,317174,70.9,2535
Solano County,CA,2021-11-17,47187,291,321422,71.8,4248
Solano County,CA,2021-11-24,47459,272,323969,72.4,2547
Solano County,CA,2021-12-01,47744,285,325953,72.8,1984
Solano County,CA,2021-12-08,48135,391,328429,73.4,2476
Solano County,CA,2021-12-15,48410,275,331216,74,2787
Solano County,CA,2021-12-22,48859,449,333681,74.5,2465
Solano County,CA,2021-12-29,49850,991,335547,75,1866
Trinity County,CA,2021-01-06,303,8,0,0,0
Trinity County,CA,2021-01-13,317,14,0,0,0
Trinity County,CA,2021-01-20,320,3,0,0,0
Trinity County,CA,2021-01-27,320,0,0,0,0
Trinity County,CA,2021-02-03,320,0,0,0,0
Trinity County,CA,2021-02-10,330,10,0,0,0
Trinity County,CA,2021-02-17,340,10,0,0,0
Trinity County,CA,2021-02-24,363,23,0,0,0
Trinity County,CA,2021-03-03,375,12,0,0,0
Trinity County,CA,2021-03-10,378,3,0,0,0
Trinity County,CA,2021-03-17,385,7,0,0,0
Trinity County,CA,2021-03-24,388,3,0,0,0
Trinity County,CA,2021-03-31,395,7,0,0,0
Trinity County,CA,2021-04-07,400,5,0,0,0
Trinity County,CA,2021-04-14,405,5,0,0,0
Trinity County,CA,2021-04-21,406,1,0,0,0
Trinity County,CA,2021-04-28,406,0,0,0,0
Trinity County,CA,2021-05-05,407,1,0,0,0
Trinity County,CA,2021-05-12,410,3,0,0,0
Trinity County,CA,2021-05-19,414,4,0,0,0
Trinity County,CA,2021-05-26,416,2,0,0,0
Trinity County,CA,2021-06-02,417,1,0,0,0
Trinity County,CA,2021-06-09,420,3,0,0,0
Trinity County,CA,2021-06-16,423,3,0,0,0
Trinity County,CA,2021-06-23,429,6,0,0,0
Trinity County,CA,2021-06-30,434,5,0,0,0
Trinity County,CA,2021-07-07,435,1,0,0,0
Trinity County,CA,2021-07-14,440,5,0,0,0
Trinity County,CA,2021-07-21,446,6,0,0,0
Trinity County,CA,2021-07-28,459,13,0,0,0
Trinity County,CA,2021-08-04,473,14,0,0,0
Trinity County,CA,2021-08-11,506,33,0,0,0
Trinity County,CA,2021-08-18,531,25,0,0,0
Trinity County,CA,2021-08-25,587,56,0,0,0
Trinity County,CA,2021-09-01,641,54,0,0,0
Trinity County,CA,2021-09-08,691,50,0,0,0
Trinity County,CA,2021-09-15,722,31,0,0,0
Trinity County,CA,2021-09-22,764,42,0,0,0
Trinity County,CA,2021-09-29,809,45,0,0,0
Trinity County,CA,2021-10-06,854,45,0,0,0
Trinity County,CA,2021-10-13,877,23,0,0,0
Trinity County,CA,2021-10-20,894,17,0,0,0
Trinity County,CA,2021-10-27,913,19,0,0,0
Trinity County,CA,2021-11-03,939,26,0,0,0
Trinity County,CA,2021-11-10,958,19,0,0,0
Trinity County,CA,2021-11-17,980,22,0,0,0
Trinity County,CA,2021-11-24,1010,30,0,0,0
Trinity County,CA,2021-12-01,1020,10,0,0,0
Trinity County,CA,2021-12-08,1040,20,0,0,0
Trinity County,CA,2021-12-15,1043,3,0,0,0
Trinity County,CA,2021-12-22,1048,5,0,0,0
Trinity County,CA,2021-12-29,1054,6,0,0,0
Tulare County,CA,2021-01-06,40188,3725,0,0,0
Tulare County,CA,2021-01-13,44161,3973,5071,1.1,5071
Tulare County,CA,2021-01-20,47641,3480,8098,1.7,3027
Tulare County,CA,2021-01-27,50074,2433,18020,3.9,9922
Tulare County,CA,2021-02-03,51861,1787,24456,5.2,6436
Tulare County,CA,2021-02-10,53250,1389,27155,5.8,2699
Tulare County,CA,2021-02-17,54275,1025,32966,7.1,5811
Tulare County,CA,2021-02-24,54993,718,38295,8.2,5329
Tulare County,CA,2021-03-03,55593,600,51275,11,12980
Tulare County,CA,2021-03-10,56087,494,62150,13.3,10875
Tulare County,CA,2021-03-17,56448,361,78065,16.7,15915
Tulare County,CA,2021-03-24,56754,306,93873,20.1,15808
Tulare County,CA,2021-03-31,56984,230,106861,22.9,12988
Tulare County,CA,2021-04-07,57167,183,116917,25.1,10056
Tulare County,CA,2021-04-14,57361,194,126404,27.1,9487
Tulare County,CA,2021-04-21,57533,172,139651,30,13247
Tulare County,CA,2021-04-28,57698,165,146043,31.3,6392
Tulare County,CA,2021-05-05,57887,189,150710,32.3,4667
Tulare County,CA,2021-05-12,58061,174,155382,33.3,4672
Tulare County,CA,2021-05-19,58279,218,159938,34.3,4556
Tulare County,CA,2021-05-26,58491,212,165900,35.6,5962
Tulare County,CA,2021-06-02,58633,142,169425,36.3,3525
Tulare County,CA,2021-06-09,58718,85,172013,36.9,2588
Tulare County,CA,2021-06-16,58817,99,175111,37.6,3098
Tulare County,CA,2021-06-23,58995,178,178064,38.2,2953
Tulare County,CA,2021-06-30,59066,71,181894,39,3830
Tulare County,CA,2021-07-07,59184,118,184431,39.6,2537
Tulare County,CA,2021-07-14,59321,137,187401,40.2,2970
Tulare County,CA,2021-07-21,59587,266,190239,40.8,2838
Tulare County,CA,2021-07-28,60048,461,193681,41.5,3442
Tulare County,CA,2021-08-04,60799,751,197698,42.4,4017
Tulare County,CA,2021-08-11,61818,1019,202525,43.4,4827
Tulare County,CA,2021-08-18,63190,1372,207251,44.5,4726
Tulare County,CA,2021-08-25,64977,1787,211321,45.3,4070
Tulare County,CA,2021-09-01,67300,2323,217615,46.7,6294
Tulare County,CA,2021-09-08,69344,2044,220738,47.3,3123
Tulare County,CA,2021-09-15,71489,2145,224554,48.2,3816
Tulare County,CA,2021-09-22,73579,2090,228333,49,3779
Tulare County,CA,2021-09-29,75315,1736,231287,49.6,2954
Tulare County,CA,2021-10-06,76873,1558,234313,50.3,3026
Tulare County,CA,2021-10-13,78317,1444,237292,50.9,2979
Tulare County,CA,2021-10-20,79721,1404,239867,51.5,2575
Tulare County,CA,2021-10-27,81379,1658,242501,52,2634
Tulare County,CA,2021-11-03,82813,1434,244986,52.6,2485
Tulare County,CA,2021-11-10,83895,1082,247481,53.1,2495
Tulare County,CA,2021-11-17,84756,861,251531,54,4050
Tulare County,CA,2021-11-24,85485,729,255033,54.7,3502
Tulare County,CA,2021-12-01,86223,738,257068,55.1,2035
Tulare County,CA,2021-12-08,87020,797,260331,55.8,3263
Tulare County,CA,2021-12-15,87598,578,263382,56.5,3051
Tulare County,CA,2021-12-22,88216,618,266048,57.1,2666
Tulare County,CA,2021-12-29,89150,934,268017,57.5,1969
Unallocated California,CA,2021-01-06,0,0,NA,NA,NA
Unallocated California,CA,2021-01-13,0,0,NA,NA,NA
Unallocated California,CA,2021-01-20,0,0,NA,NA,NA
Unallocated California,CA,2021-01-27,0,0,NA,NA,NA
Unallocated California,CA,2021-02-03,0,0,NA,NA,NA
Unallocated California,CA,2021-02-10,0,0,NA,NA,NA
Unallocated California,CA,2021-02-17,0,0,NA,NA,NA
Unallocated California,CA,2021-02-24,0,0,NA,NA,NA
Unallocated California,CA,2021-03-03,0,0,NA,NA,NA
Unallocated California,CA,2021-03-10,0,0,NA,NA,NA
Unallocated California,CA,2021-03-17,0,0,NA,NA,NA
Unallocated California,CA,2021-03-24,0,0,NA,NA,NA
Unallocated California,CA,2021-03-31,0,0,NA,NA,NA
Unallocated California,CA,2021-04-07,59,59,NA,NA,NA
Unallocated California,CA,2021-04-14,66,7,NA,NA,NA
Unallocated California,CA,2021-04-21,47,-19,NA,NA,NA
Unallocated California,CA,2021-04-28,53,6,NA,NA,NA
Unallocated California,CA,2021-05-05,44,-9,NA,NA,NA
Unallocated California,CA,2021-05-12,37,-7,NA,NA,NA
Unallocated California,CA,2021-05-19,29,-8,NA,NA,NA
Unallocated California,CA,2021-05-26,30,1,NA,NA,NA
Unallocated California,CA,2021-06-02,34,4,NA,NA,NA
Unallocated California,CA,2021-06-09,38,4,NA,NA,NA
Unallocated California,CA,2021-06-16,33,-5,NA,NA,NA
Unallocated California,CA,2021-06-23,34,1,NA,NA,NA
Unallocated California,CA,2021-06-30,35,1,NA,NA,NA
Unallocated California,CA,2021-07-07,37,2,NA,NA,NA
Unallocated California,CA,2021-07-14,26,-11,NA,NA,NA
Unallocated California,CA,2021-07-21,25,-1,NA,NA,NA
Unallocated California,CA,2021-07-28,53,28,NA,NA,NA
Unallocated California,CA,2021-08-04,81,28,NA,NA,NA
Unallocated California,CA,2021-08-11,80,-1,NA,NA,NA
Unallocated California,CA,2021-08-18,73,-7,NA,NA,NA
Unallocated California,CA,2021-08-25,258,185,NA,NA,NA
Unallocated California,CA,2021-09-01,223,-35,NA,NA,NA
Unallocated California,CA,2021-09-08,203,-20,NA,NA,NA
Unallocated California,CA,2021-09-15,103,-100,NA,NA,NA
Unallocated California,CA,2021-09-22,114,11,NA,NA,NA
Unallocated California,CA,2021-09-29,95,-19,NA,NA,NA
Unallocated California,CA,2021-10-06,108,13,NA,NA,NA
Unallocated California,CA,2021-10-13,102,-6,NA,NA,NA
Unallocated California,CA,2021-10-20,226,124,NA,NA,NA
Unallocated California,CA,2021-10-27,175,-51,NA,NA,NA
Unallocated California,CA,2021-11-03,164,-11,NA,NA,NA
Unallocated California,CA,2021-11-10,98,-66,NA,NA,NA
Unallocated California,CA,2021-11-17,113,15,NA,NA,NA
Unallocated California,CA,2021-11-24,243,130,NA,NA,NA
Unallocated California,CA,2021-12-01,81,-162,NA,NA,NA
Unallocated California,CA,2021-12-08,84,3,NA,NA,NA
Unallocated California,CA,2021-12-15,295,211,NA,NA,NA
Unallocated California,CA,2021-12-22,327,32,NA,NA,NA
Unallocated California,CA,2021-12-29,17712,17385,NA,NA,NA
Calaveras County,CA,2021-01-06,1298,185,0,0,0
Calaveras County,CA,2021-01-13,1482,184,0,0,0
Calaveras County,CA,2021-01-20,1629,147,1108,2.4,1108
Calaveras County,CA,2021-01-27,1733,104,1867,4.1,759
Calaveras County,CA,2021-02-03,1797,64,3394,7.4,1527
Calaveras County,CA,2021-02-10,1859,62,4397,9.6,1003
Calaveras County,CA,2021-02-17,1868,9,6345,13.8,1948
Calaveras County,CA,2021-02-24,1875,7,7674,16.7,1329
Calaveras County,CA,2021-03-03,1902,27,8829,19.2,1155
Calaveras County,CA,2021-03-10,1925,23,9819,21.4,990
