county,state,date,cumulative_cases,New.cases
Sacramento County,CA,2021-01-20,82166,4075
Sacramento County,CA,2021-01-27,86123,3957
Sacramento County,CA,2021-02-03,88231,2108
Sacramento County,CA,2021-02-10,90553,2322
Sacramento County,CA,2021-02-17,92445,1892
Sacramento County,CA,2021-02-24,93880,1435
Sacramento County,CA,2021-03-03,94981,1101
Sacramento County,CA,2021-03-10,96053,1072
Sacramento County,CA,2021-03-17,96890,837
Sacramento County,CA,2021-03-24,97927,1037
Sacramento County,CA,2021-03-31,99166,1239
Sacramento County,CA,2021-04-07,100615,1449
Sacramento County,CA,2021-04-14,102106,1491
Sacramento County,CA,2021-04-21,103249,1143
Sacramento County,CA,2021-04-28,104272,1023
Sacramento County,CA,2021-05-05,105107,835
Sacramento County,CA,2021-05-12,106253,1146
Sacramento County,CA,2021-05-19,106855,602
Sacramento County,CA,2021-05-26,107616,761
Sacramento County,CA,2021-06-02,108140,524
Sacramento County,CA,2021-06-09,108729,589
Sacramento County,CA,2021-06-16,109216,487
Sacramento County,CA,2021-06-23,109667,451
Sacramento County,CA,2021-06-30,109959,292
Sacramento County,CA,2021-07-07,110775,816
Sacramento County,CA,2021-07-14,111989,1214
Sacramento County,CA,2021-07-21,113951,1962
Sacramento County,CA,2021-07-28,116658,2707
Sacramento County,CA,2021-08-04,119929,3271
Sacramento County,CA,2021-08-11,123620,3691
Sacramento County,CA,2021-08-18,127838,4218
Sacramento County,CA,2021-08-25,132488,4650
Sacramento County,CA,2021-09-01,141081,8593
Sacramento County,CA,2021-09-08,145802,4721
Sacramento County,CA,2021-09-15,148724,2922
Sacramento County,CA,2021-09-22,151262,2538
Sacramento County,CA,2021-09-29,153327,2065
Sacramento County,CA,2021-10-06,155260,1933
Sacramento County,CA,2021-10-13,157245,1985
Sacramento County,CA,2021-10-20,159014,1769
Sacramento County,CA,2021-10-27,161230,2216
Sacramento County,CA,2021-11-03,162808,1578
Sacramento County,CA,2021-11-10,164656,1848
Sacramento County,CA,2021-11-17,165990,1334
Sacramento County,CA,2021-11-24,167279,1289
Sacramento County,CA,2021-12-01,168454,1175
Sacramento County,CA,2021-12-08,170298,1844
Sacramento County,CA,2021-12-15,171881,1583
Sacramento County,CA,2021-12-22,173877,1996
Sacramento County,CA,2021-12-29,177386,3509
San Joaquin County,CA,2021-01-06,50957,4583
San Joaquin County,CA,2021-01-13,55857,4900
San Joaquin County,CA,2021-01-20,60035,4178
San Joaquin County,CA,2021-01-27,62375,2340
San Joaquin County,CA,2021-02-03,64293,1918
San Joaquin County,CA,2021-02-10,66002,1709
San Joaquin County,CA,2021-02-17,67177,1175
San Joaquin County,CA,2021-02-24,67929,752
San Joaquin County,CA,2021-03-03,68606,677
San Joaquin County,CA,2021-03-10,69298,692
San Joaquin County,CA,2021-03-17,69867,569
San Joaquin County,CA,2021-03-24,71012,1145
San Joaquin County,CA,2021-03-31,71836,824
San Joaquin County,CA,2021-04-07,72625,789
San Joaquin County,CA,2021-04-14,73407,782
San Joaquin County,CA,2021-04-21,74019,612
San Joaquin County,CA,2021-04-28,74583,564
San Joaquin County,CA,2021-05-05,75095,512
San Joaquin County,CA,2021-05-12,75550,455
San Joaquin County,CA,2021-05-19,75861,311
San Joaquin County,CA,2021-05-26,76228,367
San Joaquin County,CA,2021-06-02,76479,251
San Joaquin County,CA,2021-06-09,76835,356
San Joaquin County,CA,2021-06-16,77156,321
San Joaquin County,CA,2021-06-23,77415,259
San Joaquin County,CA,2021-06-30,77429,14
San Joaquin County,CA,2021-07-07,77756,327
San Joaquin County,CA,2021-07-14,78318,562
San Joaquin County,CA,2021-07-21,79063,745
San Joaquin County,CA,2021-07-28,80118,1055
San Joaquin County,CA,2021-08-04,81697,1579
San Joaquin County,CA,2021-08-11,83584,1887
San Joaquin County,CA,2021-08-18,85660,2076
San Joaquin County,CA,2021-08-25,88257,2597
San Joaquin County,CA,2021-09-01,92083,3826
San Joaquin County,CA,2021-09-08,94311,2228
San Joaquin County,CA,2021-09-15,96067,1756
San Joaquin County,CA,2021-09-22,97847,1780
San Joaquin County,CA,2021-09-29,99354,1507
San Joaquin County,CA,2021-10-06,100518,1164
San Joaquin County,CA,2021-10-13,101565,1047
San Joaquin County,CA,2021-10-20,102481,916
San Joaquin County,CA,2021-10-27,103466,985
San Joaquin County,CA,2021-11-03,104565,1099
San Joaquin County,CA,2021-11-10,105389,824
San Joaquin County,CA,2021-11-17,106244,855
San Joaquin County,CA,2021-11-24,107032,788
San Joaquin County,CA,2021-12-01,107681,649
San Joaquin County,CA,2021-12-08,108535,854
San Joaquin County,CA,2021-12-15,109281,746
San Joaquin County,CA,2021-12-22,110108,827
San Joaquin County,CA,2021-12-29,111630,1522
San Mateo County,CA,2021-01-06,26643,2759
San Mateo County,CA,2021-01-13,29949,3306
San Mateo County,CA,2021-01-20,33007,3058
San Mateo County,CA,2021-01-27,34770,1763
San Mateo County,CA,2021-02-03,36370,1600
San Mateo County,CA,2021-02-10,37613,1243
San Mateo County,CA,2021-02-17,38434,821
San Mateo County,CA,2021-02-24,39072,638
San Mateo County,CA,2021-03-03,39561,489
San Mateo County,CA,2021-03-10,39956,395
San Mateo County,CA,2021-03-17,40233,277
San Mateo County,CA,2021-03-24,40465,232
San Mateo County,CA,2021-03-31,40812,347
San Mateo County,CA,2021-04-07,41088,276
San Mateo County,CA,2021-04-14,41401,313
San Mateo County,CA,2021-04-21,41704,303
San Mateo County,CA,2021-04-28,41933,229
San Mateo County,CA,2021-05-05,42175,242
San Mateo County,CA,2021-05-12,42454,279
San Mateo County,CA,2021-05-19,42572,118
San Mateo County,CA,2021-05-26,42745,173
San Mateo County,CA,2021-06-02,42867,122
San Mateo County,CA,2021-06-09,42968,101
San Mateo County,CA,2021-06-16,43037,69
San Mateo County,CA,2021-06-23,43037,0
San Mateo County,CA,2021-06-30,43037,0
San Mateo County,CA,2021-07-07,43400,363
San Mateo County,CA,2021-07-14,43709,309
San Mateo County,CA,2021-07-21,44226,517
San Mateo County,CA,2021-07-28,44973,747
San Mateo County,CA,2021-08-04,45941,968
San Mateo County,CA,2021-08-11,46972,1031
San Mateo County,CA,2021-08-18,48026,1054
San Mateo County,CA,2021-08-25,49047,1021
San Mateo County,CA,2021-09-01,50379,1332
San Mateo County,CA,2021-09-08,51075,696
San Mateo County,CA,2021-09-15,51821,746
San Mateo County,CA,2021-09-22,52423,602
San Mateo County,CA,2021-09-29,52971,548
San Mateo County,CA,2021-10-06,53409,438
San Mateo County,CA,2021-10-13,53749,340
San Mateo County,CA,2021-10-20,54079,330
San Mateo County,CA,2021-10-27,54505,426
San Mateo County,CA,2021-11-03,54934,429
San Mateo County,CA,2021-11-10,55334,400
San Mateo County,CA,2021-11-17,55734,400
San Mateo County,CA,2021-11-24,56118,384
San Mateo County,CA,2021-12-01,56468,350
San Mateo County,CA,2021-12-08,57076,608
San Mateo County,CA,2021-12-15,57588,512
San Mateo County,CA,2021-12-22,58663,1075
San Mateo County,CA,2021-12-29,62274,3611
Santa Cruz County,CA,2021-01-06,10210,1345
Santa Cruz County,CA,2021-01-13,11833,1623
Santa Cruz County,CA,2021-01-20,13054,1221
Santa Cruz County,CA,2021-01-27,13742,688
Santa Cruz County,CA,2021-02-03,14304,562
Santa Cruz County,CA,2021-02-10,14726,422
Santa Cruz County,CA,2021-02-17,15045,319
Santa Cruz County,CA,2021-02-24,15231,186
Santa Cruz County,CA,2021-03-03,15416,185
Santa Cruz County,CA,2021-03-10,15572,156
Santa Cruz County,CA,2021-03-17,15743,171
Santa Cruz County,CA,2021-03-24,15924,181
Santa Cruz County,CA,2021-03-31,16028,104
Santa Cruz County,CA,2021-04-07,16075,47
Santa Cruz County,CA,2021-04-14,16273,198
Santa Cruz County,CA,2021-04-21,16472,199
Santa Cruz County,CA,2021-04-28,16733,261
Santa Cruz County,CA,2021-05-05,16836,103
Santa Cruz County,CA,2021-05-12,16945,109
Santa Cruz County,CA,2021-05-19,16951,6
Santa Cruz County,CA,2021-05-26,16961,10
Santa Cruz County,CA,2021-06-02,16975,14
Santa Cruz County,CA,2021-06-09,16993,18
Santa Cruz County,CA,2021-06-16,17013,20
Santa Cruz County,CA,2021-06-23,17052,39
Santa Cruz County,CA,2021-06-30,17085,33
Santa Cruz County,CA,2021-07-07,17111,26
Santa Cruz County,CA,2021-07-14,17155,44
Santa Cruz County,CA,2021-07-21,17242,87
Santa Cruz County,CA,2021-07-28,17370,128
Santa Cruz County,CA,2021-08-04,17643,273
Santa Cruz County,CA,2021-08-11,18031,388
Santa Cruz County,CA,2021-08-18,18446,415
Santa Cruz County,CA,2021-08-25,18874,428
Santa Cruz County,CA,2021-09-01,19389,515
Santa Cruz County,CA,2021-09-08,19656,267
Santa Cruz County,CA,2021-09-15,19957,301
Santa Cruz County,CA,2021-09-22,20136,179
Santa Cruz County,CA,2021-09-29,20325,189
Santa Cruz County,CA,2021-10-06,20593,268
Santa Cruz County,CA,2021-10-13,20774,181
Santa Cruz County,CA,2021-10-20,20918,144
Santa Cruz County,CA,2021-10-27,21096,178
Santa Cruz County,CA,2021-11-03,21302,206
Santa Cruz County,CA,2021-11-10,21504,202
Santa Cruz County,CA,2021-11-17,21733,229
Santa Cruz County,CA,2021-11-24,21987,254
Santa Cruz County,CA,2021-12-01,22234,247
Santa Cruz County,CA,2021-12-08,22569,335
Santa Cruz County,CA,2021-12-15,22823,254
Santa Cruz County,CA,2021-12-22,23141,318
Santa Cruz County,CA,2021-12-29,23694,553
Solano County,CA,2021-01-06,21100,2482
Solano County,CA,2021-01-13,23424,2324
Solano County,CA,2021-01-20,25811,2387
Solano County,CA,2021-01-27,27167,1356
Solano County,CA,2021-02-03,28292,1125
Solano County,CA,2021-02-10,29107,815
Solano County,CA,2021-02-17,29595,488
Solano County,CA,2021-02-24,29901,306
Solano County,CA,2021-03-03,30198,297
Solano County,CA,2021-03-10,30470,272
Solano County,CA,2021-03-17,30689,219
Solano County,CA,2021-03-24,30931,242
Solano County,CA,2021-03-31,31218,287
Solano County,CA,2021-04-07,31509,291
Solano County,CA,2021-04-14,31784,275
Solano County,CA,2021-04-21,32146,362
Solano County,CA,2021-04-28,32462,316
Solano County,CA,2021-05-05,32744,282
Solano County,CA,2021-05-12,33044,300
Solano County,CA,2021-05-19,33198,154
Solano County,CA,2021-05-26,33375,177
Solano County,CA,2021-06-02,33535,160
Solano County,CA,2021-06-09,33694,159
Solano County,CA,2021-06-16,33832,138
Solano County,CA,2021-06-23,33970,138
Solano County,CA,2021-06-30,34020,50
Solano County,CA,2021-07-07,34212,192
Solano County,CA,2021-07-14,34552,340
Solano County,CA,2021-07-21,35014,462
Solano County,CA,2021-07-28,35813,799
Solano County,CA,2021-08-04,36742,929
Solano County,CA,2021-08-11,37606,864
Solano County,CA,2021-08-18,38579,973
Solano County,CA,2021-08-25,39716,1137
Solano County,CA,2021-09-01,42104,2388
Solano County,CA,2021-09-08,42930,826
Solano County,CA,2021-09-15,43697,767
Solano County,CA,2021-09-22,44351,654
Solano County,CA,2021-09-29,44798,447
Solano County,CA,2021-10-06,45320,522
Solano County,CA,2021-10-13,45699,379
Solano County,CA,2021-10-20,45985,286
Solano County,CA,2021-10-27,46265,280
Solano County,CA,2021-11-03,46616,351
Solano County,CA,2021-11-10,46896,280
Solano County,CA,2021-11-17,47187,291
Solano County,CA,2021-11-24,47459,272
Solano County,CA,2021-12-01,47744,285
Solano County,CA,2021-12-08,48135,391
Solano County,CA,2021-12-15,48410,275
Solano County,CA,2021-12-22,48859,449
Solano County,CA,2021-12-29,49850,991
Trinity County,CA,2021-01-06,303,8
Trinity County,CA,2021-01-13,317,14
Trinity County,CA,2021-01-20,320,3
Trinity County,CA,2021-01-27,320,0
Trinity County,CA,2021-02-03,320,0
Trinity County,CA,2021-02-10,330,10
Trinity County,CA,2021-02-17,340,10
Trinity County,CA,2021-02-24,363,23
Trinity County,CA,2021-03-03,375,12
Trinity County,CA,2021-03-10,378,3
Trinity County,CA,2021-03-17,385,7
Trinity County,CA,2021-03-24,388,3
Trinity County,CA,2021-03-31,395,7
Trinity County,CA,2021-04-07,400,5
Trinity County,CA,2021-04-14,405,5
Trinity County,CA,2021-04-21,406,1
Trinity County,CA,2021-04-28,406,0
Trinity County,CA,2021-05-05,407,1
Trinity County,CA,2021-05-12,410,3
Trinity County,CA,2021-05-19,414,4
Trinity County,CA,2021-05-26,416,2
Trinity County,CA,2021-06-02,417,1
Trinity County,CA,2021-06-09,420,3
Trinity County,CA,2021-06-16,423,3
Trinity County,CA,2021-06-23,429,6
Trinity County,CA,2021-06-30,434,5
Trinity County,CA,2021-07-07,435,1
Trinity County,CA,2021-07-14,440,5
Trinity County,CA,2021-07-21,446,6
Trinity County,CA,2021-07-28,459,13
Trinity County,CA,2021-08-04,473,14
Trinity County,CA,2021-08-11,506,33
Trinity County,CA,2021-08-18,531,25
Trinity County,CA,2021-08-25,587,56
Trinity County,CA,2021-09-01,641,54
Trinity County,CA,2021-09-08,691,50
Trinity County,CA,2021-09-15,722,31
Trinity County,CA,2021-09-22,764,42
Trinity County,CA,2021-09-29,809,45
Trinity County,CA,2021-10-06,854,45
Trinity County,CA,2021-10-13,877,23
Trinity County,CA,2021-10-20,894,17
Trinity County,CA,2021-10-27,913,19
Trinity County,CA,2021-11-03,939,26
Trinity County,CA,2021-11-10,958,19
Trinity County,CA,2021-11-17,980,22
Trinity County,CA,2021-11-24,1010,30
Trinity County,CA,2021-12-01,1020,10
Trinity County,CA,2021-12-08,1040,20
Trinity County,CA,2021-12-15,1043,3
Trinity County,CA,2021-12-22,1048,5
Trinity County,CA,2021-12-29,1054,6
Tulare County,CA,2021-01-06,40188,3725
Tulare County,CA,2021-01-13,44161,3973
Tulare County,CA,2021-01-20,47641,3480
Tulare County,CA,2021-01-27,50074,2433
Tulare County,CA,2021-02-03,51861,1787
Tulare County,CA,2021-02-10,53250,1389
Tulare County,CA,2021-02-17,54275,1025
Tulare County,CA,2021-02-24,54993,718
Tulare County,CA,2021-03-03,55593,600
Tulare County,CA,2021-03-10,56087,494
Tulare County,CA,2021-03-17,56448,361
Tulare County,CA,2021-03-24,56754,306
Tulare County,CA,2021-03-31,56984,230
Tulare County,CA,2021-04-07,57167,183
Tulare County,CA,2021-04-14,57361,194
Tulare County,CA,2021-04-21,57533,172
Tulare County,CA,2021-04-28,57698,165
Tulare County,CA,2021-05-05,57887,189
Tulare County,CA,2021-05-12,58061,174
Tulare County,CA,2021-05-19,58279,218
Tulare County,CA,2021-05-26,58491,212
Tulare County,CA,2021-06-02,58633,142
Tulare County,CA,2021-06-09,58718,85
Tulare County,CA,2021-06-16,58817,99
Tulare County,CA,2021-06-23,58995,178
Tulare County,CA,2021-06-30,59066,71
Tulare County,CA,2021-07-07,59184,118
Tulare County,CA,2021-07-14,59321,137
Tulare County,CA,2021-07-21,59587,266
Tulare County,CA,2021-07-28,60048,461
Tulare County,CA,2021-08-04,60799,751
Tulare County,CA,2021-08-11,61818,1019
Tulare County,CA,2021-08-18,63190,1372
Tulare County,CA,2021-08-25,64977,1787
Tulare County,CA,2021-09-01,67300,2323
Tulare County,CA,2021-09-08,69344,2044
Tulare County,CA,2021-09-15,71489,2145
Tulare County,CA,2021-09-22,73579,2090
Tulare County,CA,2021-09-29,75315,1736
Tulare County,CA,2021-10-06,76873,1558
Tulare County,CA,2021-10-13,78317,1444
Tulare County,CA,2021-10-20,79721,1404
Tulare County,CA,2021-10-27,81379,1658
Tulare County,CA,2021-11-03,82813,1434
Tulare County,CA,2021-11-10,83895,1082
Tulare County,CA,2021-11-17,84756,861
Tulare County,CA,2021-11-24,85485,729
Tulare County,CA,2021-12-01,86223,738
Tulare County,CA,2021-12-08,87020,797
Tulare County,CA,2021-12-15,87598,578
Tulare County,CA,2021-12-22,88216,618
Tulare County,CA,2021-12-29,89150,934
Unallocated California,CA,2021-01-06,0,0
Unallocated California,CA,2021-01-13,0,0
Unallocated California,CA,2021-01-20,0,0
Unallocated California,CA,2021-01-27,0,0
Unallocated California,CA,2021-02-03,0,0
Unallocated California,CA,2021-02-10,0,0
Unallocated California,CA,2021-02-17,0,0
Unallocated California,CA,2021-02-24,0,0
Unallocated California,CA,2021-03-03,0,0
Unallocated California,CA,2021-03-10,0,0
Unallocated California,CA,2021-03-17,0,0
Unallocated California,CA,2021-03-24,0,0
Unallocated California,CA,2021-03-31,0,0
Unallocated California,CA,2021-04-07,59,59
Unallocated California,CA,2021-04-14,66,7
Unallocated California,CA,2021-04-21,47,-19
Unallocated California,CA,2021-04-28,53,6
Unallocated California,CA,2021-05-05,44,-9
Unallocated California,CA,2021-05-12,37,-7
Unallocated California,CA,2021-05-19,29,-8
Unallocated California,CA,2021-05-26,30,1
Unallocated California,CA,2021-06-02,34,4
Unallocated California,CA,2021-06-09,38,4
Unallocated California,CA,2021-06-16,33,-5
Unallocated California,CA,2021-06-23,34,1
Unallocated California,CA,2021-06-30,35,1
Unallocated California,CA,2021-07-07,37,2
Unallocated California,CA,2021-07-14,26,-11
Unallocated California,CA,2021-07-21,25,-1
Unallocated California,CA,2021-07-28,53,28
Unallocated California,CA,2021-08-04,81,28
Unallocated California,CA,2021-08-11,80,-1
Unallocated California,CA,2021-08-18,73,-7
Unallocated California,CA,2021-08-25,258,185
Unallocated California,CA,2021-09-01,223,-35
Unallocated California,CA,2021-09-08,203,-20
Unallocated California,CA,2021-09-15,103,-100
Unallocated California,CA,2021-09-22,114,11
Unallocated California,CA,2021-09-29,95,-19
Unallocated California,CA,2021-10-06,108,13
Unallocated California,CA,2021-10-13,102,-6
Unallocated California,CA,2021-10-20,226,124
Unallocated California,CA,2021-10-27,175,-51
Unallocated California,CA,2021-11-03,164,-11
Unallocated California,CA,2021-11-10,98,-66
Unallocated California,CA,2021-11-17,113,15
Unallocated California,CA,2021-11-24,243,130
Unallocated California,CA,2021-12-01,81,-162
Unallocated California,CA,2021-12-08,84,3
Unallocated California,CA,2021-12-15,295,211
Unallocated California,CA,2021-12-22,327,32
Unallocated California,CA,2021-12-29,17712,17385
Calaveras County,CA,2021-01-06,1298,185
Calaveras County,CA,2021-01-13,1482,184
Calaveras County,CA,2021-01-20,1629,147
Calaveras County,CA,2021-01-27,1733,104
Calaveras County,CA,2021-02-03,1797,64
Calaveras County,CA,2021-02-10,1859,62
Calaveras County,CA,2021-02-17,1868,9
Calaveras County,CA,2021-02-24,1875,7
Calaveras County,CA,2021-03-03,1902,27
Calaveras County,CA,2021-03-10,1925,23
Calaveras County,CA,2021-03-17,1957,32
Calaveras County,CA,2021-03-24,1983,26
Calaveras County,CA,2021-03-31,2010,27
Calaveras County,CA,2021-04-07,2033,23
Calaveras County,CA,2021-04-14,2048,15
Calaveras County,CA,2021-04-21,2065,17
Calaveras County,CA,2021-04-28,2089,24
Calaveras County,CA,2021-05-05,2114,25
Calaveras County,CA,2021-05-12,2132,18
Calaveras County,CA,2021-05-19,2145,13
Calaveras County,CA,2021-05-26,2162,17
Calaveras County,CA,2021-06-02,2187,25
Calaveras County,CA,2021-06-09,2195,8
Calaveras County,CA,2021-06-16,2202,7
Calaveras County,CA,2021-06-23,2212,10
Calaveras County,CA,2021-06-30,2212,0
Calaveras County,CA,2021-07-07,2225,13
Calaveras County,CA,2021-07-14,2246,21
Calaveras County,CA,2021-07-21,2265,19
Calaveras County,CA,2021-07-28,2296,31
Calaveras County,CA,2021-08-04,2372,76
Calaveras County,CA,2021-08-11,2507,135
Calaveras County,CA,2021-08-18,2643,136
Calaveras County,CA,2021-08-25,2831,188
Calaveras County,CA,2021-09-01,3028,197
Calaveras County,CA,2021-09-08,3161,133
Calaveras County,CA,2021-09-15,3310,149
Calaveras County,CA,2021-09-22,3478,168
Calaveras County,CA,2021-09-29,3573,95
Calaveras County,CA,2021-10-06,3701,128
Calaveras County,CA,2021-10-13,3794,93
Calaveras County,CA,2021-10-20,3874,80
Calaveras County,CA,2021-10-27,4019,145
Calaveras County,CA,2021-11-03,4131,112
Calaveras County,CA,2021-11-10,4235,104
Calaveras County,CA,2021-11-17,4310,75
Calaveras County,CA,2021-11-24,4356,46
Calaveras County,CA,2021-12-01,4423,67
Calaveras County,CA,2021-12-08,4510,87
Calaveras County,CA,2021-12-15,4584,74
Calaveras County,CA,2021-12-22,4643,59
Calaveras County,CA,2021-12-29,4711,68
Del Norte County,CA,2021-01-06,772,46
Del Norte County,CA,2021-01-13,818,46
Del Norte County,CA,2021-01-20,846,28
Del Norte County,CA,2021-01-27,860,14
Del Norte County,CA,2021-02-03,872,12
Del Norte County,CA,2021-02-10,890,18
Del Norte County,CA,2021-02-17,917,27
Del Norte County,CA,2021-02-24,957,40
Del Norte County,CA,2021-03-03,988,31
Del Norte County,CA,2021-03-10,1022,34
Del Norte County,CA,2021-03-17,1053,31
Del Norte County,CA,2021-03-24,1089,36
Del Norte County,CA,2021-03-31,1128,39
Del Norte County,CA,2021-04-07,1208,80
Del Norte County,CA,2021-04-14,1232,24
Del Norte County,CA,2021-04-21,1261,29
Del Norte County,CA,2021-04-28,1277,16
Del Norte County,CA,2021-05-05,1326,49
Del Norte County,CA,2021-05-12,1359,33
Del Norte County,CA,2021-05-19,1383,24
Del Norte County,CA,2021-05-26,1397,14
Del Norte County,CA,2021-06-02,1407,10
Del Norte County,CA,2021-06-09,1416,9
Del Norte County,CA,2021-06-16,1426,10
Del Norte County,CA,2021-06-23,1431,5
Del Norte County,CA,2021-06-30,1450,19
Del Norte County,CA,2021-07-07,1460,10
Del Norte County,CA,2021-07-14,1486,26
Del Norte County,CA,2021-07-21,1505,19
Del Norte County,CA,2021-07-28,1553,48
Del Norte County,CA,2021-08-04,1706,153
Del Norte County,CA,2021-08-11,1887,181
Del Norte County,CA,2021-08-18,2205,318
Del Norte County,CA,2021-08-25,2560,355
Del Norte County,CA,2021-09-01,2849,289
Del Norte County,CA,2021-09-08,3102,253
Del Norte County,CA,2021-09-15,3274,172
Del Norte County,CA,2021-09-22,3409,135
Del Norte County,CA,2021-09-29,3502,93
Del Norte County,CA,2021-10-06,3530,28
Del Norte County,CA,2021-10-13,3564,34
Del Norte County,CA,2021-10-20,3584,20
Del Norte County,CA,2021-10-27,3617,33
Del Norte County,CA,2021-11-03,3651,34
Del Norte County,CA,2021-11-10,3676,25
Del Norte County,CA,2021-11-17,3687,11
Del Norte County,CA,2021-11-24,3718,31
Del Norte County,CA,2021-12-01,3775,57
Del Norte County,CA,2021-12-08,3823,48
Del Norte County,CA,2021-12-15,3845,22
Del Norte County,CA,2021-12-22,3851,6
Del Norte County,CA,2021-12-29,3875,24
Kern County,CA,2021-01-06,74538,6171
Kern County,CA,2021-01-13,82411,7873
Kern County,CA,2021-01-20,87948,5537
Kern County,CA,2021-01-27,92218,4270
Kern County,CA,2021-02-03,95341,3123
Kern County,CA,2021-02-10,97963,2622
Kern County,CA,2021-02-17,99837,1874
Kern County,CA,2021-02-24,101199,1362
Kern County,CA,2021-03-03,102269,1070
Kern County,CA,2021-03-10,103027,758
Kern County,CA,2021-03-17,103570,543
Kern County,CA,2021-03-24,104043,473
Kern County,CA,2021-03-31,104539,496
Kern County,CA,2021-04-07,104905,366
Kern County,CA,2021-04-14,105452,547
Kern County,CA,2021-04-21,105838,386
Kern County,CA,2021-04-28,106158,320
Kern County,CA,2021-05-05,106472,314
Kern County,CA,2021-05-12,106779,307
Kern County,CA,2021-05-19,107070,291
Kern County,CA,2021-05-26,107317,247
Kern County,CA,2021-06-02,107537,220
Kern County,CA,2021-06-09,107782,245
Kern County,CA,2021-06-16,107944,162
Kern County,CA,2021-06-23,108227,283
Kern County,CA,2021-06-30,108516,289
Kern County,CA,2021-07-07,108836,320
Kern County,CA,2021-07-14,109154,318
Kern County,CA,2021-07-21,109783,629
Kern County,CA,2021-07-28,110720,937
Kern County,CA,2021-08-04,112162,1442
Kern County,CA,2021-08-11,114297,2135
Kern County,CA,2021-08-18,116813,2516
Kern County,CA,2021-08-25,120091,3278
Kern County,CA,2021-09-01,123902,3811
Kern County,CA,2021-09-08,127485,3583
Kern County,CA,2021-09-15,131041,3556
Kern County,CA,2021-09-22,134018,2977
Kern County,CA,2021-09-29,136565,2547
Kern County,CA,2021-10-06,139046,2481
Kern County,CA,2021-10-13,141143,2097
Kern County,CA,2021-10-20,143363,2220
Kern County,CA,2021-10-27,146101,2738
Kern County,CA,2021-11-03,148790,2689
Kern County,CA,2021-11-10,150941,2151
Kern County,CA,2021-11-17,152567,1626
Kern County,CA,2021-11-24,154001,1434
Kern County,CA,2021-12-01,155484,1483
Kern County,CA,2021-12-08,156926,1442
Kern County,CA,2021-12-15,158142,1216
Kern County,CA,2021-12-22,159320,1178
Kern County,CA,2021-12-29,161310,1990
Modoc County,CA,2021-01-06,334,25
Modoc County,CA,2021-01-13,358,24
Modoc County,CA,2021-01-20,373,15
Modoc County,CA,2021-01-27,388,15
Modoc County,CA,2021-02-03,413,25
Modoc County,CA,2021-02-10,429,16
Modoc County,CA,2021-02-17,439,10
Modoc County,CA,2021-02-24,443,4
Modoc County,CA,2021-03-03,449,6
Modoc County,CA,2021-03-10,456,7
Modoc County,CA,2021-03-17,461,5
Modoc County,CA,2021-03-24,462,1
Modoc County,CA,2021-03-31,466,4
Modoc County,CA,2021-04-07,471,5
Modoc County,CA,2021-04-14,477,6
Modoc County,CA,2021-04-21,481,4
Modoc County,CA,2021-04-28,482,1
Modoc County,CA,2021-05-05,482,0
Modoc County,CA,2021-05-12,487,5
Modoc County,CA,2021-05-19,490,3
Modoc County,CA,2021-05-26,498,8
Modoc County,CA,2021-06-02,507,9
Modoc County,CA,2021-06-09,516,9
Modoc County,CA,2021-06-16,529,13
Modoc County,CA,2021-06-23,552,23
Modoc County,CA,2021-06-30,559,7
Modoc County,CA,2021-07-07,559,0
Modoc County,CA,2021-07-14,560,1
Modoc County,CA,2021-07-21,562,2
Modoc County,CA,2021-07-28,562,0
Modoc County,CA,2021-08-04,565,3
Modoc County,CA,2021-08-11,571,6
Modoc County,CA,2021-08-18,576,5
Modoc County,CA,2021-08-25,588,12
Modoc County,CA,2021-09-01,594,6
Modoc County,CA,2021-09-08,608,14
Modoc County,CA,2021-09-15,614,6
Modoc County,CA,2021-09-22,624,10
Modoc County,CA,2021-09-29,637,13
Modoc County,CA,2021-10-06,647,10
Modoc County,CA,2021-10-13,665,18
Modoc County,CA,2021-10-20,687,22
Modoc County,CA,2021-10-27,700,13
Modoc County,CA,2021-11-03,715,15
Modoc County,CA,2021-11-10,735,20
Modoc County,CA,2021-11-17,741,6
Modoc County,CA,2021-11-24,754,13
Modoc County,CA,2021-12-01,779,25
Modoc County,CA,2021-12-08,797,18
Modoc County,CA,2021-12-15,800,3
Modoc County,CA,2021-12-22,803,3
Modoc County,CA,2021-12-29,811,8
Monterey County,CA,2021-01-06,30910,3287
Monterey County,CA,2021-01-13,34454,3544
Monterey County,CA,2021-01-20,37099,2645
Monterey County,CA,2021-01-27,39340,2241
Monterey County,CA,2021-02-03,40867,1527
Monterey County,CA,2021-02-10,41883,1016
Monterey County,CA,2021-02-17,42626,743
Monterey County,CA,2021-02-24,43156,530
Monterey County,CA,2021-03-03,43449,293
Monterey County,CA,2021-03-10,43642,193
Monterey County,CA,2021-03-17,43804,162
Monterey County,CA,2021-03-24,43972,168
Monterey County,CA,2021-03-31,44123,151
Monterey County,CA,2021-04-07,44244,121
Monterey County,CA,2021-04-14,44431,187
Monterey County,CA,2021-04-21,44533,102
Monterey County,CA,2021-04-28,44633,100
Monterey County,CA,2021-05-05,44734,101
Monterey County,CA,2021-05-12,44835,101
Monterey County,CA,2021-05-19,44876,41
Monterey County,CA,2021-05-26,44918,42
Monterey County,CA,2021-06-02,44959,41
Monterey County,CA,2021-06-09,44987,28
