County,State,Date,cumulative_cases,New.cases,Pop_Vacs,Pop_Vacs_Pct,svi,ses,hhc,rems,htt
Mariposa County,CA,03/01/2022,NA,NA,0,0,0.5614,0.5614,0.7719,0.1228,0.5088
Mendocino County,CA,03/01/2022,NA,NA,65093,75,0.8947,0.8947,0.8421,0.3684,0.7895
San Francisco County,CA,03/01/2022,NA,NA,818382,92.8,0.2632,0.0877,0.0175,0.6667,0.8947
Contra Costa County,CA,03/01/2022,NA,NA,995994,86.3,0.1754,0.1228,0.4912,0.6316,0.1228
Sacramento County,CA,03/01/2022,NA,NA,1133520,73,0.5439,0.4912,0.6316,0.614,0.4211
San Mateo County,CA,03/01/2022,NA,NA,702026,91.6,0.0702,0.0351,0.0351,0.7018,0.3509
Tehama County,CA,03/01/2022,NA,NA,31107,47.8,0.7544,0.7895,0.8596,0.3158,0.4912
Calaveras County,CA,03/01/2022,NA,NA,32573,71,0.1053,0.4211,0.3509,0.0526,0
Butte County,CA,03/01/2022,NA,NA,127809,58.3,0.5965,0.5965,0.4386,0.2456,0.8596
San Benito County,CA,03/01/2022,NA,NA,45347,72.2,0.3158,0.4737,0.3684,0.7719,0.0877
Solano County,CA,03/01/2022,NA,NA,345367,77.2,0.386,0.2456,0.6316,0.7193,0.3158
Tuolumne County,CA,03/01/2022,NA,NA,37830,69.4,0.3333,0.4386,0.2982,0.0877,0.5439
Imperial County,CA,03/01/2022,NA,NA,216730,95,1,0.9825,1,1,1
Yuba County,CA,03/01/2022,NA,NA,47155,59.9,0.7368,0.7018,0.7018,0.4561,0.614
Sutter County,CA,03/01/2022,NA,NA,64525,66.5,0.7018,0.6316,0.8596,0.5439,0.386
San Joaquin County,CA,12/20/2020,NA,NA,0,0,0.7895,0.6667,0.7368,0.8421,0.5965
San Diego County,CA,03/01/2022,NA,NA,3482778,95,0.5263,0.5088,0.1754,0.5614,0.7544
Inyo County,CA,03/01/2022,NA,NA,0,0,0.2456,0.1579,0.3333,0.4035,0.5088
Orange County,CA,03/01/2022,NA,NA,2493657,78.5,0.4211,0.3333,0.3158,0.6667,0.4386
Mono County,CA,03/01/2022,NA,NA,0,0,0.1579,0.3158,0,0.3333,0.3684
Santa Cruz County,CA,03/01/2022,NA,NA,233568,85.5,0.4035,0.2807,0.193,0.4386,0.8246
Ventura County,CA,03/01/2022,NA,NA,663540,78.4,0.4386,0.4035,0.4912,0.5614,0.2281
Sonoma County,CA,03/01/2022,NA,NA,419250,84.8,0.193,0.2105,0.2632,0.386,0.2807
Alameda County,CA,03/01/2022,NA,NA,1499214,89.7,0.2807,0.1053,0.0702,0.8596,0.8772
Los Angeles County,CA,03/01/2022,NA,NA,8024751,79.9,0.8772,0.8772,0.4561,0.9825,0.9474
Yolo County,CA,03/01/2022,NA,NA,170579,77.4,0.4912,0.3684,0.1053,0.5263,0.9123
Madera County,CA,03/01/2022,NA,NA,95394,60.6,0.9123,0.9123,0.9298,0.7719,0.614
San Joaquin County,CA,03/01/2022,NA,NA,567199,74.4,0.7895,0.6667,0.7368,0.8421,0.5965
El Dorado County,CA,03/01/2022,NA,NA,131961,68.4,0.0175,0.0702,0.1228,0.1404,0.0702
Humboldt County,CA,03/01/2022,NA,NA,97568,72,0.6842,0.8596,0.4035,0.2105,0.7193
Sierra County,CA,03/01/2022,NA,NA,0,0,0.1404,0.3684,0.4737,0,0.0526
Santa Clara County,CA,03/01/2022,NA,NA,1792203,93,0.2105,0.0526,0.0877,0.8596,0.6491
San Luis Obispo County,CA,03/01/2022,NA,NA,188748,66.7,0.1228,0.2632,0.0526,0.2982,0.3333
Alpine County,CA,03/01/2022,NA,NA,0,0,0.3509,0.3509,0.5263,0.4912,0.193
Santa Barbara County,CA,03/01/2022,NA,NA,349396,78.3,0.807,0.614,0.5439,0.5965,0.9825
Unknown County,CA,03/01/2022,NA,NA,1051426,0,NA,NA,NA,NA,NA
Shasta County,CA,03/01/2022,NA,NA,101296,56.3,0.4737,0.4561,0.6667,0.1053,0.4737
Siskiyou County,CA,03/01/2022,NA,NA,26002,59.7,0.4561,0.5263,0.4211,0.193,0.2456
Fresno County,CA,03/01/2022,NA,NA,672793,67.3,0.9649,0.9298,0.8947,0.9123,0.7719
Kings County,CA,03/01/2022,NA,NA,86815,56.8,0.8596,0.807,0.807,0.8246,0.7368
Plumas County,CA,03/01/2022,NA,NA,0,0,0.0877,0.1404,0.2632,0.0351,0.1579
Glenn County,CA,03/01/2022,NA,NA,17506,61.7,0.6667,0.6842,0.9649,0.5088,0.1404
Lassen County,CA,03/01/2022,NA,NA,12779,41.8,0.2982,0.2982,0.2281,0.3333,0.5614
Riverside County,CA,03/01/2022,NA,NA,1608794,65.1,0.6491,0.7368,0.5965,0.7544,0.4035
Placer County,CA,03/01/2022,NA,NA,287478,72.2,0,0.0175,0.2456,0.2281,0.0175
San Luis Obispo County,CA,02/28/2022,NA,NA,188734,66.7,0.1228,0.2632,0.0526,0.2982,0.3333
Alameda County,CA,02/28/2022,NA,NA,1499016,89.7,0.2807,0.1053,0.0702,0.8596,0.8772
Fresno County,CA,02/28/2022,NA,NA,672608,67.3,0.9649,0.9298,0.8947,0.9123,0.7719
Trinity County,CA,02/28/2022,NA,NA,0,0,0.614,0.7719,0.7193,0.0526,0.5789
Solano County,CA,02/28/2022,NA,NA,345331,77.1,0.386,0.2456,0.6316,0.7193,0.3158
Riverside County,CA,02/28/2022,NA,NA,1608451,65.1,0.6491,0.7368,0.5965,0.7544,0.4035
Unknown County,CA,02/28/2022,NA,NA,1051288,0,NA,NA,NA,NA,NA
Contra Costa County,CA,02/28/2022,NA,NA,995909,86.3,0.1754,0.1228,0.4912,0.6316,0.1228
San Joaquin County,CA,02/28/2022,NA,NA,566946,74.4,0.7895,0.6667,0.7368,0.8421,0.5965
Del Norte County,CA,02/28/2022,NA,NA,13582,48.8,0.7719,0.5789,0.6842,0.4035,0.9649
Tehama County,CA,02/28/2022,NA,NA,31106,47.8,0.7544,0.7895,0.8596,0.3158,0.4912
Tulare County,CA,02/28/2022,NA,NA,279559,60,0.9298,1,0.8947,0.9298,0.4561
Glenn County,CA,02/28/2022,NA,NA,17502,61.6,0.6667,0.6842,0.9649,0.5088,0.1404
Monterey County,CA,02/28/2022,NA,NA,346522,79.8,0.8246,0.7193,0.5614,0.8947,0.8421
Madera County,CA,02/28/2022,NA,NA,95359,60.6,0.9123,0.9123,0.9298,0.7719,0.614
Stanislaus County,CA,02/28/2022,NA,NA,380487,69.1,0.7193,0.7368,0.8246,0.6491,0.2982
Kern County,CA,02/28/2022,NA,NA,534739,59.4,0.9474,0.9649,0.7544,0.807,0.9123
Los Angeles County,CA,02/28/2022,NA,NA,8023208,79.9,0.8772,0.8772,0.4561,0.9825,0.9474
Santa Cruz County,CA,02/28/2022,NA,NA,233544,85.5,0.4035,0.2807,0.193,0.4386,0.8246
Merced County,CA,02/28/2022,NA,NA,177679,64,0.9825,0.9474,0.9474,0.9649,0.807
El Dorado County,CA,02/28/2022,NA,NA,131932,68.4,0.0175,0.0702,0.1228,0.1404,0.0702
Amador County,CA,02/28/2022,NA,NA,26509,66.7,0.2281,0.193,0.1579,0.1754,0.6667
Mendocino County,CA,02/28/2022,NA,NA,65089,75,0.8947,0.8947,0.8421,0.3684,0.7895
Sutter County,CA,02/28/2022,NA,NA,64515,66.5,0.7018,0.6316,0.8596,0.5439,0.386
Placer County,CA,02/28/2022,NA,NA,287431,72.2,0,0.0175,0.2456,0.2281,0.0175
San Diego County,CA,02/28/2022,NA,NA,3480915,95,0.5263,0.5088,0.1754,0.5614,0.7544
Imperial County,CA,02/28/2022,NA,NA,216605,95,1,0.9825,1,1,1
Nevada County,CA,02/28/2022,NA,NA,70699,70.9,0.0351,0.1754,0.193,0.0175,0.0351
Mono County,CA,02/28/2022,NA,NA,0,0,0.1579,0.3158,0,0.3333,0.3684
Sierra County,CA,02/28/2022,NA,NA,0,0,0.1404,0.3684,0.4737,0,0.0526
Butte County,CA,02/28/2022,NA,NA,127775,58.3,0.5965,0.5965,0.4386,0.2456,0.8596
Inyo County,CA,02/28/2022,NA,NA,0,0,0.2456,0.1579,0.3333,0.4035,0.5088
Kings County,CA,02/28/2022,NA,NA,86783,56.7,0.8596,0.807,0.807,0.8246,0.7368
Santa Clara County,CA,12/20/2020,NA,NA,0,0,0.2105,0.0526,0.0877,0.8596,0.6491
Modoc County,CA,02/28/2022,NA,NA,0,0,0.5088,0.6316,0.5789,0.1579,0.193
San Benito County,CA,02/28/2022,NA,NA,45344,72.2,0.3158,0.4737,0.3684,0.7719,0.0877
Shasta County,CA,02/28/2022,NA,NA,101279,56.2,0.4737,0.4561,0.6667,0.1053,0.4737
Plumas County,CA,02/28/2022,NA,NA,0,0,0.0877,0.1404,0.2632,0.0351,0.1579
Yuba County,CA,02/28/2022,NA,NA,47150,59.9,0.7368,0.7018,0.7018,0.4561,0.614
Napa County,CA,02/28/2022,NA,NA,119068,86.4,0.3684,0.2105,0.3684,0.4737,0.6842
Santa Clara County,CA,02/28/2022,NA,NA,1791983,93,0.2105,0.0526,0.0877,0.8596,0.6491
Colusa County,CA,02/28/2022,NA,NA,14460,67.1,0.5789,0.5263,0.9825,0.7368,0.1053
Lassen County,CA,02/28/2022,NA,NA,12746,41.7,0.2982,0.2982,0.2281,0.3333,0.5614
Calaveras County,CA,02/28/2022,NA,NA,32570,71,0.1053,0.4211,0.3509,0.0526,0
Marin County,CA,02/28/2022,NA,NA,248005,95,0.0526,0,0.1404,0.2632,0.1754
San Benito County,CA,12/20/2020,NA,NA,0,0,0.3158,0.4737,0.3684,0.7719,0.0877
San Mateo County,CA,02/28/2022,NA,NA,701952,91.6,0.0702,0.0351,0.0351,0.7018,0.3509
Sonoma County,CA,02/28/2022,NA,NA,419222,84.8,0.193,0.2105,0.2632,0.386,0.2807
Ventura County,CA,02/28/2022,NA,NA,663446,78.4,0.4386,0.4035,0.4912,0.5614,0.2281
San Francisco County,CA,02/28/2022,NA,NA,818280,92.8,0.2632,0.0877,0.0175,0.6667,0.8947
Sacramento County,CA,02/28/2022,NA,NA,1133328,73,0.5439,0.4912,0.6316,0.614,0.4211
Orange County,CA,02/28/2022,NA,NA,2493276,78.5,0.4211,0.3333,0.3158,0.6667,0.4386
Alpine County,CA,02/28/2022,NA,NA,0,0,0.3509,0.3509,0.5263,0.4912,0.193
San Bernardino County,CA,02/28/2022,NA,NA,1375859,63.1,0.8421,0.8421,0.614,0.9474,0.6842
Yolo County,CA,02/28/2022,NA,NA,170563,77.4,0.4912,0.3684,0.1053,0.5263,0.9123
Siskiyou County,CA,02/28/2022,NA,NA,26002,59.7,0.4561,0.5263,0.4211,0.193,0.2456
Mariposa County,CA,02/28/2022,NA,NA,0,0,0.5614,0.5614,0.7719,0.1228,0.5088
Lake County,CA,02/28/2022,NA,NA,41937,65.1,0.6316,0.8246,0.7895,0.2807,0.2632
Tuolumne County,CA,02/28/2022,NA,NA,37821,69.4,0.3333,0.4386,0.2982,0.0877,0.5439
Humboldt County,CA,02/28/2022,NA,NA,97560,72,0.6842,0.8596,0.4035,0.2105,0.7193
Santa Barbara County,CA,02/28/2022,NA,NA,349277,78.2,0.807,0.614,0.5439,0.5965,0.9825
Contra Costa County,CA,02/27/2022,NA,NA,995720,86.3,0.1754,0.1228,0.4912,0.6316,0.1228
Trinity County,CA,02/27/2022,NA,NA,0,0,0.614,0.7719,0.7193,0.0526,0.5789
Siskiyou County,CA,02/27/2022,NA,NA,26001,59.7,0.4561,0.5263,0.4211,0.193,0.2456
Orange County,CA,02/27/2022,NA,NA,2492746,78.5,0.4211,0.3333,0.3158,0.6667,0.4386
Sierra County,CA,02/27/2022,NA,NA,0,0,0.1404,0.3684,0.4737,0,0.0526
Santa Clara County,CA,02/27/2022,NA,NA,1791549,92.9,0.2105,0.0526,0.0877,0.8596,0.6491
Modoc County,CA,02/27/2022,NA,NA,0,0,0.5088,0.6316,0.5789,0.1579,0.193
Alpine County,CA,02/27/2022,NA,NA,0,0,0.3509,0.3509,0.5263,0.4912,0.193
Ventura County,CA,02/27/2022,NA,NA,663321,78.4,0.4386,0.4035,0.4912,0.5614,0.2281
Lassen County,CA,02/27/2022,NA,NA,12741,41.7,0.2982,0.2982,0.2281,0.3333,0.5614
Mariposa County,CA,02/27/2022,NA,NA,0,0,0.5614,0.5614,0.7719,0.1228,0.5088
Inyo County,CA,02/27/2022,NA,NA,0,0,0.2456,0.1579,0.3333,0.4035,0.5088
San Francisco County,CA,02/27/2022,NA,NA,818115,92.8,0.2632,0.0877,0.0175,0.6667,0.8947
Merced County,CA,02/27/2022,NA,NA,177493,63.9,0.9825,0.9474,0.9474,0.9649,0.807
Sonoma County,CA,02/27/2022,NA,NA,419125,84.8,0.193,0.2105,0.2632,0.386,0.2807
Unknown County,CA,02/27/2022,NA,NA,1051145,0,NA,NA,NA,NA,NA
Solano County,CA,02/27/2022,NA,NA,345276,77.1,0.386,0.2456,0.6316,0.7193,0.3158
Amador County,CA,02/27/2022,NA,NA,26504,66.7,0.2281,0.193,0.1579,0.1754,0.6667
Imperial County,CA,02/27/2022,NA,NA,216460,95,1,0.9825,1,1,1
Riverside County,CA,02/27/2022,NA,NA,1607992,65.1,0.6491,0.7368,0.5965,0.7544,0.4035
Butte County,CA,02/27/2022,NA,NA,127747,58.3,0.5965,0.5965,0.4386,0.2456,0.8596
Mendocino County,CA,02/27/2022,NA,NA,65080,75,0.8947,0.8947,0.8421,0.3684,0.7895
San Joaquin County,CA,02/27/2022,NA,NA,566558,74.3,0.7895,0.6667,0.7368,0.8421,0.5965
Sutter County,CA,02/27/2022,NA,NA,64492,66.5,0.7018,0.6316,0.8596,0.5439,0.386
San Bernardino County,CA,02/27/2022,NA,NA,1375422,63.1,0.8421,0.8421,0.614,0.9474,0.6842
Glenn County,CA,02/27/2022,NA,NA,17500,61.6,0.6667,0.6842,0.9649,0.5088,0.1404
Calaveras County,CA,02/27/2022,NA,NA,32554,70.9,0.1053,0.4211,0.3509,0.0526,0
Yolo County,CA,02/27/2022,NA,NA,170521,77.3,0.4912,0.3684,0.1053,0.5263,0.9123
Santa Barbara County,CA,02/27/2022,NA,NA,349215,78.2,0.807,0.614,0.5439,0.5965,0.9825
Marin County,CA,02/27/2022,NA,NA,247952,95,0.0526,0,0.1404,0.2632,0.1754
Tulare County,CA,02/27/2022,NA,NA,279429,59.9,0.9298,1,0.8947,0.9298,0.4561
Placer County,CA,02/27/2022,NA,NA,287369,72.1,0,0.0175,0.2456,0.2281,0.0175
Sacramento County,CA,02/27/2022,NA,NA,1132955,73,0.5439,0.4912,0.6316,0.614,0.4211
Kings County,CA,02/27/2022,NA,NA,86751,56.7,0.8596,0.807,0.807,0.8246,0.7368
Santa Cruz County,CA,02/27/2022,NA,NA,233512,85.5,0.4035,0.2807,0.193,0.4386,0.8246
San Luis Obispo County,CA,02/27/2022,NA,NA,188716,66.7,0.1228,0.2632,0.0526,0.2982,0.3333
Yuba County,CA,02/27/2022,NA,NA,47132,59.9,0.7368,0.7018,0.7018,0.4561,0.614
San Benito County,CA,02/27/2022,NA,NA,45337,72.2,0.3158,0.4737,0.3684,0.7719,0.0877
Plumas County,CA,02/27/2022,NA,NA,0,0,0.0877,0.1404,0.2632,0.0351,0.1579
Fresno County,CA,02/27/2022,NA,NA,672387,67.3,0.9649,0.9298,0.8947,0.9123,0.7719
Humboldt County,CA,02/27/2022,NA,NA,97535,72,0.6842,0.8596,0.4035,0.2105,0.7193
San Mateo County,CA,02/27/2022,NA,NA,701770,91.5,0.0702,0.0351,0.0351,0.7018,0.3509
Nevada County,CA,02/27/2022,NA,NA,70682,70.9,0.0351,0.1754,0.193,0.0175,0.0351
Shasta County,CA,02/27/2022,NA,NA,101258,56.2,0.4737,0.4561,0.6667,0.1053,0.4737
Napa County,CA,02/27/2022,NA,NA,119053,86.4,0.3684,0.2105,0.3684,0.4737,0.6842
Sonoma County,CA,12/20/2020,NA,NA,0,0,0.193,0.2105,0.2632,0.386,0.2807
Lake County,CA,02/27/2022,NA,NA,41930,65.1,0.6316,0.8246,0.7895,0.2807,0.2632
Tuolumne County,CA,02/27/2022,NA,NA,37813,69.4,0.3333,0.4386,0.2982,0.0877,0.5439
Tehama County,CA,02/27/2022,NA,NA,31104,47.8,0.7544,0.7895,0.8596,0.3158,0.4912
El Dorado County,CA,02/27/2022,NA,NA,131907,68.4,0.0175,0.0702,0.1228,0.1404,0.0702
Stanislaus County,CA,02/27/2022,NA,NA,380240,69.1,0.7193,0.7368,0.8246,0.6491,0.2982
San Diego County,CA,02/27/2022,NA,NA,3478239,95,0.5263,0.5088,0.1754,0.5614,0.7544
Los Angeles County,CA,02/27/2022,NA,NA,8021052,79.9,0.8772,0.8772,0.4561,0.9825,0.9474
Monterey County,CA,02/27/2022,NA,NA,346236,79.8,0.8246,0.7193,0.5614,0.8947,0.8421
Kern County,CA,02/27/2022,NA,NA,534499,59.4,0.9474,0.9649,0.7544,0.807,0.9123
Colusa County,CA,02/27/2022,NA,NA,14454,67.1,0.5789,0.5263,0.9825,0.7368,0.1053
Mono County,CA,02/27/2022,NA,NA,0,0,0.1579,0.3158,0,0.3333,0.3684
Madera County,CA,02/27/2022,NA,NA,95304,60.6,0.9123,0.9123,0.9298,0.7719,0.614
Del Norte County,CA,02/27/2022,NA,NA,13582,48.8,0.7719,0.5789,0.6842,0.4035,0.9649
Alameda County,CA,02/27/2022,NA,NA,1498577,89.7,0.2807,0.1053,0.0702,0.8596,0.8772
Sonoma County,CA,02/26/2022,NA,NA,418961,84.8,0.193,0.2105,0.2632,0.386,0.2807
Kern County,CA,02/26/2022,NA,NA,534074,59.3,0.9474,0.9649,0.7544,0.807,0.9123
Riverside County,CA,02/26/2022,NA,NA,1606887,65,0.6491,0.7368,0.5965,0.7544,0.4035
Butte County,CA,02/26/2022,NA,NA,127673,58.2,0.5965,0.5965,0.4386,0.2456,0.8596
Tulare County,CA,02/26/2022,NA,NA,279214,59.9,0.9298,1,0.8947,0.9298,0.4561
Lake County,CA,02/26/2022,NA,NA,41896,65.1,0.6316,0.8246,0.7895,0.2807,0.2632
Plumas County,CA,02/26/2022,NA,NA,0,0,0.0877,0.1404,0.2632,0.0351,0.1579
Yolo County,CA,02/26/2022,NA,NA,170417,77.3,0.4912,0.3684,0.1053,0.5263,0.9123
Mariposa County,CA,02/26/2022,NA,NA,0,0,0.5614,0.5614,0.7719,0.1228,0.5088
Del Norte County,CA,02/26/2022,NA,NA,13555,48.7,0.7719,0.5789,0.6842,0.4035,0.9649
Napa County,CA,02/26/2022,NA,NA,118945,86.4,0.3684,0.2105,0.3684,0.4737,0.6842
Marin County,CA,02/26/2022,NA,NA,247892,95,0.0526,0,0.1404,0.2632,0.1754
Merced County,CA,02/26/2022,NA,NA,177224,63.8,0.9825,0.9474,0.9474,0.9649,0.807
El Dorado County,CA,02/26/2022,NA,NA,131866,68.4,0.0175,0.0702,0.1228,0.1404,0.0702
Lassen County,CA,02/26/2022,NA,NA,12736,41.7,0.2982,0.2982,0.2281,0.3333,0.5614
Mendocino County,CA,02/26/2022,NA,NA,65037,75,0.8947,0.8947,0.8421,0.3684,0.7895
Santa Cruz County,CA,02/26/2022,NA,NA,233427,85.4,0.4035,0.2807,0.193,0.4386,0.8246
Siskiyou County,CA,02/26/2022,NA,NA,25992,59.7,0.4561,0.5263,0.4211,0.193,0.2456
Kings County,CA,02/26/2022,NA,NA,86602,56.6,0.8596,0.807,0.807,0.8246,0.7368
Tehama County,CA,02/26/2022,NA,NA,31074,47.7,0.7544,0.7895,0.8596,0.3158,0.4912
Glenn County,CA,02/26/2022,NA,NA,17488,61.6,0.6667,0.6842,0.9649,0.5088,0.1404
Madera County,CA,02/26/2022,NA,NA,95230,60.5,0.9123,0.9123,0.9298,0.7719,0.614
Unknown County,CA,02/26/2022,NA,NA,1050785,0,NA,NA,NA,NA,NA
Contra Costa County,CA,02/26/2022,NA,NA,995322,86.3,0.1754,0.1228,0.4912,0.6316,0.1228
Ventura County,CA,02/26/2022,NA,NA,663018,78.4,0.4386,0.4035,0.4912,0.5614,0.2281
Orange County,CA,02/26/2022,NA,NA,2491552,78.5,0.4211,0.3333,0.3158,0.6667,0.4386
Santa Clara County,CA,02/26/2022,NA,NA,1790771,92.9,0.2105,0.0526,0.0877,0.8596,0.6491
Colusa County,CA,02/26/2022,NA,NA,14449,67.1,0.5789,0.5263,0.9825,0.7368,0.1053
Imperial County,CA,02/26/2022,NA,NA,215653,95,1,0.9825,1,1,1
Inyo County,CA,02/26/2022,NA,NA,0,0,0.2456,0.1579,0.3333,0.4035,0.5088
Sierra County,CA,02/26/2022,NA,NA,0,0,0.1404,0.3684,0.4737,0,0.0526
San Bernardino County,CA,02/26/2022,NA,NA,1374393,63,0.8421,0.8421,0.614,0.9474,0.6842
Solano County,CA,02/26/2022,NA,NA,345086,77.1,0.386,0.2456,0.6316,0.7193,0.3158
Humboldt County,CA,02/26/2022,NA,NA,97481,71.9,0.6842,0.8596,0.4035,0.2105,0.7193
San Francisco County,CA,02/26/2022,NA,NA,817812,92.8,0.2632,0.0877,0.0175,0.6667,0.8947
San Benito County,CA,02/26/2022,NA,NA,45308,72.1,0.3158,0.4737,0.3684,0.7719,0.0877
San Mateo County,CA,02/26/2022,NA,NA,701538,91.5,0.0702,0.0351,0.0351,0.7018,0.3509
Calaveras County,CA,02/26/2022,NA,NA,32531,70.9,0.1053,0.4211,0.3509,0.0526,0
Yuba County,CA,02/26/2022,NA,NA,47103,59.9,0.7368,0.7018,0.7018,0.4561,0.614
Tuolumne County,CA,02/26/2022,NA,NA,37766,69.3,0.3333,0.4386,0.2982,0.0877,0.5439
Modoc County,CA,02/26/2022,NA,NA,0,0,0.5088,0.6316,0.5789,0.1579,0.193
Amador County,CA,02/26/2022,NA,NA,26480,66.6,0.2281,0.193,0.1579,0.1754,0.6667
Mono County,CA,02/26/2022,NA,NA,0,0,0.1579,0.3158,0,0.3333,0.3684
San Luis Obispo County,CA,02/26/2022,NA,NA,188649,66.6,0.1228,0.2632,0.0526,0.2982,0.3333
San Joaquin County,CA,02/26/2022,NA,NA,565786,74.2,0.7895,0.6667,0.7368,0.8421,0.5965
Alameda County,CA,02/26/2022,NA,NA,1497666,89.6,0.2807,0.1053,0.0702,0.8596,0.8772
Placer County,CA,02/26/2022,NA,NA,287253,72.1,0,0.0175,0.2456,0.2281,0.0175
Fresno County,CA,02/26/2022,NA,NA,671922,67.3,0.9649,0.9298,0.8947,0.9123,0.7719
San Diego County,CA,02/26/2022,NA,NA,3474691,95,0.5263,0.5088,0.1754,0.5614,0.7544
Sacramento County,CA,02/26/2022,NA,NA,1132285,73,0.5439,0.4912,0.6316,0.614,0.4211
Los Angeles County,CA,02/26/2022,NA,NA,8016762,79.9,0.8772,0.8772,0.4561,0.9825,0.9474
Santa Barbara County,CA,02/26/2022,NA,NA,348921,78.1,0.807,0.614,0.5439,0.5965,0.9825
Nevada County,CA,02/26/2022,NA,NA,70655,70.8,0.0351,0.1754,0.193,0.0175,0.0351
Sutter County,CA,02/26/2022,NA,NA,64446,66.5,0.7018,0.6316,0.8596,0.5439,0.386
Trinity County,CA,02/26/2022,NA,NA,0,0,0.614,0.7719,0.7193,0.0526,0.5789
Stanislaus County,CA,02/26/2022,NA,NA,379884,69,0.7193,0.7368,0.8246,0.6491,0.2982
Shasta County,CA,02/26/2022,NA,NA,101219,56.2,0.4737,0.4561,0.6667,0.1053,0.4737
Alpine County,CA,02/26/2022,NA,NA,0,0,0.3509,0.3509,0.5263,0.4912,0.193
Monterey County,CA,02/26/2022,NA,NA,345909,79.7,0.8246,0.7193,0.5614,0.8947,0.8421
Imperial County,CA,02/25/2022,NA,NA,214714,95,1,0.9825,1,1,1
Amador County,CA,02/25/2022,NA,NA,26454,66.5,0.2281,0.193,0.1579,0.1754,0.6667
Merced County,CA,02/25/2022,NA,NA,176949,63.7,0.9825,0.9474,0.9474,0.9649,0.807
Glenn County,CA,02/25/2022,NA,NA,17474,61.5,0.6667,0.6842,0.9649,0.5088,0.1404
Calaveras County,CA,02/25/2022,NA,NA,32511,70.8,0.1053,0.4211,0.3509,0.0526,0
Napa County,CA,02/25/2022,NA,NA,118829,86.3,0.3684,0.2105,0.3684,0.4737,0.6842
Mendocino County,CA,02/25/2022,NA,NA,65009,74.9,0.8947,0.8947,0.8421,0.3684,0.7895
Alameda County,CA,02/25/2022,NA,NA,1496927,89.6,0.2807,0.1053,0.0702,0.8596,0.8772
Shasta County,CA,02/25/2022,NA,NA,101166,56.2,0.4737,0.4561,0.6667,0.1053,0.4737
Marin County,CA,02/25/2022,NA,NA,247785,95,0.0526,0,0.1404,0.2632,0.1754
Madera County,CA,02/25/2022,NA,NA,95137,60.5,0.9123,0.9123,0.9298,0.7719,0.614
Yolo County,CA,02/25/2022,NA,NA,170327,77.2,0.4912,0.3684,0.1053,0.5263,0.9123
Sutter County,CA,12/20/2020,NA,NA,0,0,0.7018,0.6316,0.8596,0.5439,0.386
Mono County,CA,02/25/2022,NA,NA,0,0,0.1579,0.3158,0,0.3333,0.3684
Mariposa County,CA,02/25/2022,NA,NA,0,0,0.5614,0.5614,0.7719,0.1228,0.5088
San Luis Obispo County,CA,02/25/2022,NA,NA,188586,66.6,0.1228,0.2632,0.0526,0.2982,0.3333
Stanislaus County,CA,02/25/2022,NA,NA,379497,68.9,0.7193,0.7368,0.8246,0.6491,0.2982
Sierra County,CA,02/25/2022,NA,NA,0,0,0.1404,0.3684,0.4737,0,0.0526
Tuolumne County,CA,02/25/2022,NA,NA,37732,69.3,0.3333,0.4386,0.2982,0.0877,0.5439
Santa Cruz County,CA,02/25/2022,NA,NA,233302,85.4,0.4035,0.2807,0.193,0.4386,0.8246
Siskiyou County,CA,02/25/2022,NA,NA,25982,59.7,0.4561,0.5263,0.4211,0.193,0.2456
Orange County,CA,02/25/2022,NA,NA,2490684,78.4,0.4211,0.3333,0.3158,0.6667,0.4386
Plumas County,CA,02/25/2022,NA,NA,0,0,0.0877,0.1404,0.2632,0.0351,0.1579
San Joaquin County,CA,02/25/2022,NA,NA,564977,74.1,0.7895,0.6667,0.7368,0.8421,0.5965
Trinity County,CA,02/25/2022,NA,NA,0,0,0.614,0.7719,0.7193,0.0526,0.5789
Sacramento County,CA,02/25/2022,NA,NA,1131673,72.9,0.5439,0.4912,0.6316,0.614,0.4211
Contra Costa County,CA,02/25/2022,NA,NA,994894,86.2,0.1754,0.1228,0.4912,0.6316,0.1228
San Francisco County,CA,02/25/2022,NA,NA,817487,92.7,0.2632,0.0877,0.0175,0.6667,0.8947
Sutter County,CA,02/25/2022,NA,NA,64401,66.4,0.7018,0.6316,0.8596,0.5439,0.386
Tehama County,CA,02/25/2022,NA,NA,31051,47.7,0.7544,0.7895,0.8596,0.3158,0.4912
Lassen County,CA,02/25/2022,NA,NA,12733,41.6,0.2982,0.2982,0.2281,0.3333,0.5614
Yuba County,CA,02/25/2022,NA,NA,47070,59.8,0.7368,0.7018,0.7018,0.4561,0.614
Los Angeles County,CA,02/25/2022,NA,NA,8013143,79.8,0.8772,0.8772,0.4561,0.9825,0.9474
Sonoma County,CA,02/25/2022,NA,NA,418830,84.7,0.193,0.2105,0.2632,0.386,0.2807
Tulare County,CA,02/25/2022,NA,NA,279018,59.9,0.9298,1,0.8947,0.9298,0.4561
El Dorado County,CA,02/25/2022,NA,NA,131814,68.4,0.0175,0.0702,0.1228,0.1404,0.0702
Santa Clara County,CA,02/25/2022,NA,NA,1790071,92.9,0.2105,0.0526,0.0877,0.8596,0.6491
Kings County,CA,02/25/2022,NA,NA,86556,56.6,0.8596,0.807,0.807,0.8246,0.7368
Solano County,CA,02/25/2022,NA,NA,344900,77,0.386,0.2456,0.6316,0.7193,0.3158
