County,State,Date,cumulative_cases,New.cases,Pop_Vacs,Pop_Vacs_Pct,svi,ses,hhc,rems,htt
Mono County,CA,03/04/2020,0,0,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,03/11/2020,0,0,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,03/18/2020,0,0,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,03/25/2020,4,4,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,04/01/2020,12,8,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,04/08/2020,18,6,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,04/15/2020,22,4,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,04/22/2020,23,1,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,04/29/2020,25,2,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,05/06/2020,25,0,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,05/13/2020,31,6,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,05/20/2020,33,2,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,05/27/2020,34,1,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,06/03/2020,34,0,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,06/10/2020,34,0,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,06/17/2020,34,0,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,06/24/2020,35,1,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,07/01/2020,36,1,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,07/08/2020,42,6,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,07/15/2020,49,7,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,07/22/2020,80,31,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,07/29/2020,103,23,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,08/05/2020,105,2,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,08/12/2020,126,21,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,08/19/2020,130,4,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,08/26/2020,131,1,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,09/02/2020,147,16,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,09/09/2020,147,0,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,09/16/2020,149,2,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,09/23/2020,150,1,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,09/30/2020,151,1,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,10/07/2020,156,5,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,10/14/2020,159,3,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,10/21/2020,161,2,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,10/28/2020,174,13,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,11/04/2020,218,44,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,11/11/2020,451,233,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,11/18/2020,468,17,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,11/25/2020,492,24,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,12/02/2020,530,38,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,12/09/2020,609,79,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,12/16/2020,714,105,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,12/23/2020,798,84,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,12/30/2020,880,82,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,01/06/2021,908,28,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,01/13/2021,1020,112,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,01/20/2021,1119,99,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,01/27/2021,1135,16,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,02/03/2021,1162,27,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,02/10/2021,1182,20,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,02/17/2021,1195,13,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,02/24/2021,1204,9,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,03/03/2021,1207,3,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,03/10/2021,1218,11,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,03/17/2021,1222,4,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,03/24/2021,1250,28,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,03/31/2021,1260,10,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,04/07/2021,1261,1,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,04/14/2021,1266,5,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,04/21/2021,1269,3,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,04/28/2021,1273,4,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,05/05/2021,1275,2,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,05/12/2021,1280,5,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,05/19/2021,1280,0,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,05/26/2021,1289,9,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,06/02/2021,1289,0,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,06/09/2021,1289,0,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,06/16/2021,1289,0,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,06/23/2021,1289,0,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,06/30/2021,1289,0,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,07/07/2021,1290,1,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,07/14/2021,1293,3,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,07/21/2021,1297,4,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,07/28/2021,1302,5,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,08/04/2021,1319,17,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,08/11/2021,1336,17,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,08/18/2021,1357,21,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,08/25/2021,1400,43,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,09/01/2021,1414,14,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,09/08/2021,1432,18,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,09/15/2021,1456,24,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,09/22/2021,1511,55,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,09/29/2021,1545,34,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,10/06/2021,1583,38,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,10/13/2021,1626,43,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,10/20/2021,1671,45,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,10/27/2021,1700,29,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,11/03/2021,1738,38,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,11/10/2021,1759,21,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,11/17/2021,1787,28,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,11/24/2021,1830,43,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,12/01/2021,1894,64,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,12/08/2021,1942,48,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,12/15/2021,1976,34,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,12/22/2021,2000,24,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,12/29/2021,2069,69,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,01/05/2022,2231,162,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,01/12/2022,2506,275,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,01/19/2022,2742,236,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,01/26/2022,2938,196,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,02/02/2022,3004,66,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,02/09/2022,3047,43,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,02/16/2022,3070,23,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,02/23/2022,3077,7,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,03/02/2022,3078,1,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,03/09/2022,3078,0,0,0,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,03/16/2022,3079,1,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,03/23/2022,3082,3,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,03/30/2022,3087,5,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,04/06/2022,3089,2,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,04/13/2022,3089,0,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,04/20/2022,3107,18,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,04/27/2022,3116,9,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,05/04/2022,3120,4,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,05/11/2022,3127,7,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,05/18/2022,3152,25,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,05/25/2022,3180,28,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,06/01/2022,3197,17,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,06/08/2022,3211,14,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,06/15/2022,3233,22,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,06/22/2022,3250,17,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,06/29/2022,3262,12,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,07/06/2022,3301,39,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,07/13/2022,3328,27,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,07/20/2022,3341,13,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,07/27/2022,3365,24,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,08/03/2022,3377,12,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,08/10/2022,3386,9,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,08/17/2022,3408,22,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,08/24/2022,3414,6,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,08/31/2022,3419,5,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,09/07/2022,3427,8,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,09/14/2022,3437,10,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,09/21/2022,3451,14,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,09/28/2022,3457,6,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,10/05/2022,3462,5,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,10/12/2022,3463,1,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,10/19/2022,3469,6,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,10/26/2022,3473,4,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,11/02/2022,3475,2,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,11/09/2022,3479,4,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,11/16/2022,3492,13,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,11/23/2022,3500,8,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,11/30/2022,3504,4,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,12/07/2022,3507,3,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,12/14/2022,3520,13,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,12/21/2022,3546,26,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,12/28/2022,3566,20,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,01/04/2023,3579,13,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,01/11/2023,3593,14,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,01/18/2023,3601,8,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,01/25/2023,3609,8,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,02/01/2023,3612,3,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,02/08/2023,3618,6,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,02/15/2023,3621,3,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,02/22/2023,3623,2,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,03/01/2023,3628,5,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,03/08/2023,3632,4,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,03/15/2023,3633,1,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,03/22/2023,3638,5,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,03/29/2023,3640,2,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,04/05/2023,3645,5,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,04/12/2023,3646,1,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,04/19/2023,3648,2,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,04/26/2023,3650,2,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,05/03/2023,3652,2,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Mono County,CA,05/10/2023,3652,0,NA,NA,0.1579,0.3158,0,0.3333,0.3684
Placer County,CA,01/22/2020,0,0,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,01/29/2020,0,0,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,02/05/2020,0,0,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,02/12/2020,0,0,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,02/19/2020,0,0,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,02/26/2020,0,0,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,03/04/2020,2,2,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,03/11/2020,6,4,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,03/18/2020,8,2,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,03/25/2020,30,22,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,04/01/2020,49,19,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,04/08/2020,94,45,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,04/15/2020,117,23,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,04/22/2020,133,16,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,04/29/2020,143,10,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,05/06/2020,162,19,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,05/13/2020,170,8,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,05/20/2020,177,7,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,05/27/2020,188,11,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,06/03/2020,228,40,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,06/10/2020,304,76,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,06/17/2020,395,91,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,06/24/2020,528,133,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,07/01/2020,670,142,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,07/08/2020,933,263,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,07/15/2020,1125,192,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,07/22/2020,1416,291,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,07/29/2020,1762,346,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,08/05/2020,1968,206,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,08/12/2020,2397,429,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,08/19/2020,2649,252,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,08/26/2020,2836,187,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,09/02/2020,3025,189,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,09/09/2020,3219,194,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,09/16/2020,3345,126,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,09/23/2020,3506,161,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,09/30/2020,3586,80,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,10/07/2020,3694,108,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,10/14/2020,3840,146,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,10/21/2020,4012,172,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,10/28/2020,4213,201,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,11/04/2020,4538,325,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,11/11/2020,4951,413,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,11/18/2020,5532,581,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,11/25/2020,6285,753,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,12/02/2020,6987,702,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,12/09/2020,8512,1525,NA,NA,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,12/16/2020,10676,2164,0,0,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,12/23/2020,12429,1753,0,0,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,12/30/2020,14009,1580,0,0,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,01/06/2021,15440,1431,0,0,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,01/13/2021,16915,1475,10511,2.6,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,01/20/2021,18238,1323,15658,3.9,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,01/27/2021,18993,755,28234,7.1,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,02/03/2021,19637,644,40239,10.1,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,02/10/2021,20070,433,51627,13,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,02/17/2021,20453,383,62523,15.7,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,02/24/2021,20718,265,69751,17.5,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,03/03/2021,20964,246,78878,19.8,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,03/10/2021,21291,327,85453,21.5,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,03/17/2021,21539,248,96352,24.2,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,03/24/2021,21793,254,113549,28.5,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,03/31/2021,22133,340,125822,31.6,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,04/07/2021,22512,379,135784,34.1,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,04/14/2021,22904,392,148139,37.2,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,04/21/2021,23247,343,162157,40.7,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,04/28/2021,23479,232,173575,43.6,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,05/05/2021,23776,297,180758,45.4,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,05/12/2021,24083,307,187474,47.1,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,05/19/2021,24231,148,193361,48.5,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,05/26/2021,24437,206,199377,50.1,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,06/02/2021,24548,111,203441,51.1,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,06/09/2021,24747,199,207366,52.1,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,06/16/2021,24941,194,210400,52.8,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,06/23/2021,25165,224,213086,53.5,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,06/30/2021,25331,166,217073,54.5,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,07/07/2021,25490,159,219334,55.1,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,07/14/2021,25763,273,222071,55.8,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,07/21/2021,26190,427,224290,56.3,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,07/28/2021,26807,617,227245,57,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,08/04/2021,27661,854,230823,57.9,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,08/11/2021,28773,1112,234697,58.9,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,08/18/2021,30071,1298,238149,59.8,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,08/25/2021,31259,1188,240841,60.5,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,09/01/2021,33583,2324,244478,61.4,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,09/08/2021,34724,1141,246470,61.9,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,09/15/2021,35875,1151,248608,62.4,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,09/22/2021,36858,983,250513,62.9,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,09/29/2021,37498,640,252186,63.3,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,10/06/2021,38159,661,254007,63.8,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,10/13/2021,38710,551,255608,64.2,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,10/20/2021,39224,514,256951,64.5,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,10/27/2021,39883,659,258717,65,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,11/03/2021,40520,637,260415,65.4,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,11/10/2021,41054,534,262413,65.9,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,11/17/2021,41491,437,266794,67,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,11/24/2021,41860,369,269904,67.8,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,12/01/2021,42246,386,272049,68.3,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,12/08/2021,42829,583,274248,68.8,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,12/15/2021,43239,410,276314,69.4,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,12/22/2021,43755,516,278655,70,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,12/29/2021,44774,1019,280469,70.4,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,01/05/2022,47130,2356,282170,70.8,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,01/12/2022,52047,4917,284182,71.3,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,01/19/2022,57361,5314,287684,72.2,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,01/26/2022,62292,4931,289289,72.6,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,02/02/2022,65508,3216,283786,71.2,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,02/09/2022,67324,1816,284624,71.5,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,02/16/2022,68344,1020,285363,71.6,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,02/23/2022,68818,474,286917,72,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,03/02/2022,69245,427,287560,72.2,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,03/09/2022,69562,317,287929,72.3,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,03/16/2022,69718,156,288289,72.4,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,03/23/2022,69934,216,288582,72.4,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,03/30/2022,70034,100,288786,72.5,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,04/06/2022,70144,110,289151,72.6,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,04/13/2022,70188,44,289459,72.7,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,04/20/2022,70301,113,289829,72.8,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,04/27/2022,70607,306,290147,72.8,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,05/04/2022,70887,280,290493,72.9,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,05/11/2022,71325,438,290732,73,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,05/18/2022,71996,671,290695,73,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,05/25/2022,73006,1010,291047,73.1,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,06/01/2022,73967,961,291338,73.1,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,06/08/2022,74862,895,291508,73.2,0,0.0175,0.2456,0.2281,0.0175
Placer County,CA,06/15/2022,75815,953,291785,73.3,0,0.0175,0.2456,0.2281,0.0175
