County,State,Date,cumulative_cases,New.cases,Pop_Vacs,Pop_Vacs_Pct
Siskiyou County,CA,04/05/2023,8933,7,27102,62.2
Siskiyou County,CA,04/12/2023,8939,6,27110,62.3
Siskiyou County,CA,04/19/2023,8944,5,27110,62.3
Siskiyou County,CA,04/26/2023,8975,31,27111,62.3
Siskiyou County,CA,05/03/2023,9008,33,27112,62.3
Siskiyou County,CA,05/10/2023,9019,11,27114,62.3
Stanislaus County,CA,12/16/2020,30237,3437,0,0
Stanislaus County,CA,12/23/2020,33825,3588,0,0
Stanislaus County,CA,12/30/2020,37095,3270,0,0
Stanislaus County,CA,01/06/2021,40142,3047,0,0
Stanislaus County,CA,01/13/2021,43763,3621,8415,1.5
Stanislaus County,CA,01/20/2021,47195,3432,12640,2.3
Stanislaus County,CA,01/27/2021,49488,2293,24251,4.4
Stanislaus County,CA,02/03/2021,51291,1803,37893,6.9
Stanislaus County,CA,02/10/2021,53056,1765,44620,8.1
Stanislaus County,CA,02/17/2021,54178,1122,53024,9.6
Stanislaus County,CA,02/24/2021,55109,931,60035,10.9
Stanislaus County,CA,03/03/2021,55790,681,72427,13.2
Stanislaus County,CA,03/10/2021,56383,593,92982,16.9
Stanislaus County,CA,03/17/2021,56973,590,117721,21.4
Stanislaus County,CA,03/24/2021,57746,773,139461,25.3
Stanislaus County,CA,03/31/2021,58347,601,157563,28.6
Stanislaus County,CA,04/07/2021,59010,663,176947,32.1
Stanislaus County,CA,04/14/2021,59560,550,199914,36.3
Stanislaus County,CA,04/21/2021,60044,484,218202,39.6
Stanislaus County,CA,04/28/2021,60553,509,231152,42
Stanislaus County,CA,05/05/2021,61066,513,240827,43.7
Stanislaus County,CA,05/12/2021,61520,454,249004,45.2
Stanislaus County,CA,05/19/2021,61840,320,255684,46.4
Stanislaus County,CA,05/26/2021,62166,326,262981,47.8
Stanislaus County,CA,06/02/2021,62361,195,266994,48.5
Stanislaus County,CA,06/09/2021,62584,223,269724,49
Stanislaus County,CA,06/16/2021,62778,194,274111,49.8
Stanislaus County,CA,06/23/2021,62992,214,278695,50.6
Stanislaus County,CA,06/30/2021,63076,84,283870,51.6
Stanislaus County,CA,07/07/2021,63253,177,289086,52.5
Stanislaus County,CA,07/14/2021,63466,213,292917,53.2
Stanislaus County,CA,07/21/2021,63989,523,296277,53.8
Stanislaus County,CA,07/28/2021,64687,698,300190,54.5
Stanislaus County,CA,08/04/2021,65800,1113,303963,55.2
Stanislaus County,CA,08/11/2021,67365,1565,311697,56.6
Stanislaus County,CA,08/18/2021,69488,2123,322454,58.6
Stanislaus County,CA,08/25/2021,71623,2135,327486,59.5
Stanislaus County,CA,09/01/2021,74678,3055,334398,60.7
Stanislaus County,CA,09/08/2021,76715,2037,337580,61.3
Stanislaus County,CA,09/15/2021,78799,2084,342533,62.2
Stanislaus County,CA,09/22/2021,80463,1664,356087,64.7
Stanislaus County,CA,09/29/2021,81928,1465,370860,67.3
Stanislaus County,CA,10/06/2021,83108,1180,375593,68.2
Stanislaus County,CA,10/13/2021,84208,1100,384161,69.8
Stanislaus County,CA,10/20/2021,85233,1025,388115,70.5
Stanislaus County,CA,10/27/2021,86384,1151,391950,71.2
Stanislaus County,CA,11/03/2021,87563,1179,397771,72.2
Stanislaus County,CA,11/10/2021,88535,972,401777,73
Stanislaus County,CA,11/17/2021,89340,805,407764,74.1
Stanislaus County,CA,11/24/2021,89984,644,415713,75.5
Stanislaus County,CA,12/01/2021,90573,589,418585,76
Stanislaus County,CA,12/08/2021,91370,797,423786,77
Stanislaus County,CA,12/15/2021,92051,681,427863,77.7
Stanislaus County,CA,12/22/2021,92749,698,432493,78.5
Stanislaus County,CA,12/29/2021,93695,946,436023,79.2
Stanislaus County,CA,01/05/2022,96416,2721,439817,79.9
Stanislaus County,CA,01/12/2022,102808,6392,445059,80.8
Stanislaus County,CA,01/19/2022,111193,8385,450125,81.7
Stanislaus County,CA,01/26/2022,120475,9282,453900,82.4
Stanislaus County,CA,02/02/2022,126233,5758,370148,67.2
Stanislaus County,CA,02/09/2022,129052,2819,373669,67.9
Stanislaus County,CA,02/16/2022,131310,2258,376375,68.3
Stanislaus County,CA,02/23/2022,132652,1342,378733,68.8
Stanislaus County,CA,03/02/2022,133682,1030,381001,69.2
Stanislaus County,CA,03/09/2022,134665,983,381184,69.2
Stanislaus County,CA,03/16/2022,134665,0,382421,69.4
Stanislaus County,CA,03/23/2022,134665,0,383471,69.6
Stanislaus County,CA,03/30/2022,134665,0,384392,69.8
Stanislaus County,CA,04/06/2022,134665,0,385690,70
Stanislaus County,CA,04/13/2022,134665,0,386619,70.2
Stanislaus County,CA,04/20/2022,134912,247,387681,70.4
Stanislaus County,CA,04/27/2022,135274,362,388609,70.6
Stanislaus County,CA,05/04/2022,135627,353,389533,70.7
Stanislaus County,CA,05/11/2022,136009,382,390271,70.9
Stanislaus County,CA,05/18/2022,136683,674,384530,69.8
Stanislaus County,CA,05/25/2022,137754,1071,385520,70
Stanislaus County,CA,06/01/2022,138819,1065,386770,70.2
Stanislaus County,CA,06/08/2022,140032,1213,386396,70.2
Stanislaus County,CA,06/15/2022,141364,1332,387072,70.3
Stanislaus County,CA,06/22/2022,142656,1292,387830,70.4
Stanislaus County,CA,06/29/2022,144052,1396,388406,70.5
Stanislaus County,CA,07/06/2022,145589,1537,388981,70.6
Stanislaus County,CA,07/13/2022,147171,1582,388234,70.5
Stanislaus County,CA,07/20/2022,148802,1631,389069,70.7
Stanislaus County,CA,07/27/2022,150318,1516,389941,70.8
Stanislaus County,CA,08/03/2022,151657,1339,390553,70.9
Stanislaus County,CA,08/10/2022,152867,1210,389707,70.8
Stanislaus County,CA,08/17/2022,154027,1160,390180,70.9
Stanislaus County,CA,08/24/2022,155088,1061,390630,70.9
Stanislaus County,CA,08/31/2022,156349,1261,391116,71
Stanislaus County,CA,09/07/2022,157295,946,391345,71.1
Stanislaus County,CA,09/14/2022,157910,615,391393,71.1
Stanislaus County,CA,09/21/2022,158598,688,392027,71.2
Stanislaus County,CA,09/28/2022,159014,416,392936,71.4
Stanislaus County,CA,10/05/2022,159432,418,394005,71.6
Stanislaus County,CA,10/12/2022,159602,170,416250,75.6
Stanislaus County,CA,10/19/2022,159859,257,417283,75.8
Stanislaus County,CA,10/26/2022,160096,237,417310,75.8
Stanislaus County,CA,11/02/2022,160425,329,417371,75.8
Stanislaus County,CA,11/09/2022,160700,275,418377,76
Stanislaus County,CA,11/16/2022,161038,338,419251,76.1
Stanislaus County,CA,11/23/2022,161550,512,419284,76.1
Stanislaus County,CA,11/30/2022,161935,385,339701,61.7
Stanislaus County,CA,12/07/2022,162658,723,339811,61.7
Stanislaus County,CA,12/14/2022,163343,685,340070,61.8
Stanislaus County,CA,12/21/2022,164254,911,340091,61.8
Stanislaus County,CA,12/28/2022,164769,515,340258,61.8
Stanislaus County,CA,01/04/2023,165369,600,340313,61.8
Stanislaus County,CA,01/11/2023,165776,407,340391,61.8
Stanislaus County,CA,01/18/2023,166300,524,342231,62.1
Stanislaus County,CA,01/25/2023,166593,293,342430,62.2
Stanislaus County,CA,02/01/2023,166802,209,342546,62.2
Stanislaus County,CA,02/08/2023,167175,373,342380,62.2
Stanislaus County,CA,02/15/2023,167518,343,342492,62.2
Stanislaus County,CA,02/22/2023,167774,256,342561,62.2
Stanislaus County,CA,03/01/2023,168094,320,350060,63.6
Stanislaus County,CA,03/08/2023,168402,308,350115,63.6
Stanislaus County,CA,03/15/2023,168668,266,350220,63.6
Stanislaus County,CA,03/22/2023,168922,254,350301,63.6
Stanislaus County,CA,03/29/2023,169137,215,350387,63.6
Stanislaus County,CA,04/05/2023,169281,144,350463,63.6
Stanislaus County,CA,04/12/2023,169445,164,350581,63.7
Stanislaus County,CA,04/19/2023,169602,157,350637,63.7
Stanislaus County,CA,04/26/2023,169743,141,350689,63.7
Stanislaus County,CA,05/03/2023,169876,133,350727,63.7
Stanislaus County,CA,05/10/2023,169992,116,350788,63.7
Tuolumne County,CA,12/16/2020,1881,610,0,0
Tuolumne County,CA,12/23/2020,2536,655,0,0
Tuolumne County,CA,12/30/2020,2809,273,0,0
Tuolumne County,CA,01/06/2021,3015,206,0,0
Tuolumne County,CA,01/13/2021,3205,190,0,0
Tuolumne County,CA,01/20/2021,3356,151,1957,3.6
Tuolumne County,CA,01/27/2021,3480,124,3053,5.6
Tuolumne County,CA,02/03/2021,3577,97,5348,9.8
Tuolumne County,CA,02/10/2021,3703,126,7187,13.2
Tuolumne County,CA,02/17/2021,3827,124,8777,16.1
Tuolumne County,CA,02/24/2021,3895,68,10957,20.1
Tuolumne County,CA,03/03/2021,3939,44,12559,23.1
Tuolumne County,CA,03/10/2021,3962,23,14351,26.3
Tuolumne County,CA,03/17/2021,3972,10,15906,29.2
Tuolumne County,CA,03/24/2021,3991,19,17329,31.8
Tuolumne County,CA,03/31/2021,4007,16,19281,35.4
Tuolumne County,CA,04/07/2021,4016,9,20345,37.3
Tuolumne County,CA,04/14/2021,4030,14,22002,40.4
Tuolumne County,CA,04/21/2021,4050,20,23218,42.6
Tuolumne County,CA,04/28/2021,4064,14,24156,44.3
Tuolumne County,CA,05/05/2021,4077,13,24623,45.2
Tuolumne County,CA,05/12/2021,4093,16,25225,46.3
Tuolumne County,CA,05/19/2021,4110,17,25698,47.2
Tuolumne County,CA,05/26/2021,4121,11,26286,48.3
Tuolumne County,CA,06/02/2021,4133,12,26616,48.9
Tuolumne County,CA,06/09/2021,4137,4,26755,49.1
Tuolumne County,CA,06/16/2021,4150,13,27085,49.7
Tuolumne County,CA,06/23/2021,4150,0,27415,50.3
Tuolumne County,CA,06/30/2021,4150,0,27714,50.9
Tuolumne County,CA,07/07/2021,4152,2,28023,51.4
Tuolumne County,CA,07/14/2021,4162,10,28304,52
Tuolumne County,CA,07/21/2021,4198,36,28584,52.5
Tuolumne County,CA,07/28/2021,4324,126,28871,53
Tuolumne County,CA,08/04/2021,4606,282,29265,53.7
Tuolumne County,CA,08/11/2021,4823,217,29787,54.7
Tuolumne County,CA,08/18/2021,5092,269,30630,56.2
Tuolumne County,CA,08/25/2021,5342,250,31164,57.2
Tuolumne County,CA,09/01/2021,5572,230,31663,58.1
Tuolumne County,CA,09/08/2021,5817,245,32071,58.9
Tuolumne County,CA,09/15/2021,6016,199,32468,59.6
Tuolumne County,CA,09/22/2021,6207,191,34101,62.6
Tuolumne County,CA,09/29/2021,6380,173,34627,63.6
Tuolumne County,CA,10/06/2021,6547,167,35135,64.5
Tuolumne County,CA,10/13/2021,6713,166,35858,65.8
Tuolumne County,CA,10/20/2021,6864,151,36154,66.4
Tuolumne County,CA,10/27/2021,7082,218,36618,67.2
Tuolumne County,CA,11/03/2021,7297,215,37517,68.9
Tuolumne County,CA,11/10/2021,7450,153,38289,70.3
Tuolumne County,CA,11/17/2021,7583,133,39293,72.1
Tuolumne County,CA,11/24/2021,7680,97,40336,74
Tuolumne County,CA,12/01/2021,7750,70,40720,74.7
Tuolumne County,CA,12/08/2021,7851,101,41379,76
Tuolumne County,CA,12/15/2021,7923,72,41982,77.1
Tuolumne County,CA,12/22/2021,8007,84,42521,78.1
Tuolumne County,CA,12/29/2021,8123,116,42842,78.6
Tuolumne County,CA,01/05/2022,8368,245,43132,79.2
Tuolumne County,CA,01/12/2022,9010,642,43596,80
Tuolumne County,CA,01/19/2022,9832,822,43963,80.7
Tuolumne County,CA,01/26/2022,10922,1090,44369,81.4
Tuolumne County,CA,02/02/2022,11807,885,37064,68
Tuolumne County,CA,02/09/2022,12154,347,37323,68.5
Tuolumne County,CA,02/16/2022,12485,331,37526,68.9
Tuolumne County,CA,02/23/2022,12668,183,37687,69.2
Tuolumne County,CA,03/02/2022,12836,168,37857,69.5
Tuolumne County,CA,03/09/2022,13013,177,37695,69.2
Tuolumne County,CA,03/16/2022,13171,158,37797,69.4
Tuolumne County,CA,03/23/2022,13183,12,37870,69.5
Tuolumne County,CA,03/30/2022,13183,0,37948,69.7
Tuolumne County,CA,04/06/2022,13188,5,38110,70
Tuolumne County,CA,04/13/2022,13199,11,38234,70.2
Tuolumne County,CA,04/20/2022,13216,17,38366,70.4
Tuolumne County,CA,04/27/2022,13252,36,38494,70.7
Tuolumne County,CA,05/04/2022,13332,80,38611,70.9
Tuolumne County,CA,05/11/2022,13407,75,38739,71.1
Tuolumne County,CA,05/18/2022,13504,97,38057,69.9
Tuolumne County,CA,05/25/2022,13683,179,38232,70.2
Tuolumne County,CA,06/01/2022,13819,136,38368,70.4
Tuolumne County,CA,06/08/2022,13940,121,38231,70.2
Tuolumne County,CA,06/15/2022,14071,131,38332,70.4
Tuolumne County,CA,06/22/2022,14237,166,38404,70.5
Tuolumne County,CA,06/29/2022,14460,223,38493,70.7
Tuolumne County,CA,07/06/2022,14693,233,38574,70.8
Tuolumne County,CA,07/13/2022,14933,240,38063,69.9
Tuolumne County,CA,07/20/2022,15241,308,38176,70.1
Tuolumne County,CA,07/27/2022,15467,226,38259,70.2
Tuolumne County,CA,08/03/2022,15649,182,38312,70.3
Tuolumne County,CA,08/10/2022,15783,134,38028,69.8
Tuolumne County,CA,08/17/2022,15910,127,38073,69.9
Tuolumne County,CA,08/24/2022,16017,107,38117,70
Tuolumne County,CA,08/31/2022,16155,138,38174,70.1
Tuolumne County,CA,09/07/2022,16240,85,38186,70.1
Tuolumne County,CA,09/14/2022,16331,91,38165,70.1
Tuolumne County,CA,09/21/2022,16393,62,38228,70.2
Tuolumne County,CA,09/28/2022,16443,50,38422,70.5
Tuolumne County,CA,10/05/2022,16491,48,38656,71
Tuolumne County,CA,10/12/2022,16524,33,42923,78.8
Tuolumne County,CA,10/19/2022,16561,37,43101,79.1
Tuolumne County,CA,10/26/2022,16592,31,43128,79.2
Tuolumne County,CA,11/02/2022,16606,14,43160,79.2
Tuolumne County,CA,11/09/2022,16660,54,43318,79.5
Tuolumne County,CA,11/16/2022,16738,78,43457,79.8
Tuolumne County,CA,11/23/2022,16819,81,43469,79.8
Tuolumne County,CA,11/30/2022,16879,60,34034,62.5
Tuolumne County,CA,12/07/2022,16988,109,34057,62.5
Tuolumne County,CA,12/14/2022,17095,107,34085,62.6
Tuolumne County,CA,12/21/2022,17269,174,34099,62.6
Tuolumne County,CA,12/28/2022,17353,84,34130,62.6
Tuolumne County,CA,01/04/2023,17448,95,34146,62.7
Tuolumne County,CA,01/11/2023,17545,97,34161,62.7
Tuolumne County,CA,01/18/2023,17614,69,34265,62.9
Tuolumne County,CA,01/25/2023,17645,31,34284,62.9
Tuolumne County,CA,02/01/2023,17703,58,34304,63
Tuolumne County,CA,02/08/2023,17745,42,34297,63
Tuolumne County,CA,02/15/2023,17793,48,34305,63
Tuolumne County,CA,02/22/2023,17822,29,34309,63
Tuolumne County,CA,03/01/2023,17871,49,34316,63
Tuolumne County,CA,03/08/2023,17939,68,34326,63
Tuolumne County,CA,03/15/2023,17965,26,34334,63
Tuolumne County,CA,03/22/2023,17985,20,34339,63
Tuolumne County,CA,03/29/2023,17996,11,34343,63
Tuolumne County,CA,04/05/2023,18001,5,34345,63
Tuolumne County,CA,04/12/2023,18008,7,34352,63.1
Tuolumne County,CA,04/19/2023,18016,8,34361,63.1
Tuolumne County,CA,04/26/2023,18022,6,34365,63.1
Tuolumne County,CA,05/03/2023,18032,10,34366,63.1
Tuolumne County,CA,05/10/2023,18082,50,34368,63.1
Ventura County,CA,12/16/2020,29126,4579,0,0
Ventura County,CA,12/23/2020,33950,4824,0,0
Ventura County,CA,12/30/2020,40390,6440,0,0
Ventura County,CA,01/06/2021,48345,7955,0,0
Ventura County,CA,01/13/2021,57422,9077,13021,1.5
Ventura County,CA,01/20/2021,64980,7558,25345,3
Ventura County,CA,01/27/2021,70010,5030,43738,5.2
Ventura County,CA,02/03/2021,74166,4156,62697,7.4
Ventura County,CA,02/10/2021,77013,2847,81262,9.6
Ventura County,CA,02/17/2021,78784,1771,96875,11.5
Ventura County,CA,02/24/2021,79878,1094,117348,13.9
Ventura County,CA,03/03/2021,80762,884,146931,17.4
Ventura County,CA,03/10/2021,81362,600,165357,19.5
Ventura County,CA,03/17/2021,81526,164,186946,22.1
Ventura County,CA,03/24/2021,81809,283,230048,27.2
Ventura County,CA,03/31/2021,82185,376,260520,30.8
Ventura County,CA,04/07/2021,82476,291,293967,34.7
Ventura County,CA,04/14/2021,82792,316,325151,38.4
Ventura County,CA,04/21/2021,82974,182,365050,43.1
Ventura County,CA,04/28/2021,83120,146,394712,46.7
Ventura County,CA,05/05/2021,83331,211,412164,48.7
Ventura County,CA,05/12/2021,83539,208,429339,50.7
Ventura County,CA,05/19/2021,83725,186,443911,52.5
Ventura County,CA,05/26/2021,83914,189,459114,54.3
Ventura County,CA,06/02/2021,84037,123,471974,55.8
Ventura County,CA,06/09/2021,84172,135,480588,56.8
Ventura County,CA,06/16/2021,84248,76,489067,57.8
Ventura County,CA,06/23/2021,84353,105,497570,58.8
Ventura County,CA,06/30/2021,84467,114,505383,59.7
Ventura County,CA,07/07/2021,84682,215,510941,60.4
Ventura County,CA,07/14/2021,85254,572,517770,61.2
Ventura County,CA,07/21/2021,85881,627,524017,61.9
Ventura County,CA,07/28/2021,86680,799,531200,62.8
Ventura County,CA,08/04/2021,87866,1186,538539,63.7
Ventura County,CA,08/11/2021,89414,1548,546546,64.6
Ventura County,CA,08/18/2021,91433,2019,553673,65.4
Ventura County,CA,08/25/2021,93092,1659,559112,66.1
Ventura County,CA,09/01/2021,94278,1186,566844,67
Ventura County,CA,09/08/2021,95289,1011,570806,67.5
Ventura County,CA,09/15/2021,96945,1656,577647,68.3
Ventura County,CA,09/22/2021,97973,1028,581774,68.8
Ventura County,CA,09/29/2021,98829,856,585228,69.2
Ventura County,CA,10/06/2021,99582,753,589828,69.7
Ventura County,CA,10/13/2021,100282,700,593562,70.2
Ventura County,CA,10/20/2021,100829,547,597335,70.6
Ventura County,CA,10/27/2021,101326,497,601807,71.1
Ventura County,CA,11/03/2021,101911,585,605088,71.5
Ventura County,CA,11/10/2021,102564,653,609348,72
Ventura County,CA,11/17/2021,103115,551,616205,72.8
Ventura County,CA,11/24/2021,103578,463,622644,73.6
Ventura County,CA,12/01/2021,104063,485,626987,74.1
Ventura County,CA,12/08/2021,105089,1026,631934,74.7
Ventura County,CA,12/15/2021,105922,833,636891,75.3
Ventura County,CA,12/22/2021,107407,1485,641455,75.8
Ventura County,CA,12/29/2021,111399,3992,645444,76.3
Ventura County,CA,01/05/2022,120718,9319,650035,76.8
Ventura County,CA,01/12/2022,137529,16811,654635,77.4
Ventura County,CA,01/19/2022,152002,14473,666414,78.8
Ventura County,CA,01/26/2022,167007,15005,670702,79.3
Ventura County,CA,02/02/2022,173976,6969,655732,77.5
Ventura County,CA,02/09/2022,177086,3110,658290,77.8
Ventura County,CA,02/16/2022,179216,2130,660347,78.1
Ventura County,CA,02/23/2022,180129,913,662218,78.3
Ventura County,CA,03/02/2022,180815,686,663772,78.5
Ventura County,CA,03/09/2022,181078,263,664996,78.6
Ventura County,CA,03/16/2022,181375,297,665926,78.7
Ventura County,CA,03/23/2022,181837,462,666776,78.8
Ventura County,CA,03/30/2022,182213,376,667388,78.9
Ventura County,CA,04/06/2022,182461,248,668370,79
Ventura County,CA,04/13/2022,182625,164,669204,79.1
Ventura County,CA,04/20/2022,183210,585,670096,79.2
Ventura County,CA,04/27/2022,183764,554,670820,79.3
Ventura County,CA,05/04/2022,184452,688,671698,79.4
Ventura County,CA,05/11/2022,185429,977,672313,79.5
Ventura County,CA,05/18/2022,186978,1549,671586,79.4
Ventura County,CA,05/25/2022,189319,2341,672341,79.5
Ventura County,CA,06/01/2022,191459,2140,673064,79.6
Ventura County,CA,06/08/2022,193282,1823,673528,79.6
Ventura County,CA,06/15/2022,195306,2024,674202,79.7
Ventura County,CA,06/22/2022,197372,2066,674704,79.8
Ventura County,CA,06/29/2022,200004,2632,675707,79.9
Ventura County,CA,07/06/2022,202703,2699,676560,80
Ventura County,CA,07/13/2022,205261,2558,677655,80.1
Ventura County,CA,07/20/2022,207990,2729,678629,80.2
Ventura County,CA,07/27/2022,210938,2948,679556,80.3
Ventura County,CA,08/03/2022,213014,2076,680170,80.4
Ventura County,CA,08/10/2022,214909,1895,681143,80.5
Ventura County,CA,08/17/2022,216636,1727,681791,80.6
Ventura County,CA,08/24/2022,218360,1724,682325,80.7
Ventura County,CA,08/31/2022,219981,1621,682766,80.7
Ventura County,CA,09/07/2022,221353,1372,682993,80.7
Ventura County,CA,09/14/2022,222419,1066,683702,80.8
Ventura County,CA,09/21/2022,223150,731,684277,80.9
Ventura County,CA,09/28/2022,223888,738,684846,81
Ventura County,CA,10/05/2022,224472,584,685556,81
Ventura County,CA,10/12/2022,224915,443,685903,81.1
Ventura County,CA,10/19/2022,225289,374,687123,81.2
Ventura County,CA,10/26/2022,225607,318,687190,81.2
Ventura County,CA,11/02/2022,225946,339,687322,81.2
Ventura County,CA,11/09/2022,226302,356,688546,81.4
Ventura County,CA,11/16/2022,226802,500,689679,81.5
Ventura County,CA,11/23/2022,227547,745,689749,81.5
Ventura County,CA,11/30/2022,228231,684,686141,81.1
Ventura County,CA,12/07/2022,229601,1370,686666,81.2
Ventura County,CA,12/14/2022,230541,940,687114,81.2
Ventura County,CA,12/21/2022,232663,2122,687157,81.2
Ventura County,CA,12/28/2022,233622,959,687939,81.3
Ventura County,CA,01/04/2023,234733,1111,688287,81.4
Ventura County,CA,01/11/2023,235845,1112,688612,81.4
Ventura County,CA,01/18/2023,236512,667,689279,81.5
Ventura County,CA,01/25/2023,236944,432,689477,81.5
Ventura County,CA,02/01/2023,237429,485,689669,81.5
Ventura County,CA,02/08/2023,237790,361,690052,81.6
Ventura County,CA,02/15/2023,238199,409,690215,81.6
Ventura County,CA,02/22/2023,238577,378,690347,81.6
Ventura County,CA,03/01/2023,238915,338,690492,81.6
Ventura County,CA,03/08/2023,239236,321,690741,81.6
Ventura County,CA,03/15/2023,239500,264,690853,81.7
Ventura County,CA,03/22/2023,239713,213,690964,81.7
Ventura County,CA,03/29/2023,239909,196,691079,81.7
Ventura County,CA,04/05/2023,240097,188,691179,81.7
Ventura County,CA,04/12/2023,240233,136,691397,81.7
Ventura County,CA,04/19/2023,240372,139,691459,81.7
Ventura County,CA,04/26/2023,240547,175,691533,81.7
Ventura County,CA,05/03/2023,240687,140,691618,81.8
Ventura County,CA,05/10/2023,240803,116,691715,81.8
Alameda County,CA,12/16/2020,40715,5792,0,0
Alameda County,CA,12/23/2020,46596,5881,0,0
Alameda County,CA,12/30/2020,51942,5346,0,0
Alameda County,CA,01/06/2021,57658,5716,0,0
Alameda County,CA,01/13/2021,64034,6376,33184,2
Alameda County,CA,01/20/2021,69938,5904,50467,3
Alameda County,CA,01/27/2021,73432,3494,90164,5.4
Alameda County,CA,02/03/2021,76282,2850,120235,7.2
Alameda County,CA,02/10/2021,78707,2425,155795,9.3
Alameda County,CA,02/17/2021,80475,1768,199919,12
Alameda County,CA,02/24/2021,81695,1220,260636,15.6
Alameda County,CA,03/03/2021,82670,975,313612,18.8
Alameda County,CA,03/10/2021,83393,723,360822,21.6
Alameda County,CA,03/17/2021,84048,655,415371,24.9
Alameda County,CA,03/24/2021,84611,563,473996,28.4
Alameda County,CA,03/31/2021,85226,615,542140,32.4
Alameda County,CA,04/07/2021,85949,723,632911,37.9
Alameda County,CA,04/14/2021,86802,853,721014,43.1
Alameda County,CA,04/21/2021,87557,755,841560,50.4
Alameda County,CA,04/28/2021,88226,669,912389,54.6
Alameda County,CA,05/05/2021,88844,618,954791,57.1
Alameda County,CA,05/12/2021,89377,533,989071,59.2
Alameda County,CA,05/19/2021,89794,417,1023414,61.2
Alameda County,CA,05/26/2021,90223,429,1061873,63.5
Alameda County,CA,06/02/2021,90469,246,1083440,64.8
Alameda County,CA,06/09/2021,90739,270,1105394,66.1
Alameda County,CA,06/16/2021,91022,283,1124127,67.3
Alameda County,CA,06/23/2021,91328,306,1138286,68.1
Alameda County,CA,06/30/2021,91671,343,1155952,69.2
Alameda County,CA,07/07/2021,91979,308,1166284,69.8
Alameda County,CA,07/14/2021,92987,1008,1178798,70.5
Alameda County,CA,07/21/2021,94830,1843,1189463,71.2
Alameda County,CA,07/28/2021,96935,2105,1202469,71.9
Alameda County,CA,08/04/2021,99570,2635,1215120,72.7
Alameda County,CA,08/11/2021,102112,2542,1229996,73.6
Alameda County,CA,08/18/2021,104790,2678,1242723,74.4
Alameda County,CA,08/25/2021,107866,3076,1251716,74.9
Alameda County,CA,09/01/2021,111452,3586,1263996,75.6
Alameda County,CA,09/08/2021,113203,1751,1270395,76
Alameda County,CA,09/15/2021,115009,1806,1277991,76.5
Alameda County,CA,09/22/2021,116473,1464,1286542,77
Alameda County,CA,09/29/2021,117611,1138,1295191,77.5
Alameda County,CA,10/06/2021,118747,1136,1303286,78
Alameda County,CA,10/13/2021,119616,869,1310530,78.4
Alameda County,CA,10/20/2021,120381,765,1317088,78.8
Alameda County,CA,10/27/2021,121229,848,1325087,79.3
Alameda County,CA,11/03/2021,122138,909,1332119,79.7
Alameda County,CA,11/10/2021,122982,844,1343400,80.4
Alameda County,CA,11/17/2021,123780,798,1370828,82
Alameda County,CA,11/24/2021,124621,841,1396364,83.5
Alameda County,CA,12/01/2021,125241,620,1410744,84.4
Alameda County,CA,12/08/2021,126428,1187,1427067,85.4
Alameda County,CA,12/15/2021,127440,1012,1441953,86.3
Alameda County,CA,12/22/2021,129380,1940,1457989,87.2
Alameda County,CA,12/29/2021,134359,4979,1469575,87.9
Alameda County,CA,01/05/2022,149893,15534,1480798,88.6
Alameda County,CA,01/12/2022,179322,29429,1494317,89.4
Alameda County,CA,01/19/2022,208273,28951,1511487,90.4
Alameda County,CA,01/26/2022,233965,25692,1523515,91.2
Alameda County,CA,02/02/2022,248845,14880,1475202,88.3
Alameda County,CA,02/09/2022,255654,6809,1482899,88.7
Alameda County,CA,02/16/2022,258903,3249,1489549,89.1
Alameda County,CA,02/23/2022,260675,1772,1495265,89.5
Alameda County,CA,03/02/2022,265342,4667,1499775,89.7
Alameda County,CA,03/09/2022,266563,1221,1501105,89.8
Alameda County,CA,03/16/2022,267364,801,1503849,90
Alameda County,CA,03/23/2022,268185,821,1506123,90.1
Alameda County,CA,03/30/2022,269023,838,1507866,90.2
Alameda County,CA,04/06/2022,270023,1000,1510091,90.4
Alameda County,CA,04/13/2022,270529,506,1512044,90.5
Alameda County,CA,04/20/2022,273090,2561,1514117,90.6
Alameda County,CA,04/27/2022,275290,2200,1516028,90.7
Alameda County,CA,05/04/2022,278371,3081,1518265,90.8
Alameda County,CA,05/11/2022,282518,4147,1519947,90.9
Alameda County,CA,05/18/2022,287619,5101,1515629,90.7
Alameda County,CA,05/25/2022,293830,6211,1517690,90.8
Alameda County,CA,06/01/2022,299752,5922,1519526,90.9
Alameda County,CA,06/08/2022,305789,6037,1520566,91
Alameda County,CA,06/15/2022,311417,5628,1522403,91.1
Alameda County,CA,06/22/2022,316261,4844,1523998,91.2
Alameda County,CA,06/29/2022,322655,6394,1528190,91.4
Alameda County,CA,07/06/2022,328167,5512,1533451,91.8
Alameda County,CA,07/13/2022,334017,5850,1538384,92
Alameda County,CA,07/20/2022,339747,5730,1542060,92.3
Alameda County,CA,07/27/2022,344463,4716,1545590,92.5
Alameda County,CA,08/03/2022,349190,4727,1548259,92.6
Alameda County,CA,08/10/2022,352753,3563,1551681,92.8
Alameda County,CA,08/17/2022,355573,2820,1554260,93
Alameda County,CA,08/24/2022,357946,2373,1556537,93.1
Alameda County,CA,08/31/2022,360497,2551,1558441,93.2
Alameda County,CA,09/07/2022,362091,1594,1559571,93.3
Alameda County,CA,09/14/2022,363656,1565,1561959,93.5
