County,State,Date,cumulative_cases,New.cases,Pop_Vacs,Pop_Vacs_Pct
Amador County,CA,12/16/2020,1679,628,0,0
Amador County,CA,12/23/2020,1856,177,0,0
Amador County,CA,12/30/2020,2406,550,0,0
Amador County,CA,01/06/2021,2717,311,0,0
Amador County,CA,01/13/2021,2921,204,633,1.6
Amador County,CA,01/20/2021,3048,127,1441,3.6
Amador County,CA,01/27/2021,3137,89,2214,5.6
Amador County,CA,02/03/2021,3302,165,3101,7.8
Amador County,CA,02/10/2021,3376,74,3945,9.9
Amador County,CA,02/17/2021,3442,66,5534,13.9
Amador County,CA,02/24/2021,3470,28,6859,17.3
Amador County,CA,03/03/2021,3505,35,8459,21.3
Amador County,CA,03/10/2021,3526,21,9298,23.4
Amador County,CA,03/17/2021,3542,16,10412,26.2
Amador County,CA,03/24/2021,3556,14,12349,31.1
Amador County,CA,03/31/2021,3583,27,13887,34.9
Amador County,CA,04/07/2021,3620,37,14918,37.5
Amador County,CA,04/14/2021,3642,22,16081,40.5
Amador County,CA,04/21/2021,3664,22,16939,42.6
Amador County,CA,04/28/2021,3678,14,17895,45
Amador County,CA,05/05/2021,3683,5,18413,46.3
Amador County,CA,05/12/2021,3690,7,18993,47.8
Amador County,CA,05/19/2021,3702,12,19312,48.6
Amador County,CA,05/26/2021,3709,7,19774,49.7
Amador County,CA,06/02/2021,3720,11,20059,50.5
Amador County,CA,06/09/2021,3737,17,20194,50.8
Amador County,CA,06/16/2021,3756,19,20405,51.3
Amador County,CA,06/23/2021,3776,20,20866,52.5
Amador County,CA,06/30/2021,3787,11,21271,53.5
Amador County,CA,07/07/2021,3801,14,21657,54.5
Amador County,CA,07/14/2021,3817,16,21929,55.2
Amador County,CA,07/21/2021,3841,24,22157,55.7
Amador County,CA,07/28/2021,3895,54,22436,56.4
Amador County,CA,08/04/2021,3987,92,22705,57.1
Amador County,CA,08/11/2021,4130,143,23157,58.3
Amador County,CA,08/18/2021,4304,174,23564,59.3
Amador County,CA,08/25/2021,4421,117,23903,60.1
Amador County,CA,09/01/2021,4598,177,24225,60.9
Amador County,CA,09/08/2021,4725,127,24431,61.5
Amador County,CA,09/15/2021,4838,113,24675,62.1
Amador County,CA,09/22/2021,4948,110,25093,63.1
Amador County,CA,09/29/2021,5101,153,26097,65.6
Amador County,CA,10/06/2021,5249,148,26368,66.3
Amador County,CA,10/13/2021,5358,109,26737,67.3
Amador County,CA,10/20/2021,5424,66,26912,67.7
Amador County,CA,10/27/2021,5522,98,27181,68.4
Amador County,CA,11/03/2021,5595,73,27860,70.1
Amador County,CA,11/10/2021,5659,64,28349,71.3
Amador County,CA,11/17/2021,5710,51,28928,72.8
Amador County,CA,11/24/2021,5738,28,29376,73.9
Amador County,CA,12/01/2021,5784,46,29715,74.8
Amador County,CA,12/08/2021,5849,65,30184,75.9
Amador County,CA,12/15/2021,5882,33,30475,76.7
Amador County,CA,12/22/2021,5921,39,30790,77.5
Amador County,CA,12/29/2021,5984,63,31060,78.1
Amador County,CA,01/05/2022,6138,154,31249,78.6
Amador County,CA,01/12/2022,6488,350,31610,79.5
Amador County,CA,01/19/2022,7007,519,31923,80.3
Amador County,CA,01/26/2022,7861,854,32210,81
Amador County,CA,02/02/2022,8377,516,26016,65.4
Amador County,CA,02/09/2022,8644,267,26162,65.8
Amador County,CA,02/16/2022,8806,162,26277,66.1
Amador County,CA,02/23/2022,8884,78,26422,66.5
Amador County,CA,03/02/2022,8982,98,26523,66.7
Amador County,CA,03/09/2022,9061,79,26451,66.5
Amador County,CA,03/16/2022,9100,39,26505,66.7
Amador County,CA,03/23/2022,9106,6,26564,66.8
Amador County,CA,03/30/2022,9127,21,26616,67
Amador County,CA,04/06/2022,9134,7,26709,67.2
Amador County,CA,04/13/2022,9135,1,26761,67.3
Amador County,CA,04/20/2022,9140,5,26852,67.5
Amador County,CA,04/27/2022,9174,34,26913,67.7
Amador County,CA,05/04/2022,9210,36,27005,67.9
Amador County,CA,05/11/2022,9230,20,27081,68.1
Amador County,CA,05/18/2022,9261,31,26648,67
Amador County,CA,05/25/2022,9329,68,26780,67.4
Amador County,CA,06/01/2022,9419,90,26899,67.7
Amador County,CA,06/08/2022,9506,87,26759,67.3
Amador County,CA,06/15/2022,9664,158,26818,67.5
Amador County,CA,06/22/2022,9751,87,26866,67.6
Amador County,CA,06/29/2022,9946,195,26930,67.7
Amador County,CA,07/06/2022,10074,128,26964,67.8
Amador County,CA,07/13/2022,10171,97,26790,67.4
Amador County,CA,07/20/2022,10281,110,26853,67.6
Amador County,CA,07/27/2022,10400,119,26900,67.7
Amador County,CA,08/03/2022,10458,58,26950,67.8
Amador County,CA,08/10/2022,10508,50,26896,67.7
Amador County,CA,08/17/2022,10585,77,26925,67.7
Amador County,CA,08/24/2022,10653,68,26949,67.8
Amador County,CA,08/31/2022,10723,70,26963,67.8
Amador County,CA,09/07/2022,10790,67,26971,67.8
Amador County,CA,09/14/2022,10826,36,26926,67.7
Amador County,CA,09/21/2022,10875,49,26977,67.9
Amador County,CA,09/28/2022,10910,35,27141,68.3
Amador County,CA,10/05/2022,10924,14,27341,68.8
Amador County,CA,10/12/2022,10942,18,31124,78.3
Amador County,CA,10/19/2022,10955,13,31252,78.6
Amador County,CA,10/26/2022,10967,12,31257,78.6
Amador County,CA,11/02/2022,10984,17,31275,78.7
Amador County,CA,11/09/2022,11009,25,31383,78.9
Amador County,CA,11/16/2022,11036,27,31482,79.2
Amador County,CA,11/23/2022,11060,24,31488,79.2
Amador County,CA,11/30/2022,11078,18,23621,59.4
Amador County,CA,12/07/2022,11124,46,23643,59.5
Amador County,CA,12/14/2022,11164,40,23665,59.5
Amador County,CA,12/21/2022,11225,61,23668,59.5
Amador County,CA,12/28/2022,11273,48,23686,59.6
Amador County,CA,01/04/2023,11300,27,23689,59.6
Amador County,CA,01/11/2023,11346,46,23691,59.6
Amador County,CA,01/18/2023,11362,16,23748,59.7
Amador County,CA,01/25/2023,11405,43,23755,59.8
Amador County,CA,02/01/2023,11432,27,23763,59.8
Amador County,CA,02/08/2023,11462,30,23754,59.8
Amador County,CA,02/15/2023,11489,27,23759,59.8
Amador County,CA,02/22/2023,11506,17,23765,59.8
Amador County,CA,03/01/2023,11540,34,23767,59.8
Amador County,CA,03/08/2023,11553,13,23770,59.8
Amador County,CA,03/15/2023,11576,23,23774,59.8
Amador County,CA,03/22/2023,11584,8,23775,59.8
Amador County,CA,03/29/2023,11597,13,23781,59.8
Amador County,CA,04/05/2023,11609,12,23783,59.8
Amador County,CA,04/12/2023,11634,25,23783,59.8
Amador County,CA,04/19/2023,11674,40,23787,59.8
Amador County,CA,04/26/2023,11688,14,23788,59.8
Amador County,CA,05/03/2023,11695,7,23792,59.9
Amador County,CA,05/10/2023,11705,10,23795,59.9
Contra Costa County,CA,12/16/2020,31749,3566,0,0
Contra Costa County,CA,12/23/2020,36157,4408,0,0
Contra Costa County,CA,12/30/2020,39833,3676,0,0
Contra Costa County,CA,01/06/2021,44187,4354,0,0
Contra Costa County,CA,01/13/2021,49078,4891,27636,2.4
Contra Costa County,CA,01/20/2021,53636,4558,45680,4
Contra Costa County,CA,01/27/2021,56310,2674,80314,7
Contra Costa County,CA,02/03/2021,58552,2242,110799,9.6
Contra Costa County,CA,02/10/2021,60343,1791,141767,12.3
Contra Costa County,CA,02/17/2021,61626,1283,172217,14.9
Contra Costa County,CA,02/24/2021,62693,1067,201124,17.4
Contra Costa County,CA,03/03/2021,63649,956,228412,19.8
Contra Costa County,CA,03/10/2021,64424,775,253973,22
Contra Costa County,CA,03/17/2021,65071,647,295349,25.6
Contra Costa County,CA,03/24/2021,65626,555,344718,29.9
Contra Costa County,CA,03/31/2021,66192,566,401743,34.8
Contra Costa County,CA,04/07/2021,66739,547,467030,40.5
Contra Costa County,CA,04/14/2021,67485,746,526869,45.7
Contra Costa County,CA,04/21/2021,68097,612,587432,50.9
Contra Costa County,CA,04/28/2021,68697,600,619514,53.7
Contra Costa County,CA,05/05/2021,69179,482,639904,55.5
Contra Costa County,CA,05/12/2021,69671,492,657242,57
Contra Costa County,CA,05/19/2021,70029,358,678749,58.8
Contra Costa County,CA,05/26/2021,70457,428,702882,60.9
Contra Costa County,CA,06/02/2021,70707,250,715317,62
Contra Costa County,CA,06/09/2021,71078,371,728335,63.1
Contra Costa County,CA,06/16/2021,71428,350,738987,64.1
Contra Costa County,CA,06/23/2021,71818,390,748146,64.9
Contra Costa County,CA,06/30/2021,72152,334,758135,65.7
Contra Costa County,CA,07/07/2021,72625,473,764756,66.3
Contra Costa County,CA,07/14/2021,73349,724,772994,67
Contra Costa County,CA,07/21/2021,74614,1265,780298,67.6
Contra Costa County,CA,07/28/2021,76763,2149,789918,68.5
Contra Costa County,CA,08/04/2021,79320,2557,799315,69.3
Contra Costa County,CA,08/11/2021,81649,2329,810787,70.3
Contra Costa County,CA,08/18/2021,84198,2549,820293,71.1
Contra Costa County,CA,08/25/2021,86748,2550,827191,71.7
Contra Costa County,CA,09/01/2021,91373,4625,837465,72.6
Contra Costa County,CA,09/08/2021,93048,1675,842422,73
Contra Costa County,CA,09/15/2021,94743,1695,848704,73.6
Contra Costa County,CA,09/22/2021,96075,1332,855841,74.2
Contra Costa County,CA,09/29/2021,97151,1076,864240,74.9
Contra Costa County,CA,10/06/2021,98183,1032,872208,75.6
Contra Costa County,CA,10/13/2021,99010,827,879081,76.2
Contra Costa County,CA,10/20/2021,99773,763,884734,76.7
Contra Costa County,CA,10/27/2021,100551,778,891168,77.3
Contra Costa County,CA,11/03/2021,101325,774,896483,77.7
Contra Costa County,CA,11/10/2021,102018,693,905104,78.5
Contra Costa County,CA,11/17/2021,102636,618,921961,79.9
Contra Costa County,CA,11/24/2021,103312,676,936866,81.2
Contra Costa County,CA,12/01/2021,103925,613,945186,81.9
Contra Costa County,CA,12/08/2021,104856,931,954565,82.8
Contra Costa County,CA,12/15/2021,105606,750,963163,83.5
Contra Costa County,CA,12/22/2021,106851,1245,971996,84.3
Contra Costa County,CA,12/29/2021,110187,3336,979580,84.9
Contra Costa County,CA,01/05/2022,120945,10758,986916,85.6
Contra Costa County,CA,01/12/2022,140525,19580,994992,86.3
Contra Costa County,CA,01/19/2022,159875,19350,1003742,87
Contra Costa County,CA,01/26/2022,175868,15993,1009666,87.5
Contra Costa County,CA,02/02/2022,187206,11338,983130,85.2
Contra Costa County,CA,02/09/2022,191907,4701,987716,85.6
Contra Costa County,CA,02/16/2022,195099,3192,991243,85.9
Contra Costa County,CA,02/23/2022,196325,1226,994002,86.2
Contra Costa County,CA,03/02/2022,198135,1810,996312,86.4
Contra Costa County,CA,03/09/2022,199507,1372,997742,86.5
Contra Costa County,CA,03/16/2022,200045,538,999053,86.6
Contra Costa County,CA,03/23/2022,200929,884,1000210,86.7
Contra Costa County,CA,03/30/2022,201535,606,1001128,86.8
Contra Costa County,CA,04/06/2022,202113,578,1002406,86.9
Contra Costa County,CA,04/13/2022,202417,304,1004752,87.1
Contra Costa County,CA,04/20/2022,203424,1007,1006061,87.2
Contra Costa County,CA,04/27/2022,204941,1517,1007145,87.3
Contra Costa County,CA,05/04/2022,206817,1876,1008426,87.4
Contra Costa County,CA,05/11/2022,208949,2132,1009383,87.5
Contra Costa County,CA,05/18/2022,212240,3291,1004751,87.1
Contra Costa County,CA,05/25/2022,216355,4115,1005934,87.2
Contra Costa County,CA,06/01/2022,220364,4009,1007016,87.3
Contra Costa County,CA,06/08/2022,224387,4023,1007857,87.4
Contra Costa County,CA,06/15/2022,228585,4198,1008963,87.5
Contra Costa County,CA,06/22/2022,232086,3501,1009847,87.5
Contra Costa County,CA,06/29/2022,236425,4339,1012504,87.8
Contra Costa County,CA,07/06/2022,240470,4045,1015077,88
Contra Costa County,CA,07/13/2022,244271,3801,1017379,88.2
Contra Costa County,CA,07/20/2022,248262,3991,1019566,88.4
Contra Costa County,CA,07/27/2022,251661,3399,1021554,88.6
Contra Costa County,CA,08/03/2022,254660,2999,1022904,88.7
Contra Costa County,CA,08/10/2022,257312,2652,1024887,88.8
Contra Costa County,CA,08/17/2022,259869,2557,1026353,89
Contra Costa County,CA,08/24/2022,261873,2004,1027442,89.1
Contra Costa County,CA,08/31/2022,264008,2135,1028355,89.1
Contra Costa County,CA,09/07/2022,265881,1873,1028970,89.2
Contra Costa County,CA,09/14/2022,267446,1565,1030450,89.3
Contra Costa County,CA,09/21/2022,268511,1065,1031523,89.4
Contra Costa County,CA,09/28/2022,269842,1331,1033012,89.6
Contra Costa County,CA,10/05/2022,270806,964,1034460,89.7
Contra Costa County,CA,10/12/2022,271624,818,1040983,90.2
Contra Costa County,CA,10/19/2022,272459,835,1043315,90.4
Contra Costa County,CA,10/26/2022,273138,679,1043505,90.5
Contra Costa County,CA,11/02/2022,273871,733,1043805,90.5
Contra Costa County,CA,11/09/2022,274618,747,1046402,90.7
Contra Costa County,CA,11/16/2022,275699,1081,1048869,90.9
Contra Costa County,CA,11/23/2022,276970,1271,1048983,90.9
Contra Costa County,CA,11/30/2022,278079,1109,1033852,89.6
Contra Costa County,CA,12/07/2022,280329,2250,1034804,89.7
Contra Costa County,CA,12/14/2022,282180,1851,1035584,89.8
Contra Costa County,CA,12/21/2022,284792,2612,1035668,89.8
Contra Costa County,CA,12/28/2022,286394,1602,1037219,89.9
Contra Costa County,CA,01/04/2023,287871,1477,1037884,90
Contra Costa County,CA,01/11/2023,289187,1316,1038661,90
Contra Costa County,CA,01/18/2023,290001,814,1039826,90.1
Contra Costa County,CA,01/25/2023,290578,577,1040316,90.2
Contra Costa County,CA,02/01/2023,291404,826,1040781,90.2
Contra Costa County,CA,02/08/2023,292220,816,1041457,90.3
Contra Costa County,CA,02/15/2023,292932,712,1041764,90.3
Contra Costa County,CA,02/22/2023,293710,778,1041986,90.3
Contra Costa County,CA,03/01/2023,294923,1213,1042336,90.4
Contra Costa County,CA,03/08/2023,295696,773,1042774,90.4
Contra Costa County,CA,03/15/2023,296358,662,1043005,90.4
Contra Costa County,CA,03/22/2023,296901,543,1043221,90.4
Contra Costa County,CA,03/29/2023,297345,444,1043482,90.5
Contra Costa County,CA,04/05/2023,297835,490,1043691,90.5
Contra Costa County,CA,04/12/2023,298230,395,1044147,90.5
Contra Costa County,CA,04/19/2023,298670,440,1044374,90.5
Contra Costa County,CA,04/26/2023,299140,470,1044540,90.6
Contra Costa County,CA,05/03/2023,299517,377,1044690,90.6
Contra Costa County,CA,05/10/2023,299781,264,1044969,90.6
El Dorado County,CA,12/16/2020,4274,902,0,0
El Dorado County,CA,12/23/2020,5121,847,0,0
El Dorado County,CA,12/30/2020,5867,746,0,0
El Dorado County,CA,01/06/2021,6663,796,0,0
El Dorado County,CA,01/13/2021,7636,973,3776,2
El Dorado County,CA,01/20/2021,8274,638,5425,2.8
El Dorado County,CA,01/27/2021,8669,395,9379,4.9
El Dorado County,CA,02/03/2021,8973,304,14236,7.4
El Dorado County,CA,02/10/2021,9245,272,18594,9.6
El Dorado County,CA,02/17/2021,9428,183,22655,11.7
El Dorado County,CA,02/24/2021,9565,137,26506,13.7
El Dorado County,CA,03/03/2021,9714,149,31096,16.1
El Dorado County,CA,03/10/2021,9799,85,34267,17.8
El Dorado County,CA,03/17/2021,9851,52,40384,20.9
El Dorado County,CA,03/24/2021,9929,78,47451,24.6
El Dorado County,CA,03/31/2021,10003,74,54663,28.3
El Dorado County,CA,04/07/2021,10126,123,59618,30.9
El Dorado County,CA,04/14/2021,10270,144,65525,34
El Dorado County,CA,04/21/2021,10427,157,71808,37.2
El Dorado County,CA,04/28/2021,10564,137,77056,40
El Dorado County,CA,05/05/2021,10721,157,80791,41.9
El Dorado County,CA,05/12/2021,10830,109,84309,43.7
El Dorado County,CA,05/19/2021,10895,65,87125,45.2
El Dorado County,CA,05/26/2021,10969,74,91038,47.2
El Dorado County,CA,06/02/2021,11006,37,92898,48.2
El Dorado County,CA,06/09/2021,11047,41,94620,49.1
El Dorado County,CA,06/16/2021,11080,33,96083,49.8
El Dorado County,CA,06/23/2021,11137,57,97264,50.4
El Dorado County,CA,06/30/2021,11190,53,100860,52.3
El Dorado County,CA,07/07/2021,11263,73,101817,52.8
El Dorado County,CA,07/14/2021,11377,114,103357,53.6
El Dorado County,CA,07/21/2021,11552,175,104544,54.2
El Dorado County,CA,07/28/2021,11796,244,106012,55
El Dorado County,CA,08/04/2021,12178,382,107493,55.7
El Dorado County,CA,08/11/2021,12733,555,109290,56.7
El Dorado County,CA,08/18/2021,13322,589,110808,57.5
El Dorado County,CA,08/25/2021,13916,594,111879,58
El Dorado County,CA,09/01/2021,14807,891,113413,58.8
El Dorado County,CA,09/08/2021,15274,467,114138,59.2
El Dorado County,CA,09/15/2021,15714,440,115041,59.7
El Dorado County,CA,09/22/2021,16093,379,115959,60.1
El Dorado County,CA,09/29/2021,16351,258,116980,60.7
El Dorado County,CA,10/06/2021,16648,297,117847,61.1
El Dorado County,CA,10/13/2021,16909,261,118494,61.4
El Dorado County,CA,10/20/2021,17127,218,119150,61.8
El Dorado County,CA,10/27/2021,17365,238,119989,62.2
El Dorado County,CA,11/03/2021,17589,224,120856,62.7
El Dorado County,CA,11/10/2021,17800,211,121844,63.2
El Dorado County,CA,11/17/2021,17997,197,123454,64
El Dorado County,CA,11/24/2021,18167,170,124917,64.8
El Dorado County,CA,12/01/2021,18341,174,125954,65.3
El Dorado County,CA,12/08/2021,18546,205,127085,65.9
El Dorado County,CA,12/15/2021,18738,192,128125,66.4
El Dorado County,CA,12/22/2021,18952,214,129128,67
El Dorado County,CA,12/29/2021,19337,385,130066,67.4
El Dorado County,CA,01/05/2022,20435,1098,130771,67.8
El Dorado County,CA,01/12/2022,22216,1781,131719,68.3
El Dorado County,CA,01/19/2022,24406,2190,132923,68.9
El Dorado County,CA,01/26/2022,26260,1854,133777,69.4
El Dorado County,CA,02/02/2022,27690,1430,130466,67.7
El Dorado County,CA,02/09/2022,28472,782,130918,67.9
El Dorado County,CA,02/16/2022,29080,608,131311,68.1
El Dorado County,CA,02/23/2022,29361,281,131697,68.3
El Dorado County,CA,03/02/2022,29552,191,132000,68.4
El Dorado County,CA,03/09/2022,29700,148,132169,68.5
El Dorado County,CA,03/16/2022,29781,81,132333,68.6
El Dorado County,CA,03/23/2022,29864,83,132473,68.7
El Dorado County,CA,03/30/2022,29913,49,132595,68.8
El Dorado County,CA,04/06/2022,29956,43,132745,68.8
El Dorado County,CA,04/13/2022,29969,13,132892,68.9
El Dorado County,CA,04/20/2022,30039,70,133033,69
El Dorado County,CA,04/27/2022,30123,84,133142,69
El Dorado County,CA,05/04/2022,30261,138,133318,69.1
El Dorado County,CA,05/11/2022,30428,167,133441,69.2
El Dorado County,CA,05/18/2022,30680,252,133431,69.2
El Dorado County,CA,05/25/2022,31054,374,133612,69.3
El Dorado County,CA,06/01/2022,31490,436,133761,69.4
El Dorado County,CA,06/08/2022,31871,381,133842,69.4
El Dorado County,CA,06/15/2022,32294,423,134002,69.5
El Dorado County,CA,06/22/2022,32643,349,134109,69.5
El Dorado County,CA,06/29/2022,33168,525,134308,69.6
El Dorado County,CA,07/06/2022,33697,529,134480,69.7
El Dorado County,CA,07/13/2022,34090,393,134628,69.8
El Dorado County,CA,07/20/2022,34519,429,134789,69.9
El Dorado County,CA,07/27/2022,34859,340,134947,70
El Dorado County,CA,08/03/2022,35146,287,135043,70
El Dorado County,CA,08/10/2022,35346,200,135223,70.1
El Dorado County,CA,08/17/2022,35560,214,135318,70.2
El Dorado County,CA,08/24/2022,35763,203,135424,70.2
El Dorado County,CA,08/31/2022,36006,243,135494,70.3
El Dorado County,CA,09/07/2022,36171,165,135535,70.3
El Dorado County,CA,09/14/2022,36309,138,135671,70.4
El Dorado County,CA,09/21/2022,36399,90,135806,70.4
El Dorado County,CA,09/28/2022,36508,109,135972,70.5
El Dorado County,CA,10/05/2022,36615,107,136150,70.6
El Dorado County,CA,10/12/2022,36674,59,136864,71
El Dorado County,CA,10/19/2022,36745,71,137143,71.1
El Dorado County,CA,10/26/2022,36819,74,137179,71.1
El Dorado County,CA,11/02/2022,36933,114,137251,71.2
El Dorado County,CA,11/09/2022,37026,93,137611,71.4
El Dorado County,CA,11/16/2022,37217,191,137827,71.5
El Dorado County,CA,11/23/2022,37370,153,137835,71.5
El Dorado County,CA,11/30/2022,37520,150,135754,70.4
El Dorado County,CA,12/07/2022,37773,253,135844,70.4
El Dorado County,CA,12/14/2022,37930,157,135881,70.5
El Dorado County,CA,12/21/2022,38187,257,135903,70.5
El Dorado County,CA,12/28/2022,38336,149,136023,70.5
El Dorado County,CA,01/04/2023,38493,157,136102,70.6
El Dorado County,CA,01/11/2023,38633,140,136176,70.6
El Dorado County,CA,01/18/2023,38711,78,136269,70.7
El Dorado County,CA,01/25/2023,38783,72,136305,70.7
El Dorado County,CA,02/01/2023,38820,37,136335,70.7
El Dorado County,CA,02/08/2023,38876,56,136410,70.7
El Dorado County,CA,02/15/2023,38961,85,136455,70.8
El Dorado County,CA,02/22/2023,39039,78,136487,70.8
El Dorado County,CA,03/01/2023,39101,62,136514,70.8
El Dorado County,CA,03/08/2023,39175,74,136550,70.8
El Dorado County,CA,03/15/2023,39227,52,136571,70.8
El Dorado County,CA,03/22/2023,39270,43,136591,70.8
El Dorado County,CA,03/29/2023,39313,43,136622,70.8
El Dorado County,CA,04/05/2023,39377,64,136637,70.9
El Dorado County,CA,04/12/2023,39424,47,136662,70.9
El Dorado County,CA,04/19/2023,39473,49,136665,70.9
El Dorado County,CA,04/26/2023,39520,47,136672,70.9
El Dorado County,CA,05/03/2023,39570,50,136683,70.9
El Dorado County,CA,05/10/2023,39610,40,136704,70.9
Kings County,CA,12/16/2020,14052,1109,0,0
Kings County,CA,12/23/2020,15346,1294,0,0
Kings County,CA,12/30/2020,16338,992,0,0
Kings County,CA,01/06/2021,17516,1178,0,0
Kings County,CA,01/13/2021,18804,1288,0,0
Kings County,CA,01/20/2021,20181,1377,2720,1.8
Kings County,CA,01/27/2021,21026,845,4427,2.9
Kings County,CA,02/03/2021,21703,677,5545,3.6
Kings County,CA,02/10/2021,22219,516,6787,4.4
Kings County,CA,02/17/2021,22548,329,8264,5.4
Kings County,CA,02/24/2021,22821,273,9360,6.1
Kings County,CA,03/03/2021,23003,182,11648,7.6
Kings County,CA,03/10/2021,23157,154,14764,9.7
Kings County,CA,03/17/2021,23349,192,18515,12.1
Kings County,CA,03/24/2021,23481,132,24003,15.7
Kings County,CA,03/31/2021,23583,102,28294,18.5
Kings County,CA,04/07/2021,23647,64,31387,20.5
Kings County,CA,04/14/2021,23708,61,33867,22.1
Kings County,CA,04/21/2021,23770,62,37500,24.5
Kings County,CA,04/28/2021,23845,75,39203,25.6
Kings County,CA,05/05/2021,23920,75,40370,26.4
Kings County,CA,05/12/2021,23993,73,41763,27.3
Kings County,CA,05/19/2021,24027,34,42997,28.1
Kings County,CA,05/26/2021,24055,28,44996,29.4
Kings County,CA,06/02/2021,24091,36,46256,30.2
Kings County,CA,06/09/2021,24150,59,48002,31.4
Kings County,CA,06/16/2021,24167,17,49574,32.4
Kings County,CA,06/23/2021,24167,0,50790,33.2
Kings County,CA,06/30/2021,24167,0,52240,34.2
Kings County,CA,07/07/2021,24215,48,53029,34.7
Kings County,CA,07/14/2021,24281,66,54292,35.5
Kings County,CA,07/21/2021,24419,138,54964,35.9
Kings County,CA,07/28/2021,24652,233,56007,36.6
Kings County,CA,08/04/2021,25014,362,57293,37.5
Kings County,CA,08/11/2021,25540,526,58764,38.4
Kings County,CA,08/18/2021,26288,748,60160,39.3
Kings County,CA,08/25/2021,27047,759,61329,40.1
Kings County,CA,09/01/2021,27888,841,63291,41.4
Kings County,CA,09/08/2021,28716,828,64450,42.1
Kings County,CA,09/15/2021,29589,873,66284,43.3
Kings County,CA,09/22/2021,30227,638,67355,44
Kings County,CA,09/29/2021,30877,650,68224,44.6
Kings County,CA,10/06/2021,31532,655,69141,45.2
Kings County,CA,10/13/2021,32026,494,69933,45.7
Kings County,CA,10/20/2021,32638,612,70762,46.3
Kings County,CA,10/27/2021,33314,676,71517,46.8
Kings County,CA,11/03/2021,33866,552,72122,47.2
Kings County,CA,11/10/2021,34282,416,72877,47.7
Kings County,CA,11/17/2021,34638,356,73911,48.3
Kings County,CA,11/24/2021,34938,300,74802,48.9
Kings County,CA,12/01/2021,35140,202,75529,49.4
Kings County,CA,12/08/2021,35520,380,76469,50
Kings County,CA,12/15/2021,35790,270,77391,50.6
Kings County,CA,12/22/2021,36028,238,78054,51
Kings County,CA,12/29/2021,36312,284,78652,51.4
Kings County,CA,01/05/2022,37187,875,79427,51.9
Kings County,CA,01/12/2022,38947,1760,80372,52.6
Kings County,CA,01/19/2022,42139,3192,85710,56
Kings County,CA,01/26/2022,46887,4748,86506,56.6
Kings County,CA,02/02/2022,50135,3248,85285,55.8
Kings County,CA,02/09/2022,51660,1525,85810,56.1
Kings County,CA,02/16/2022,52739,1079,86157,56.3
Kings County,CA,02/23/2022,53701,962,86462,56.5
Kings County,CA,03/02/2022,54207,506,86874,56.8
Kings County,CA,03/09/2022,54728,521,87129,57
Kings County,CA,03/16/2022,54923,195,87347,57.1
Kings County,CA,03/23/2022,54984,61,87574,57.3
Kings County,CA,03/30/2022,55037,53,87699,57.3
Kings County,CA,04/06/2022,55115,78,87872,57.5
Kings County,CA,04/13/2022,55143,28,88022,57.6
Kings County,CA,04/20/2022,55198,55,88217,57.7
Kings County,CA,04/27/2022,55249,51,88351,57.8
Kings County,CA,05/04/2022,55300,51,88498,57.9
Kings County,CA,05/11/2022,55391,91,88600,57.9
Kings County,CA,05/18/2022,55553,162,88445,57.8
Kings County,CA,05/25/2022,55843,290,88572,57.9
Kings County,CA,06/01/2022,56166,323,88686,58
Kings County,CA,06/08/2022,56528,362,88768,58
Kings County,CA,06/15/2022,56903,375,88861,58.1
Kings County,CA,06/22/2022,57329,426,88967,58.2
Kings County,CA,06/29/2022,57823,494,89612,58.6
Kings County,CA,07/06/2022,58376,553,89728,58.7
Kings County,CA,07/13/2022,58976,600,89844,58.7
Kings County,CA,07/20/2022,59714,738,90002,58.8
Kings County,CA,07/27/2022,60364,650,90153,58.9
Kings County,CA,08/03/2022,60970,606,90304,59
Kings County,CA,08/10/2022,61443,473,90502,59.2
Kings County,CA,08/17/2022,61857,414,90660,59.3
Kings County,CA,08/24/2022,62265,408,90763,59.3
Kings County,CA,08/31/2022,62617,352,90860,59.4
Kings County,CA,09/07/2022,62965,348,90909,59.4
Kings County,CA,09/14/2022,63185,220,90964,59.5
Kings County,CA,09/21/2022,63360,175,91063,59.5
Kings County,CA,09/28/2022,63473,113,91161,59.6
Kings County,CA,10/05/2022,63578,105,91242,59.7
Kings County,CA,10/12/2022,63655,77,91448,59.8
Kings County,CA,10/19/2022,63728,73,91583,59.9
Kings County,CA,10/26/2022,63840,112,91595,59.9
Kings County,CA,11/02/2022,63958,118,91610,59.9
Kings County,CA,11/09/2022,64069,111,91794,60
Kings County,CA,11/16/2022,64279,210,91940,60.1
Kings County,CA,11/23/2022,64591,312,91947,60.1
Kings County,CA,11/30/2022,64774,183,91476,59.8
Kings County,CA,12/07/2022,65122,348,91561,59.9
Kings County,CA,12/14/2022,65414,292,91649,59.9
Kings County,CA,12/21/2022,65809,395,91661,59.9
Kings County,CA,12/28/2022,66058,249,91810,60
Kings County,CA,01/04/2023,66256,198,91845,60.1
Kings County,CA,01/11/2023,66411,155,91892,60.1
Kings County,CA,01/18/2023,66568,157,91985,60.1
Kings County,CA,01/25/2023,66702,134,92014,60.2
Kings County,CA,02/01/2023,66845,143,92028,60.2
Kings County,CA,02/08/2023,67011,166,92073,60.2
Kings County,CA,02/15/2023,67142,131,92104,60.2
